,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,608.0,2845,遠東銀,3782,3806,36,37,,,,,,,,,,,False
2022-12-12,,2845,遠東銀,3470,3407,36,35,2.0,65.0,,1017370.0,2.0,1.0,,1017370.0,, ,False
2022-12-13,,2845,遠東銀,3655,3678,33,33,105.0,82.0,,1017370.0,,,,1017370.0,, ,False
2022-12-14,,2845,遠東銀,3678,3690,33,33,196.0,184.0,,1017370.0,1.0,1.0,,1017370.0,2.0, ,False
2022-12-15,,2845,遠東銀,3690,3836,33,33,150.0,4.0,,1017370.0,1.0,1.0,,1017370.0,, ,False
2022-12-18,,2845,遠東銀,3836,3853,33,34,86.0,69.0,,1017370.0,,1.0,,1017370.0,, ,False
2022-12-19,,2845,遠東銀,3853,3781,34,33,2.0,74.0,,1017370.0,1.0,,,1017370.0,, ,False
2022-12-20,,2845,遠東銀,3781,3870,33,31,119.0,30.0,,1017370.0,2.0,,,1017370.0,, ,False
2022-12-21,,2845,遠東銀,3870,3861,31,32,15.0,24.0,,1017370.0,,1.0,,1017370.0,, ,False
2022-12-23,,2845,遠東銀,3835,3831,33,34,11.0,15.0,,1017370.0,,1.0,,1017370.0,, ,False
2022-12-26,,2845,遠東銀,3831,3813,34,35,2.0,20.0,,1017370.0,,1.0,,1017370.0,, ,False
2022-12-27,,2845,遠東銀,3813,3811,35,34,,2.0,,1017370.0,2.0,1.0,,1017370.0,, ,False
2022-12-28,,2845,遠東銀,3811,3795,34,37,20.0,32.0,4.0,1017370.0,1.0,4.0,,1017370.0,, ,False
2022-12-29,,2845,遠東銀,3795,3829,37,36,39.0,5.0,,1017370.0,2.0,1.0,,1017370.0,, ,False
2022-12-30,,2845,遠東銀,3829,3832,36,39,12.0,9.0,,1017370.0,1.0,4.0,,1017370.0,, ,False
2023-01-03,,2845,遠東銀,3832,3839,39,33,7.0,,,1017370.0,6.0,,,1017370.0,, ,
2023-01-04,,2845,遠東銀,3839,3839,33,32,,,,1017370.0,1.0,,,1017370.0,, ,
2023-01-05,,2845,遠東銀,3839,3829,32,30,1.0,11.0,,1017370.0,2.0,,,1017370.0,, ,
2023-01-06,,2845,遠東銀,3829,3829,30,31,1.0,1.0,,1017370.0,,1.0,,1017370.0,, ,
2023-01-10,,2845,遠東銀,4062,4323,17,17,402.0,130.0,11.0,1017370.0,,,,1017370.0,, ,
2023-01-11,,2845,遠東銀,4323,3915,17,20,18.0,426.0,,1017370.0,,3.0,,1017370.0,, ,
2023-01-12,,2845,遠東銀,3915,3961,20,20,62.0,16.0,,1017370.0,,,,1017370.0,, ,
2023-01-14,,2845,遠東銀,3961,4035,20,20,105.0,31.0,,1017370.0,,,,1017370.0,, ,
2023-01-16,,2845,遠東銀,4035,4030,20,20,28.0,33.0,,1017370.0,,,,1017370.0,, ,
2023-01-18,,2845,遠東銀,4030,3931,20,15,22.0,56.0,65.0,1017370.0,5.0,,,1017370.0,, ,
2023-02-01,,2845,遠東銀,3737,3820,15,15,116.0,33.0,,1017370.0,,,,1017370.0,, ,
2023-02-02,,2845,遠東銀,3737,3820,15,15,116.0,33.0,,1017370.0,,,,1017370.0,, ,
2023-02-03,,2845,遠東銀,3826,3862,15,16,141.0,105.0,,1017370.0,,1.0,,1017370.0,, ,
2023-02-04,,2845,遠東銀,3826,3862,15,16,141.0,105.0,,1017370.0,,1.0,,1017370.0,, ,
2023-02-06,,2845,遠東銀,3862,3676,16,16,7.0,193.0,,1017370.0,,,,1017370.0,, ,
2023-02-07,,2845,遠東銀,3676,3672,16,17,52.0,56.0,,1017370.0,,1.0,,1017370.0,1.0, ,
2023-02-08,,2845,遠東銀,3672,3685,17,16,14.0,1.0,,1017370.0,1.0,,,1017370.0,, ,
2023-02-09,,2845,遠東銀,3685,3839,16,12,161.0,7.0,,1017370.0,4.0,,,1017370.0,, ,
2023-02-10,,2845,遠東銀,3839,3824,12,13,91.0,106.0,,1017370.0,,1.0,,1017370.0,, ,
