證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,7965786.0,968395750.0,121.25,121.8,121.25,121.65,0.9,8497.0
0051,元大中型100,21095.0,1164262.0,55.4,55.4,55.05,55.4,0.35,123.0
0052,富邦科技,254563.0,27443006.0,107.7,108.0,107.45,107.85,0.9,414.0
0053,元大電子,15482.0,921240.0,59.65,59.75,59.4,59.75,0.6,791.0
0055,元大MSCI金融,647950.0,14605922.0,22.53,22.6,22.5,22.54,0.01,484.0
0056,元大高股息,11507347.0,312031342.0,27.01,27.15,27.01,27.13,0.16,7479.0
0057,富邦摩台,27495.0,2421883.0,88.0,88.35,87.9,88.35,0.95,417.0
0061,元大寶滬深,77186.0,1521446.0,19.75,19.8,19.66,19.69,0.0,413.0
006203,元大MSCI台灣,5767.0,338302.0,58.8,58.8,58.6,58.75,0.5,436.0
006204,永豐臺灣加權,21600.0,1694243.0,78.55,78.55,78.45,78.45,0.6,190.0
006205,富邦上証,844936.0,27762999.0,33.1,33.1,32.77,32.87,-0.01,223.0
006206,元大上證50,33639.0,1057753.0,31.42,31.49,31.4,31.47,0.07,762.0
006207,FH滬深,134073.0,3459986.0,26.0,26.0,25.76,25.76,-0.01,593.0
006208,富邦台50,2485663.0,174602554.0,70.05,70.4,70.05,70.25,0.4,3528.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3254899.0,371973904.0,113.85,114.75,113.6,114.5,1.8,1669.0
00632R,元大台灣50反1,144252915.0,767560161.0,5.34,5.34,5.3,5.32,-0.05,8353.0
00633L,富邦上証正2,6651445.0,282216291.0,42.91,42.99,42.12,42.15,-0.49,1697.0
00634R,富邦上証反1,171000.0,730010.0,4.23,4.29,4.23,4.29,0.02,25.0
00635U,期元大S&P黃金,205756.0,4884601.0,23.74,23.77,23.71,23.76,-0.02,126.0
00636,國泰中國A50,3252188.0,73401295.0,22.7,22.75,22.5,22.56,-0.1,967.0
00636K,國泰中國A50+U,200.0,1492.0,7.46,7.46,7.46,7.46,0.0,2.0
