證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6504872.0,731424488.0,112.35,112.95,112.0,112.35,-0.65,10865.0
0051,元大中型100,26179.0,1366369.0,52.65,52.65,52.0,52.05,-0.6,191.0
0052,富邦科技,333682.0,32033647.0,95.8,96.25,95.6,95.85,-0.75,530.0
0053,元大電子,6657.0,357346.0,53.7,53.9,53.65,53.8,-0.4,641.0
0055,元大MSCI金融,259734.0,5632279.0,21.6,21.74,21.58,21.65,-0.05,252.0
0056,元大高股息,13486811.0,347053647.0,25.69,25.81,25.58,25.73,0.03,9239.0
0057,富邦摩台,2809.0,224731.0,80.2,80.2,80.2,80.2,-0.55,747.0
0061,元大寶滬深,81679.0,1517735.0,18.65,18.74,18.49,18.49,-0.19,277.0
006203,元大MSCI台灣,3362.0,183228.0,54.5,54.6,54.5,54.55,-0.45,320.0
006204,永豐臺灣加權,28388.0,2050390.0,72.35,72.45,72.15,72.25,-0.4,510.0
006205,富邦上証,829416.0,26045734.0,31.59,31.75,31.15,31.18,-0.37,178.0
006206,元大上證50,30909.0,935947.0,30.24,30.39,30.05,30.05,-0.3,407.0
006207,FH滬深,130900.0,3217204.0,24.76,24.78,24.47,24.47,-0.22,293.0
006208,富邦台50,2235284.0,142325188.0,63.65,63.9,63.4,63.6,-0.3,5392.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5300997.0,510778653.0,95.85,97.05,95.8,96.05,-0.9,2278.0
00632R,元大台灣50反1,146119518.0,852095690.0,5.85,5.85,5.81,5.84,0.02,5756.0
00633L,富邦上証正2,8421983.0,338920412.0,40.18,40.99,39.66,39.85,-0.27,1781.0
00634R,富邦上証反1,3350000.0,15032190.0,4.47,4.51,4.42,4.5,0.03,113.0
00635U,期元大S&P黃金,100610.0,2333847.0,23.2,23.23,23.17,23.18,0.19,86.0
00636,國泰中國A50,447786.0,9636145.0,21.6,21.7,21.35,21.39,-0.09,1050.0
00636K,國泰中國A50+U,200.0,1390.0,6.95,6.95,6.95,6.95,-0.02,2.0
00637L,元大滬深300正2,79565151.0,1263585895.0,15.82,16.14,15.61,15.69,-0.12,8766.0
00638R,元大滬深300反1,1195000.0,11257420.0,9.4,9.48,9.34,9.47,0.04,158.0
00639,富邦深100,411469.0,5207113.0,12.73,12.8,12.56,12.58,-0.14,797.0
00640L,富邦日本正2,155020.0,4364383.0,28.24,28.31,28.06,28.09,-0.43,62.0
00641R,富邦日本反1,397249.0,3856093.0,9.7,9.72,9.68,9.72,0.07,51.0
00642U,期元大S&P石油,2371242.0,38252152.0,16.04,16.23,16.04,16.1,-0.1,557.0
00643,群益深証中小,194823.0,2897770.0,14.91,14.95,14.74,14.75,-0.13,693.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,58430.0,1511569.0,25.92,25.92,25.84,25.86,-0.21,1000.0
00646,元大S&P500,964330.0,35466598.0,36.9,36.9,36.72,36.74,-0.43,747.0
00647L,元大S&P500正2,126132.0,6336215.0,50.1,50.35,50.1,50.15,-1.05,103.0
00648R,元大S&P500反1,3020031.0,22854735.0,7.56,7.58,7.56,7.58,0.07,262.0
00650L,FH香港正2,9974472.0,134343184.0,13.46,13.83,13.18,13.3,-0.05,1684.0
00651R,FH香港反1,2858000.0,24762270.0,8.7,8.75,8.53,8.73,0.03,212.0
00652,富邦印度,105868.0,3206369.0,30.26,30.39,30.26,30.39,0.13,621.0
00653L,富邦印度正2,54847.0,2570161.0,46.66,47.15,46.65,47.03,0.37,37.0
00654R,富邦印度反1,740002.0,5771195.0,7.85,7.85,7.78,7.8,-0.04,95.0
00655L,國泰中國A50正2,2687055.0,77078876.0,28.51,29.15,28.16,28.32,-0.18,578.0
00656R,國泰中國A50反1,1430000.0,12014520.0,8.38,8.44,8.32,8.43,0.03,74.0
00657,國泰日經225,3880.0,123480.0,32.08,32.09,32.03,32.09,-0.41,883.0
00657K,國泰日經225+U,200.0,2084.0,10.42,10.42,10.42,10.42,-0.15,2.0
00660,元大歐洲50,3787.0,105269.0,27.97,28.06,27.97,28.06,-0.16,790.0
00661,元大日經225,3915.0,133814.0,34.52,34.54,34.51,34.54,-0.45,918.0
00662,富邦NASDAQ,2734123.0,122183188.0,44.81,44.81,44.6,44.65,-0.29,750.0
00663L,國泰臺灣加權正2,45000.0,3994400.0,88.1,88.85,88.1,88.4,-0.8,10.0
00664R,國泰臺灣加權反1,6039200.0,39814180.0,6.61,6.61,6.57,6.6,0.03,459.0
00665L,富邦恒生國企正2,26586526.0,228565884.0,8.53,8.89,8.39,8.45,-0.03,2569.0
00666R,富邦恒生國企反1,311000.0,4653320.0,15.16,15.16,14.69,15.09,0.0,73.0
00668,國泰美國道瓊,8833.0,324806.0,36.82,36.82,36.8,36.81,-0.25,587.0
00668K,國泰美國道瓊+U,300.0,3590.0,11.97,11.97,11.96,11.96,-0.1,3.0
00669R,國泰美國道瓊反1,19163025.0,155067403.0,8.09,8.12,8.08,8.12,0.07,1151.0
00670L,富邦NASDAQ正2,3175769.0,164656621.0,51.7,52.0,51.7,51.75,-0.8,1418.0
