證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,28912072.0,3396535255.0,118.5,118.6,116.95,117.2,1.35,15940.0
0051,元大中型100,38729.0,2032425.0,52.9,52.9,52.2,52.45,0.1,172.0
0052,富邦科技,543030.0,54477290.0,101.05,101.45,99.9,100.0,1.45,601.0
0053,元大電子,12823.0,714352.0,55.55,55.95,55.55,55.7,0.55,1022.0
0055,元大MSCI金融,140015.0,3102468.0,22.17,22.25,22.08,22.1,0.02,289.0
0056,元大高股息,14995414.0,390243121.0,26.05,26.12,25.98,25.98,-0.01,10167.0
0057,富邦摩台,11347.0,944751.0,83.9,83.9,83.2,83.2,0.95,1006.0
0061,元大寶滬深,257490.0,5027022.0,19.44,19.6,19.44,19.58,0.16,534.0
006203,元大MSCI台灣,8624.0,489135.0,57.3,57.3,56.5,56.8,0.65,983.0
006204,永豐臺灣加權,23505.0,1745870.0,74.95,74.95,74.25,74.25,0.5,971.0
006205,富邦上証,1212460.0,40038287.0,32.8,33.12,32.8,33.03,0.32,502.0
006206,元大上證50,281518.0,9035478.0,31.89,32.2,31.89,32.09,0.37,1077.0
006207,FH滬深,362712.0,9353303.0,25.82,25.83,25.76,25.83,0.31,24.0
006208,富邦台50,5331887.0,354603898.0,66.5,67.05,66.15,66.3,0.75,4413.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,6240987.0,647015748.0,104.65,104.7,102.4,102.6,1.45,2911.0
00632R,元大台灣50反1,149320789.0,836401181.0,5.58,5.64,5.57,5.63,-0.03,12498.0
00633L,富邦上証正2,11061038.0,473164292.0,42.35,43.1,42.28,42.85,1.0,2030.0
00634R,富邦上証反1,534370.0,2282226.0,4.29,4.3,4.25,4.28,-0.04,115.0
00635U,期元大S&P黃金,407471.0,9942936.0,24.43,24.43,24.38,24.38,0.13,212.0
00636,國泰中國A50,1904253.0,43545999.0,22.66,22.95,22.64,22.86,0.34,627.0
00636K,國泰中國A50+U,200.0,1506.0,7.53,7.53,7.53,7.53,0.13,2.0
00637L,元大滬深300正2,102283038.0,1723533169.0,16.73,17.0,16.68,16.92,0.4,9235.0
00638R,元大滬深300反1,1070000.0,9628830.0,9.06,9.06,8.97,8.98,-0.11,192.0
00639,富邦深100,828760.0,11211364.0,13.43,13.55,13.43,13.52,0.15,333.0
00640L,富邦日本正2,541104.0,14743950.0,27.42,27.44,27.05,27.17,-0.11,92.0
00641R,富邦日本反1,1441000.0,14167810.0,9.81,9.86,9.78,9.83,0.0,129.0
00642U,期元大S&P石油,2987040.0,49740516.0,16.68,16.69,16.6,16.63,0.12,834.0
00643,群益深証中小,516337.0,7977093.0,15.45,15.49,15.41,15.43,0.06,903.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,37021.0,942561.0,25.54,25.55,25.4,25.4,-0.08,1062.0
00646,元大S&P500,523416.0,19524000.0,37.4,37.4,37.25,37.3,-0.04,394.0
00647L,元大S&P500正2,323082.0,17055978.0,53.0,53.0,52.6,52.7,0.0,84.0
00648R,元大S&P500反1,1544000.0,11284940.0,7.31,7.32,7.29,7.32,0.0,147.0
00650L,FH香港正2,5443230.0,87230684.0,16.09,16.15,15.88,15.97,0.19,979.0
00651R,FH香港反1,992000.0,7744780.0,7.8,7.83,7.77,7.82,-0.04,124.0
00652,富邦印度,106518.0,3146166.0,29.66,29.66,29.42,29.47,0.02,463.0
00653L,富邦印度正2,142100.0,6225883.0,43.99,44.27,43.5,43.65,-0.02,104.0
00654R,富邦印度反1,419000.0,3343600.0,8.0,8.02,7.93,8.0,0.0,59.0
00655L,國泰中國A50正2,4759920.0,144528698.0,30.04,30.59,30.0,30.4,0.7,758.0
