證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,7789000.0,891273700.0,114.3,115.05,113.9,114.9,0.1,2053.0
0051,元大中型100,11000.0,582750.0,52.4,53.15,52.4,52.95,-0.05,11.0
0052,富邦科技,154000.0,15109850.0,97.95,98.35,97.6,98.15,0.0,55.0
0053,元大電子,3000.0,165050.0,54.9,55.2,54.9,54.95,0.05,3.0
0055,元大MSCI金融,58000.0,1267590.0,21.86,21.91,21.75,21.86,-0.04,40.0
0056,元大高股息,13829000.0,355392620.0,25.68,25.79,25.63,25.7,0.02,5902.0
0057,富邦摩台,2000.0,163800.0,81.75,82.05,81.75,82.05,0.3,2.0
0061,元大寶滬深,100000.0,1861200.0,18.73,18.73,18.55,18.67,-0.06,25.0
006203,元大MSCI台灣,2000.0,111550.0,55.65,55.9,55.65,55.9,0.2,2.0
006204,永豐臺灣加權,32000.0,2357450.0,73.5,73.85,73.5,73.75,0.05,5.0
006205,富邦上証,184000.0,5781000.0,31.6,31.64,31.29,31.45,-0.2,30.0
006206,元大上證50,11000.0,331460.0,30.58,30.58,30.01,30.16,-0.28,10.0
006207,FH滬深,16000.0,393230.0,24.54,24.61,24.54,24.61,-0.13,7.0
006208,富邦台50,1486000.0,96288800.0,64.8,65.05,64.5,65.05,0.05,805.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5495000.0,548812950.0,99.2,100.75,99.05,100.4,0.1,1351.0
00632R,元大台灣50反1,112954000.0,646940920.0,5.74,5.76,5.7,5.72,0.01,3919.0
00633L,富邦上証正2,6971000.0,278412070.0,40.14,40.55,39.45,39.96,-0.29,1473.0
00634R,富邦上証反1,75000.0,334030.0,4.44,4.47,4.44,4.46,0.01,21.0
00635U,期元大S&P黃金,474000.0,11013930.0,23.37,23.37,23.14,23.17,-0.23,109.0
00636,國泰中國A50,208000.0,4443210.0,21.47,21.53,21.22,21.36,-0.12,50.0
00636K,國泰中國A50+U,200.0,1396.0,6.98,6.98,6.98,6.98,-0.03,2.0
00637L,元大滬深300正2,75918000.0,1195059600.0,15.79,15.95,15.51,15.72,-0.11,7575.0
00638R,元大滬深300反1,386000.0,3622530.0,9.35,9.44,9.31,9.4,0.06,91.0
00639,富邦深100,153000.0,1933620.0,12.69,12.69,12.58,12.68,-0.01,29.0
00640L,富邦日本正2,104000.0,3037520.0,29.32,29.32,29.13,29.13,-0.12,39.0
00641R,富邦日本反1,122000.0,1162560.0,9.52,9.54,9.52,9.54,0.02,27.0
00642U,期元大S&P石油,6414000.0,105348620.0,16.49,16.5,16.34,16.36,0.29,1304.0
00643,群益深証中小,126000.0,1877600.0,15.14,15.14,14.87,14.93,-0.05,31.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,75000.0,1974850.0,26.37,26.41,26.3,26.32,-0.02,15.0
00646,元大S&P500,660000.0,24999770.0,37.96,37.96,37.82,37.93,-0.21,311.0
00647L,元大S&P500正2,295000.0,15945700.0,54.35,54.35,53.9,54.1,-0.95,95.0
00648R,元大S&P500反1,2848000.0,20743920.0,7.27,7.3,7.27,7.29,0.07,126.0
00650L,FH香港正2,14724000.0,196797130.0,13.84,13.84,13.1,13.32,-0.56,2457.0
00651R,FH香港反1,1511000.0,13081190.0,8.5,8.73,8.48,8.64,0.13,227.0
00652,富邦印度,109000.0,3341120.0,30.8,30.8,30.6,30.63,-0.2,67.0
00653L,富邦印度正2,184000.0,8926600.0,48.89,48.89,48.16,48.23,-0.69,67.0
00654R,富邦印度反1,354000.0,2711060.0,7.63,7.68,7.63,7.68,0.08,45.0
00655L,國泰中國A50正2,2076000.0,58966890.0,28.6,28.87,28.04,28.41,-0.23,498.0
00656R,國泰中國A50反1,227000.0,1908600.0,8.35,8.43,8.32,8.39,0.03,33.0
00657,國泰日經225,17000.0,563560.0,33.12,33.23,33.12,33.13,0.01,4.0
00657K,國泰日經225+U,200.0,2164.0,10.82,10.82,10.82,10.82,-0.02,2.0
00660,元大歐洲50,2000.0,58130.0,29.12,29.12,29.01,29.01,-0.05,2.0
00661,元大日經225,,,,,,,0.0,
00662,富邦NASDAQ,528000.0,24419940.0,46.4,46.4,46.15,46.29,-0.47,146.0
00663L,國泰臺灣加權正2,825000.0,75665900.0,91.7,92.4,91.2,92.15,-0.1,30.0
00664R,國泰臺灣加權反1,8744000.0,56612340.0,6.5,6.51,6.45,6.47,0.0,353.0
00665L,富邦恒生國企正2,29462000.0,249411110.0,8.76,8.76,8.29,8.42,-0.38,3215.0
00666R,富邦恒生國企反1,384000.0,5784280.0,14.81,15.15,14.81,15.03,0.29,57.0
00668,國泰美國道瓊,67000.0,2533110.0,37.79,37.83,37.76,37.83,-0.19,12.0
00668K,國泰美國道瓊+U,200.0,2470.0,12.35,12.35,12.35,12.35,-0.09,2.0
00669R,國泰美國道瓊反1,8187000.0,64121650.0,7.82,7.84,7.81,7.84,0.05,506.0
00670L,富邦NASDAQ正2,2630000.0,148485800.0,56.7,56.75,56.15,56.45,-1.25,848.0
00671R,富邦NASDAQ反1,9317000.0,57853900.0,6.19,6.22,6.19,6.22,0.09,407.0
00673R,期元大S&P原油反1,24805000.0,222765250.0,8.94,9.04,8.93,9.03,-0.15,2173.0
00674R,期元大S&P黃金反1,1165000.0,15246380.0,13.0,13.14,13.0,13.14,0.15,166.0
00675L,富邦臺灣加權正2,999000.0,40044370.0,39.79,40.4,39.75,40.34,0.09,299.0
00676R,富邦臺灣加權反1,5288000.0,18847450.0,3.57,3.58,3.54,3.56,0.01,210.0
00678,群益NBI生技,449000.0,12128830.0,27.06,27.07,27.0,27.0,0.09,41.0
00680L,元大美債20正2,5030000.0,64105220.0,12.76,12.79,12.69,12.79,-0.05,803.0
00681R,元大美債20反1,79000.0,1390390.0,17.61,17.62,17.57,17.58,0.01,24.0
00682U,期元大美元指數,564000.0,11658680.0,20.61,20.69,20.61,20.66,-0.04,94.0
00683L,期元大美元指正2,1599000.0,34752760.0,21.74,21.79,21.65,21.76,-0.06,362.0
00684R,期元大美元指反1,10000.0,160520.0,16.06,16.07,16.03,16.03,0.0,8.0
00685L,群益臺灣加權正2,72000.0,2557340.0,35.3,35.81,35.3,35.69,-0.01,36.0
00686R,群益臺灣加權反1,464000.0,1794040.0,3.87,3.87,3.85,3.85,-0.01,26.0
00688L,國泰20年美債正2,1315000.0,16575800.0,12.64,12.66,12.56,12.65,-0.06,151.0
00689R,國泰20年美債反1,120000.0,2196630.0,18.3,18.31,18.28,18.28,0.04,5.0
00690,兆豐藍籌30,293000.0,7547350.0,25.79,25.8,25.71,25.77,-0.01,79.0
00692,富邦公司治理,1192000.0,33181080.0,27.83,27.94,27.71,27.92,0.02,379.0
00693U,期街口S&P黃豆,18000.0,474490.0,26.37,26.41,26.32,26.39,0.02,8.0
00700,富邦恒生國企,455000.0,5847180.0,13.0,13.0,12.77,12.87,-0.28,70.0
00701,國泰股利精選30,467000.0,10453230.0,22.39,22.46,22.33,22.43,0.0,282.0
00702,國泰標普低波高息,112000.0,2468480.0,22.04,22.04,22.04,22.04,-0.12,4.0
00703,台新MSCI中國,149000.0,2324150.0,15.61,15.7,15.56,15.62,-0.34,16.0
00706L,期元大S&P日圓正2,1590000.0,15672690.0,9.87,9.9,9.82,9.84,-0.04,183.0
00707R,期元大S&P日圓反1,28000.0,676600.0,24.16,24.24,24.16,24.24,0.05,3.0
00708L,期元大S&P黃金正2,1323000.0,31924220.0,24.54,24.54,24.07,24.09,-0.55,215.0
00709,富邦歐洲,106000.0,2452630.0,23.18,23.18,23.07,23.11,0.03,50.0
00710B,FH彭博非投等債,182000.0,3294790.0,18.13,18.15,18.08,18.12,-0.01,35.0
00711B,FH彭博新興債,117000.0,1945780.0,16.6,16.65,16.6,16.65,0.0,8.0
00712,FH富時不動產,4991000.0,52629430.0,10.58,10.58,10.52,10.55,-0.05,1149.0
00713,元大台灣高息低波,14110000.0,550320800.0,39.03,39.11,38.9,39.04,0.01,5336.0
00714,群益道瓊美國地產,195000.0,3755000.0,19.31,19.31,19.23,19.28,-0.09,46.0
00715L,期街口布蘭特正2,46446000.0,676555360.0,14.55,14.72,14.4,14.47,0.49,5327.0
00717,富邦美國特別股,434000.0,6399470.0,14.78,14.78,14.7,14.73,-0.05,55.0
00728,第一金工業30,446000.0,10193200.0,22.86,22.95,22.78,22.86,-0.09,138.0
00730,富邦臺灣優質高息,78000.0,1309640.0,16.74,16.83,16.73,16.78,0.04,50.0
00731,FH富時高息低波,1086000.0,58613200.0,54.1,54.15,53.75,54.0,-0.1,48.0
00732,國泰RMB短期報酬,100000.0,4040000.0,40.4,40.4,40.4,40.4,0.04,4.0
