證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,5166548.0,580351057.0,111.75,112.75,111.75,112.6,1.85,5881.0
0051,元大中型100,13444.0,696201.0,51.4,51.75,51.4,51.75,0.35,115.0
0052,富邦科技,196141.0,18687681.0,95.05,95.6,94.9,95.35,1.55,244.0
0053,元大電子,4033.0,214694.0,53.55,53.6,53.35,53.6,0.75,1004.0
0055,元大MSCI金融,68175.0,1468127.0,21.55,21.59,21.44,21.55,0.04,217.0
0056,元大高股息,10953757.0,280582154.0,25.5,25.69,25.48,25.67,0.33,6287.0
0057,富邦摩台,1890.0,150567.0,80.25,80.25,80.25,80.25,1.3,876.0
0061,元大寶滬深,34046.0,621666.0,18.16,18.36,18.16,18.26,0.24,977.0
006203,元大MSCI台灣,4241.0,230068.0,54.6,54.6,54.55,54.55,0.7,1008.0
006204,永豐臺灣加權,25157.0,1812670.0,72.0,72.1,72.0,72.1,0.9,840.0
006205,富邦上証,337541.0,10438252.0,30.86,31.03,30.8,30.82,0.16,123.0
006206,元大上證50,2326.0,69374.0,29.96,29.96,29.73,29.73,-0.02,9.0
006207,FH滬深,72000.0,1745620.0,24.22,24.28,24.09,24.1,0.21,6.0
006208,富邦台50,1251116.0,79558169.0,63.0,63.75,63.0,63.7,1.05,1746.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5963084.0,572267610.0,95.25,96.4,95.0,96.4,3.2,2089.0
00632R,元大台灣50反1,198350085.0,1158285664.0,5.86,5.87,5.82,5.83,-0.1,8822.0
00633L,富邦上証正2,9096134.0,354573544.0,38.68,39.48,38.61,38.83,0.72,1534.0
00634R,富邦上証反1,848107.0,3836708.0,4.53,4.55,4.51,4.53,-0.04,47.0
00635U,期元大S&P黃金,154413.0,3628745.0,23.5,23.52,23.48,23.52,0.08,86.0
00636,國泰中國A50,338381.0,7153108.0,21.05,21.27,21.03,21.11,0.15,971.0
00636K,國泰中國A50+U,200.0,1372.0,6.86,6.86,6.86,6.86,0.06,2.0
00637L,元大滬深300正2,57254928.0,878573135.0,15.23,15.54,15.19,15.28,0.27,7457.0
00638R,元大滬深300反1,282100.0,2692166.0,9.61,9.61,9.49,9.58,-0.09,93.0
00639,富邦深100,222089.0,2757847.0,12.5,12.5,12.34,12.39,0.07,787.0
00640L,富邦日本正2,385150.0,10406994.0,26.98,27.21,26.91,27.17,0.35,79.0
00641R,富邦日本反1,1077010.0,10649539.0,9.9,9.92,9.85,9.86,-0.08,87.0
00642U,期元大S&P石油,5600941.0,94149318.0,16.8,16.84,16.77,16.82,0.56,1509.0
00643,群益深証中小,75640.0,1096514.0,14.59,14.59,14.44,14.51,0.07,21.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,56746.0,1439927.0,25.27,25.45,25.27,25.45,0.21,1023.0
00646,元大S&P500,823816.0,30404276.0,36.78,36.96,36.78,36.91,0.43,564.0
00647L,元大S&P500正2,95034.0,4844782.0,50.9,51.1,50.85,51.0,1.2,63.0
00648R,元大S&P500反1,4403100.0,33039102.0,7.51,7.52,7.49,7.5,-0.1,329.0
00650L,FH香港正2,12131476.0,164342301.0,13.24,13.72,13.22,13.61,0.74,1668.0
00651R,FH香港反1,1592210.0,13670312.0,8.72,8.74,8.54,8.57,-0.26,279.0
00652,富邦印度,159376.0,4796863.0,30.35,30.35,29.93,29.96,-0.39,872.0
00653L,富邦印度正2,358600.0,16624106.0,47.32,47.32,45.88,45.88,-1.06,208.0
00654R,富邦印度反1,797000.0,6233560.0,7.81,7.86,7.77,7.85,0.04,64.0
00655L,國泰中國A50正2,2488150.0,68823679.0,27.78,28.03,27.4,27.57,0.52,562.0
00656R,國泰中國A50反1,765200.0,6523030.0,8.61,8.61,8.47,8.53,-0.08,45.0
00657,國泰日經225,10089.0,316476.0,31.39,31.51,31.39,31.51,0.24,975.0
00657K,國泰日經225+U,200.0,2054.0,10.27,10.27,10.27,10.27,0.09,2.0
00660,元大歐洲50,3157.0,89227.0,28.55,28.55,28.45,28.45,0.34,1004.0
00661,元大日經225,2965.0,97842.0,33.49,33.49,33.42,33.42,-0.07,966.0
00662,富邦NASDAQ,494950.0,22025273.0,44.42,44.53,44.42,44.51,0.49,259.0
00663L,國泰臺灣加權正2,30000.0,2652050.0,87.95,88.65,87.95,88.55,2.7,10.0
00664R,國泰臺灣加權反1,11130154.0,73464616.0,6.61,6.63,6.58,6.59,-0.09,686.0
00665L,富邦恒生國企正2,27575116.0,236900575.0,8.45,8.74,8.4,8.66,0.56,2568.0
00666R,富邦恒生國企反1,448100.0,6677267.0,15.1,15.15,14.75,14.85,-0.52,106.0
00668,國泰美國道瓊,37951.0,1412622.0,37.2,37.26,37.2,37.26,0.46,961.0
00668K,國泰美國道瓊+U,300.0,3640.0,12.14,12.14,12.12,12.12,0.16,3.0
00669R,國泰美國道瓊反1,17079705.0,136157526.0,7.99,7.99,7.96,7.96,-0.12,1216.0
00670L,富邦NASDAQ正2,3422118.0,176827901.0,51.6,51.8,51.55,51.65,1.1,1132.0
00671R,富邦NASDAQ反1,14576803.0,94197938.0,6.47,6.48,6.45,6.46,-0.1,726.0
00673R,期元大S&P原油反1,26871182.0,235950706.0,8.8,8.81,8.76,8.78,-0.31,3027.0
00674R,期元大S&P黃金反1,659000.0,8517000.0,12.93,12.94,12.91,12.91,-0.07,108.0
00675L,富邦臺灣加權正2,719364.0,27612411.0,38.15,38.61,38.05,38.58,1.19,402.0
00676R,富邦臺灣加權反1,10259097.0,37201171.0,3.64,3.65,3.61,3.63,-0.04,565.0
00678,群益NBI生技,340229.0,9045886.0,26.62,26.62,26.58,26.58,0.22,764.0
00680L,元大美債20正2,3141787.0,37843616.0,12.05,12.07,12.02,12.07,0.22,562.0
00681R,元大美債20反1,287000.0,5186530.0,18.11,18.11,18.05,18.1,-0.14,51.0
00682U,期元大美元指數,336129.0,6942354.0,20.74,20.74,20.64,20.64,-0.04,57.0
00683L,期元大美元指正2,1675000.0,36476980.0,21.85,21.87,21.72,21.73,-0.1,380.0
00684R,期元大美元指反1,8000.0,128520.0,16.04,16.08,16.04,16.08,0.06,4.0
00685L,群益臺灣加權正2,86000.0,2930490.0,33.9,34.25,33.81,34.21,1.06,44.0
00686R,群益臺灣加權反1,351001.0,1382303.0,3.95,3.96,3.93,3.93,-0.06,52.0
00688L,國泰20年美債正2,674000.0,8040940.0,11.94,11.96,11.91,11.95,0.22,144.0
00689R,國泰20年美債反1,106000.0,1993440.0,18.79,18.83,18.79,18.83,-0.12,13.0
00690,兆豐藍籌30,188368.0,4756978.0,25.3,25.3,25.2,25.21,0.23,679.0
00692,富邦公司治理,904378.0,24730920.0,27.14,27.42,27.14,27.38,0.43,812.0
00693U,期街口S&P黃豆,20267.0,536071.0,26.44,26.47,26.44,26.46,0.08,12.0
00700,富邦恒生國企,697669.0,9036617.0,12.65,13.13,12.65,13.02,0.4,1060.0
00701,國泰股利精選30,1112108.0,24803536.0,22.24,22.37,22.21,22.34,0.17,453.0
00702,國泰標普低波高息,126919.0,2749964.0,21.66,21.68,21.66,21.68,0.23,872.0
00703,台新MSCI中國,16727.0,264281.0,15.89,15.89,15.78,15.79,0.41,689.0
00706L,期元大S&P日圓正2,4056765.0,42188696.0,10.34,10.43,10.32,10.41,0.07,462.0
00707R,期元大S&P日圓反1,157010.0,3688725.0,23.5,23.51,23.48,23.51,-0.04,19.0
00708L,期元大S&P黃金正2,388816.0,9642053.0,24.79,24.83,24.76,24.83,0.14,99.0
00709,富邦歐洲,64389.0,1467208.0,22.8,22.81,22.8,22.81,0.33,996.0
00710B,FH彭博非投等債,582734.0,10376270.0,17.81,17.81,17.79,17.8,0.03,114.0
00711B,FH彭博新興債,140986.0,2277817.0,16.1,16.18,16.1,16.17,0.07,945.0
00712,FH富時不動產,3496882.0,35164828.0,10.05,10.07,10.04,10.06,0.14,1473.0
00713,元大台灣高息低波,2701935.0,100121694.0,36.99,37.14,36.83,37.1,0.44,1649.0
00714,群益道瓊美國地產,125697.0,2326910.0,18.5,18.54,18.5,18.51,0.15,119.0
00715L,期街口布蘭特正2,33596724.0,496435217.0,14.7,14.82,14.7,14.8,0.84,4353.0
00717,富邦美國特別股,118739.0,1739045.0,14.62,14.65,14.62,14.65,0.03,487.0
00728,第一金工業30,190778.0,4234337.0,22.22,22.23,22.15,22.19,0.27,302.0
00730,富邦臺灣優質高息,191766.0,3254782.0,16.85,17.05,16.85,17.01,0.26,173.0
