證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,16194958.0,1956007315.0,120.3,121.1,120.25,121.0,2.0,15931.0
0051,元大中型100,48422.0,2652980.0,54.5,54.95,54.5,54.85,0.7,141.0
0052,富邦科技,681500.0,72837677.0,106.3,107.2,106.3,107.05,2.0,816.0
0053,元大電子,8026.0,473182.0,59.15,59.35,58.85,59.35,1.35,985.0
0055,元大MSCI金融,432416.0,9702327.0,22.4,22.48,22.35,22.46,0.06,328.0
0056,元大高股息,27994766.0,753477007.0,26.81,27.0,26.78,26.99,0.32,17206.0
0057,富邦摩台,2072.0,180984.0,87.75,87.75,87.75,87.75,1.35,889.0
0061,元大寶滬深,106908.0,2136792.0,20.03,20.04,19.95,19.97,-0.02,397.0
006203,元大MSCI台灣,9089.0,526421.0,58.25,58.25,57.9,58.2,1.0,1017.0
006204,永豐臺灣加權,47420.0,3682459.0,77.6,77.8,77.3,77.8,1.05,893.0
006205,富邦上証,1791565.0,59790166.0,33.38,33.65,33.19,33.34,0.0,688.0
006206,元大上證50,302279.0,9677679.0,32.22,32.22,31.9,32.03,-0.06,1243.0
006207,FH滬深,54000.0,1415410.0,26.36,26.36,26.17,26.21,0.03,10.0
006208,富邦台50,4268069.0,297863461.0,69.6,69.95,69.4,69.95,1.0,5082.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,6101738.0,689301903.0,112.45,113.75,111.85,113.6,3.05,2899.0
00632R,元大台灣50反1,256413505.0,1372837109.0,5.37,5.38,5.33,5.35,-0.07,14806.0
00633L,富邦上証正2,9908767.0,432576958.0,44.23,44.3,43.11,43.6,-0.02,1993.0
00634R,富邦上証反1,414200.0,1720980.0,4.17,4.2,4.14,4.17,-0.04,79.0
00635U,期元大S&P黃金,832926.0,20794510.0,24.96,25.02,24.94,24.97,0.31,224.0
00636,國泰中國A50,1812653.0,41534587.0,23.17,23.17,22.78,22.96,-0.02,480.0
00636K,國泰中國A50+U,200.0,1546.0,7.73,7.73,7.73,7.73,0.1,2.0
00637L,元大滬深300正2,63110677.0,1087000488.0,17.48,17.48,17.0,17.16,-0.06,7816.0
00638R,元大滬深300反1,398000.0,3470730.0,8.68,8.76,8.67,8.73,-0.07,79.0
00639,富邦深100,944019.0,13108168.0,13.95,13.99,13.8,13.86,-0.01,593.0
00640L,富邦日本正2,454233.0,13130843.0,29.06,29.1,28.74,28.93,-0.21,86.0
00641R,富邦日本反1,667000.0,6329090.0,9.49,9.54,9.45,9.5,0.02,94.0
00642U,期元大S&P石油,5105632.0,83127737.0,16.41,16.41,16.24,16.29,-0.44,1453.0
00643,群益深証中小,296566.0,4743824.0,16.1,16.1,15.94,16.01,0.04,105.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,20759.0,542976.0,26.2,26.2,26.13,26.16,-0.09,981.0
00646,元大S&P500,1269633.0,48139036.0,38.11,38.13,37.84,37.87,0.2,666.0
00647L,元大S&P500正2,461137.0,25855572.0,56.25,56.25,55.85,55.95,1.3,122.0
00648R,元大S&P500反1,4470489.0,31251741.0,7.01,7.01,6.98,7.0,-0.14,416.0
00650L,FH香港正2,4946260.0,82048331.0,16.64,16.74,16.41,16.5,0.2,838.0
00651R,FH香港反1,4204020.0,31823506.0,7.57,7.61,7.52,7.58,-0.1,473.0
00652,富邦印度,1172083.0,33569022.0,28.98,28.98,28.47,28.57,-0.47,1368.0
00653L,富邦印度正2,2458731.0,102667222.0,42.66,42.66,41.38,42.13,-1.09,1106.0
00654R,富邦印度反1,593000.0,4795880.0,8.0,8.13,8.0,8.07,0.09,82.0
00655L,國泰中國A50正2,2564061.0,79881357.0,31.4,31.58,30.69,31.08,0.09,547.0
00656R,國泰中國A50反1,1278000.0,10013280.0,7.79,7.89,7.79,7.86,-0.03,42.0
00657,國泰日經225,109878.0,3575716.0,32.5,32.62,32.5,32.62,0.12,882.0
00657K,國泰日經225+U,200.0,2192.0,10.96,10.96,10.96,10.96,0.11,2.0
00660,元大歐洲50,17409.0,535617.0,30.77,30.87,30.77,30.87,0.18,1015.0
00661,元大日經225,1050.0,36585.0,34.85,34.85,34.85,34.85,0.01,2.0
00662,富邦NASDAQ,3225970.0,153150588.0,47.23,47.7,47.23,47.46,1.07,934.0
00663L,國泰臺灣加權正2,239009.0,24664983.0,103.2,104.25,102.8,104.15,2.75,88.0
00664R,國泰臺灣加權反1,11384320.0,68949093.0,6.07,6.09,6.03,6.04,-0.08,942.0
00665L,富邦恒生國企正2,19379719.0,204762099.0,10.64,10.7,10.42,10.49,0.1,1857.0
00666R,富邦恒生國企反1,238000.0,3091350.0,13.1,13.1,12.91,13.04,-0.14,51.0
00668,國泰美國道瓊,141126.0,5187710.0,36.94,36.94,36.68,36.71,-0.33,542.0
00668K,國泰美國道瓊+U,200.0,2472.0,12.36,12.36,12.36,12.36,0.01,2.0
00669R,國泰美國道瓊反1,16553932.0,128957169.0,7.79,7.81,7.78,7.79,-0.03,656.0
00670L,富邦NASDAQ正2,6860092.0,424212694.0,61.75,62.1,61.55,61.95,3.95,2245.0
00671R,富邦NASDAQ反1,22702524.0,133077462.0,5.88,5.92,5.83,5.84,-0.21,2147.0
00673R,期元大S&P原油反1,29516930.0,260538589.0,8.81,8.86,8.8,8.82,0.16,2074.0
00674R,期元大S&P黃金反1,1514424.0,18246851.0,12.08,12.08,12.02,12.04,-0.19,300.0
00675L,富邦臺灣加權正2,1076704.0,48524525.0,44.97,45.39,44.67,45.36,1.23,719.0
00676R,富邦臺灣加權反1,10763508.0,35835756.0,3.33,3.35,3.32,3.33,-0.04,722.0
00678,群益NBI生技,310814.0,8089059.0,25.98,26.05,25.97,26.0,-0.2,1040.0
00680L,元大美債20正2,17787667.0,225935030.0,12.7,12.75,12.66,12.68,0.26,1919.0
00681R,元大美債20反1,803000.0,13895430.0,17.34,17.34,17.27,17.34,-0.26,97.0
00682U,期元大美元指數,915310.0,18337412.0,20.1,20.1,20.0,20.03,-0.24,284.0
00683L,期元大美元指正2,3958159.0,80842131.0,20.55,20.55,20.38,20.39,-0.65,1114.0
00684R,期元大美元指反1,24000.0,394780.0,16.44,16.5,16.44,16.5,0.28,15.0
00685L,群益臺灣加權正2,139038.0,5562628.0,39.85,40.29,39.7,40.21,1.09,90.0
00686R,群益臺灣加權反1,267000.0,963670.0,3.63,3.63,3.6,3.61,-0.05,54.0
00688L,國泰20年美債正2,1820000.0,22884370.0,12.56,12.61,12.53,12.55,0.26,301.0
00689R,國泰20年美債反1,36000.0,645210.0,17.93,17.98,17.9,17.98,-0.24,12.0
00690,兆豐藍籌30,346228.0,9508495.0,27.48,27.5,27.38,27.5,0.29,293.0
00692,富邦公司治理,2657208.0,78890350.0,29.54,29.79,29.54,29.75,0.37,1907.0
00693U,期街口S&P黃豆,43512.0,1173382.0,27.01,27.01,26.93,26.98,-0.19,33.0
00700,富邦恒生國企,226697.0,3227861.0,14.28,14.31,14.2,14.22,0.02,875.0
00701,國泰股利精選30,1730328.0,38329563.0,22.15,22.23,22.09,22.23,0.08,1324.0
00702,國泰標普低波高息,106098.0,2296619.0,21.66,21.66,21.63,21.66,-0.08,789.0
00703,台新MSCI中國,29000.0,517070.0,17.9,17.9,17.78,17.85,0.1,13.0
00706L,期元大S&P日圓正2,3705996.0,39622904.0,10.72,10.72,10.66,10.72,0.22,479.0
00707R,期元大S&P日圓反1,34000.0,782130.0,22.93,23.06,22.92,23.04,-0.34,11.0
00708L,期元大S&P黃金正2,1003004.0,28092161.0,27.98,28.07,27.92,27.99,0.7,295.0
00709,富邦歐洲,65811.0,1575094.0,23.9,24.0,23.9,23.98,0.14,1013.0
00710B,FH彭博非投等債,925408.0,16339575.0,17.73,17.73,17.6,17.66,-0.07,353.0
00711B,FH彭博新興債,230172.0,3737319.0,16.2,16.25,16.2,16.25,0.05,763.0
00712,FH富時不動產,3776792.0,41632710.0,11.01,11.04,11.0,11.03,0.14,1705.0
00713,元大台灣高息低波,5307005.0,203061718.0,38.13,38.38,38.09,38.37,0.31,2400.0
00714,群益道瓊美國地產,336436.0,6594500.0,19.62,19.63,19.59,19.61,0.0,162.0
00715L,期街口布蘭特正2,33195333.0,476886253.0,14.5,14.51,14.29,14.39,-0.8,6157.0
00717,富邦美國特別股,558791.0,8521266.0,15.33,15.33,15.2,15.22,-0.09,823.0
00728,第一金工業30,1897174.0,44267627.0,23.2,23.43,23.2,23.41,0.44,747.0
00730,富邦臺灣優質高息,601157.0,10987415.0,18.16,18.39,18.16,18.3,0.14,549.0
00731,FH富時高息低波,1060864.0,58725212.0,55.25,55.5,55.1,55.4,0.3,192.0
00732,國泰RMB短期報酬,100000.0,4075000.0,40.75,40.75,40.75,40.75,-0.26,4.0
00733,富邦臺灣中小,469656.0,16539566.0,35.4,35.4,35.13,35.27,-0.07,257.0
00735,國泰臺韓科技,106237.0,2847220.0,26.77,26.82,26.76,26.82,0.48,1006.0
00736,國泰新興市場,101996.0,2056095.0,20.17,20.17,20.17,20.17,-0.03,998.0
00737,國泰AI+Robo,329465.0,8970538.0,27.1,27.3,27.1,27.27,0.66,794.0
00738U,期元大道瓊白銀,2058650.0,49380581.0,23.91,24.08,23.91,24.0,0.42,207.0
00739,元大MSCI A股,29330.0,719460.0,24.64,24.64,24.25,24.59,0.06,978.0
00752,中信中國50,1222982.0,25116281.0,20.51,20.6,20.44,20.52,0.15,541.0
00753L,中信中國50正2,14169375.0,199964742.0,14.19,14.24,13.95,14.06,0.3,2227.0
00757,統一FANG+,2375323.0,95507039.0,40.0,40.4,39.85,40.25,2.13,1670.0
00762,元大全球AI,755773.0,26560608.0,34.98,35.22,34.98,35.21,1.73,368.0
00763U,期街口道瓊銅,37215.0,982940.0,26.53,26.53,26.36,26.4,-0.27,26.0
00770,國泰北美科技,1823915.0,49544468.0,27.3,27.32,27.1,27.15,0.67,1601.0
00771,元大US高息特別股,142862.0,2443853.0,17.18,17.18,17.07,17.07,-0.06,920.0
00774B,新光中國政金綠債,2000.0,81540.0,40.77,40.77,40.77,40.77,-0.22,2.0
00774C,新光中政金綠債+R,,,,,,,0.0,
00775B,新光投等債15+,51680.0,1794350.0,34.73,34.73,34.73,34.73,0.02,683.0
00783,富邦中証500,145000.0,3149300.0,21.72,21.76,21.62,21.74,0.12,17.0
00830,國泰費城半導體,19614502.0,515856620.0,26.39,26.5,26.24,26.33,1.0,4157.0
00850,元大臺灣ESG永續,693265.0,21362081.0,30.75,30.89,30.69,30.86,0.32,621.0
00851,台新全球AI,29278.0,762006.0,26.06,26.14,25.97,26.14,1.04,944.0
00852L,國泰美國道瓊正2,1280105.0,25280436.0,19.8,19.8,19.68,19.73,-0.05,127.0
00861,元大全球未來通訊,391727.0,11060329.0,28.2,28.29,28.2,28.28,0.3,231.0
00865B,國泰US短期公債,118869.0,4640813.0,39.11,39.11,39.03,39.03,-0.45,510.0
00875,國泰網路資安,157247.0,4023457.0,25.6,25.72,25.52,25.6,0.55,105.0
00876,元大全球5G,1083841.0,29426275.0,26.87,27.25,26.84,27.22,0.45,550.0
00878,國泰永續高股息,92709193.0,1583456677.0,17.13,17.13,17.0,17.12,0.12,31765.0
00881,國泰台灣5G+,15554240.0,231098564.0,14.79,14.9,14.79,14.88,0.24,5403.0
00882,中信中國高股息,18421394.0,227380854.0,12.45,12.48,12.29,12.34,-0.03,6920.0
00885,富邦越南,46040648.0,533038992.0,11.56,11.66,11.52,11.62,-0.19,11234.0
00891,中信關鍵半導體,16805028.0,217215826.0,12.79,12.99,12.79,12.97,0.34,4548.0
00892,富邦台灣半導體,8994293.0,105619682.0,11.63,11.81,11.63,11.8,0.31,2155.0
00893,國泰智能電動車,51217020.0,679742915.0,13.2,13.41,13.2,13.29,0.49,9947.0
00894,中信小資高價30,2334857.0,30322815.0,12.86,13.06,12.86,13.05,0.3,804.0
00895,富邦未來車,8321735.0,116572829.0,14.04,14.08,13.97,14.01,0.44,2094.0
00896,中信綠能及電動車,2451389.0,34402049.0,13.97,14.07,13.97,14.06,0.15,1127.0
00897,富邦基因免疫生技,1936404.0,16620201.0,8.56,8.62,8.56,8.59,0.06,318.0
00898,國泰基因免疫革命,1690010.0,12978498.0,7.68,7.7,7.62,7.69,0.08,303.0
00899,FT潔淨能源,118644.0,2772392.0,23.4,23.5,23.28,23.3,0.22,105.0
00900,富邦特選高股息30,20699143.0,232697575.0,11.16,11.29,11.16,11.28,0.18,5573.0
00901,永豐智能車供應鏈,1020317.0,13034945.0,12.71,12.83,12.71,12.8,0.23,416.0
00902,中信電池及儲能,4838175.0,67687433.0,14.1,14.11,13.93,13.96,-0.02,1436.0
00903,富邦元宇宙,11713800.0,113492790.0,9.62,9.74,9.62,9.74,0.61,2769.0
00904,新光臺灣半導體30,1841700.0,22386310.0,12.04,12.22,12.04,12.18,0.33,552.0
00905,FT臺灣Smart,6559763.0,58817759.0,8.94,9.0,8.93,8.99,0.12,1748.0
00906,大華元宇宙科技50,242313.0,2452097.0,9.98,10.19,9.98,10.04,0.27,38.0
00907,永豐優息存股,1794167.0,26677747.0,14.91,14.93,14.81,14.93,0.06,827.0
00908,富邦入息REITs+,1255718.0,17430096.0,13.91,13.91,13.86,13.9,-0.01,163.0
00909,國泰數位支付服務,1097685.0,19481658.0,17.76,17.8,17.71,17.77,0.56,328.0
00910,第一金太空衛星,361059.0,5798467.0,16.08,16.08,16.04,16.06,0.09,70.0
00911,兆豐洲際半導體,282032.0,4719587.0,17.05,17.05,16.57,16.65,0.53,74.0
00912,中信臺灣智慧50,1097461.0,16330450.0,14.79,14.93,14.79,14.93,0.27,357.0
00913,兆豐台灣晶圓製造,150002.0,2469122.0,16.27,16.58,16.27,16.58,0.39,51.0
00915,凱基優選高股息30,1201100.0,19228741.0,15.9,16.06,15.9,16.03,0.19,419.0
00916,國泰全球品牌50,1743445.0,26344410.0,15.14,15.14,15.09,15.12,0.2,640.0
00917,中信特選金融,632021.0,9916447.0,15.75,15.75,15.67,15.69,-0.06,149.0
00918,大華優利高填息30,574587.0,9223814.0,15.93,16.14,15.93,16.14,0.24,73.0
00919,群益台灣精選高息,2381639.0,42045078.0,17.53,17.75,17.53,17.74,0.3,1009.0
00920,富邦ESG綠色電力,729560.0,12234510.0,16.84,16.84,16.74,16.76,0.17,139.0
00921,兆豐龍頭等權重,3760337.0,57462236.0,15.13,15.4,15.13,15.38,0.27,845.0
