證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,15649173.0,1796709538.0,114.0,115.8,113.9,115.8,4.0,16946.0
0051,元大中型100,25119.0,1317582.0,52.55,52.55,52.05,52.5,0.65,194.0
0052,富邦科技,508366.0,49318951.0,95.7,97.95,95.7,97.95,3.8,774.0
0053,元大電子,8600.0,466806.0,54.2,54.5,54.2,54.4,1.35,534.0
0055,元大MSCI金融,515510.0,11432725.0,21.92,22.26,21.92,22.26,0.43,512.0
0056,元大高股息,33738588.0,873556135.0,25.9,25.96,25.8,25.94,0.28,14805.0
0057,富邦摩台,5941.0,483371.0,81.4,81.7,81.3,81.7,2.1,908.0
0061,元大寶滬深,265455.0,5152532.0,19.49,19.49,19.32,19.39,0.21,740.0
006203,元大MSCI台灣,7957.0,439657.0,55.15,55.5,55.0,55.4,1.1,151.0
006204,永豐臺灣加權,84442.0,6188837.0,73.0,73.6,72.95,73.6,1.6,909.0
006205,富邦上証,1039978.0,33948053.0,32.5,32.8,32.5,32.65,0.33,627.0
006206,元大上證50,52813.0,1671262.0,31.47,31.75,31.47,31.66,0.4,197.0
006207,FH滬深,115336.0,2943163.0,25.37,25.7,25.35,25.56,0.17,818.0
006208,富邦台50,4601719.0,298385837.0,64.2,65.3,64.2,65.25,2.05,5458.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,9258142.0,924075234.0,99.0,101.2,98.85,101.2,5.3,4397.0
00632R,元大台灣50反1,429924070.0,2452510842.0,5.72,5.74,5.66,5.66,-0.16,21101.0
00633L,富邦上証正2,8584070.0,358436160.0,42.0,42.03,41.28,41.72,0.52,1637.0
00634R,富邦上証反1,876510.0,3797208.0,4.34,4.36,4.32,4.34,-0.05,83.0
00635U,期元大S&P黃金,702673.0,16962789.0,24.08,24.22,24.08,24.19,0.49,360.0
00636,國泰中國A50,1473392.0,32947881.0,22.4,22.48,22.21,22.44,0.27,393.0
00636K,國泰中國A50+U,200.0,1470.0,7.35,7.35,7.35,7.35,0.09,2.0
00637L,元大滬深300正2,76791972.0,1265905716.0,16.58,16.6,16.3,16.49,0.2,7460.0
00638R,元大滬深300反1,755647.0,6917547.0,9.2,9.22,9.13,9.17,-0.09,163.0
00639,富邦深100,750767.0,9966001.0,13.18,13.34,13.18,13.29,0.11,1270.0
00640L,富邦日本正2,329384.0,8840027.0,27.0,27.0,26.74,26.97,0.53,110.0
00641R,富邦日本反1,1927382.0,19009407.0,9.95,9.95,9.78,9.9,-0.18,362.0
00642U,期元大S&P石油,3010987.0,47971489.0,15.93,16.0,15.88,15.98,0.07,618.0
00643,群益深証中小,243574.0,3718732.0,15.11,15.32,15.11,15.27,0.15,570.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,47622.0,1208276.0,25.42,25.46,25.13,25.4,0.31,254.0
00646,元大S&P500,827351.0,30540628.0,37.09,37.09,36.85,36.9,0.54,600.0
00647L,元大S&P500正2,442320.0,22613394.0,51.2,51.25,51.0,51.25,2.13,117.0
00648R,元大S&P500反1,6542100.0,48735683.0,7.46,7.47,7.43,7.43,-0.2,475.0
00650L,FH香港正2,12043900.0,191070032.0,15.86,16.04,15.68,15.78,0.45,1515.0
00651R,FH香港反1,2407100.0,18989240.0,7.93,7.93,7.85,7.9,-0.13,286.0
00652,富邦印度,259469.0,7718282.0,29.96,29.96,29.6,29.88,0.2,848.0
00653L,富邦印度正2,235675.0,10580659.0,44.93,45.29,44.5,45.15,0.68,107.0
00654R,富邦印度反1,1102048.0,8694589.0,7.85,7.93,7.85,7.85,-0.12,92.0
00655L,國泰中國A50正2,4413347.0,130654070.0,29.72,29.83,29.26,29.62,0.42,689.0
00656R,國泰中國A50反1,711000.0,5828930.0,8.21,8.25,8.18,8.19,-0.07,61.0
00657,國泰日經225,104247.0,3245603.0,31.14,31.22,31.14,31.22,0.3,654.0
00657K,國泰日經225+U,200.0,2040.0,10.2,10.2,10.2,10.2,0.15,2.0
00660,元大歐洲50,9864.0,290240.0,29.53,29.53,29.52,29.53,0.34,723.0
00661,元大日經225,7036.0,233996.0,33.43,33.43,33.28,33.28,0.24,944.0
00662,富邦NASDAQ,477298.0,20819929.0,43.7,43.74,43.53,43.69,1.01,700.0
00663L,國泰臺灣加權正2,70174.0,6464916.0,91.05,92.95,90.95,92.95,4.65,21.0
00664R,國泰臺灣加權反1,13796082.0,88795786.0,6.47,6.48,6.4,6.41,-0.16,1228.0
00665L,富邦恒生國企正2,22110076.0,221271504.0,10.0,10.15,9.86,9.96,0.26,2246.0
00666R,富邦恒生國企反1,336001.0,4594393.0,13.89,13.89,13.6,13.72,-0.24,77.0
00668,國泰美國道瓊,56188.0,2099700.0,37.45,37.45,37.32,37.42,0.55,825.0
00668K,國泰美國道瓊+U,300.0,3664.0,12.2,12.22,12.2,12.22,0.22,3.0
00669R,國泰美國道瓊反1,18827977.0,148762211.0,7.9,7.91,7.89,7.89,-0.19,1666.0
00670L,富邦NASDAQ正2,6656340.0,330186406.0,49.64,49.81,49.47,49.81,2.63,2148.0
00671R,富邦NASDAQ反1,26854296.0,175948750.0,6.57,6.57,6.53,6.55,-0.2,1120.0
00673R,期元大S&P原油反1,22469360.0,206188668.0,9.21,9.23,9.15,9.16,-0.08,1120.0
00674R,期元大S&P黃金反1,1578145.0,19785484.0,12.59,12.59,12.51,12.54,-0.27,328.0
00675L,富邦臺灣加權正2,1599246.0,63868117.0,39.64,40.48,39.6,40.48,2.03,874.0
00676R,富邦臺灣加權反1,16432182.0,58136938.0,3.55,3.56,3.52,3.52,-0.09,1024.0
00678,群益NBI生技,342504.0,9059421.0,26.51,26.51,26.41,26.45,0.21,396.0
00680L,元大美債20正2,8172724.0,98268747.0,12.02,12.05,11.99,12.03,0.33,1063.0
00681R,元大美債20反1,392113.0,7067818.0,18.08,18.08,18.0,18.05,-0.27,66.0
00682U,期元大美元指數,175576.0,3618001.0,20.61,20.64,20.59,20.59,-0.35,98.0
00683L,期元大美元指正2,3119200.0,67598823.0,21.66,21.74,21.63,21.66,-0.68,715.0
00684R,期元大美元指反1,7000.0,112540.0,16.07,16.08,16.07,16.08,0.21,5.0
00685L,群益臺灣加權正2,154078.0,5458770.0,35.18,35.9,35.13,35.9,1.73,106.0
00686R,群益臺灣加權反1,2419000.0,9299150.0,3.86,3.86,3.82,3.82,-0.1,105.0
00688L,國泰20年美債正2,1047000.0,12479640.0,11.92,11.94,11.89,11.94,0.32,181.0
00689R,國泰20年美債反1,539000.0,10103770.0,18.76,18.77,18.73,18.76,-0.31,28.0
00690,兆豐藍籌30,557074.0,14433044.0,25.45,26.1,25.45,26.1,0.73,385.0
00692,富邦公司治理,2757460.0,76699960.0,27.61,28.0,27.61,28.0,0.76,2043.0
00693U,期街口S&P黃豆,68000.0,1810130.0,26.66,26.67,26.59,26.61,0.27,41.0
00700,富邦恒生國企,324923.0,4590451.0,13.98,14.21,13.98,14.09,0.14,833.0
00701,國泰股利精選30,2617713.0,58998037.0,22.47,22.65,22.44,22.63,0.23,1159.0
00702,國泰標普低波高息,154239.0,3420306.0,22.24,22.24,22.14,22.18,0.36,129.0
00703,台新MSCI中國,55996.0,970716.0,17.28,17.42,17.28,17.37,0.09,903.0
00706L,期元大S&P日圓正2,4956680.0,51255158.0,10.31,10.39,10.3,10.36,0.29,576.0
00707R,期元大S&P日圓反1,102000.0,2410400.0,23.67,23.68,23.56,23.65,-0.38,35.0
00708L,期元大S&P黃金正2,1720487.0,44990251.0,26.01,26.3,26.01,26.25,1.09,386.0
00709,富邦歐洲,144512.0,3387543.0,23.44,23.48,23.43,23.48,0.39,948.0
00710B,FH彭博非投等債,321273.0,5726176.0,17.9,17.91,17.8,17.82,0.08,105.0
00711B,FH彭博新興債,137912.0,2198699.0,16.0,16.0,15.93,15.96,0.07,75.0
00712,FH富時不動產,4846829.0,49180308.0,10.13,10.17,10.13,10.17,0.15,1511.0
00713,元大台灣高息低波,3778269.0,141384585.0,37.5,37.5,37.31,37.48,0.38,2426.0
00714,群益道瓊美國地產,236936.0,4448271.0,18.83,18.83,18.74,18.75,0.3,209.0
00715L,期街口布蘭特正2,18934744.0,254971681.0,13.46,13.57,13.38,13.53,0.01,2635.0
00717,富邦美國特別股,349619.0,5202569.0,14.89,14.99,14.85,14.86,0.09,882.0
00728,第一金工業30,2101643.0,47651351.0,22.49,22.85,22.49,22.85,0.66,1010.0
00730,富邦臺灣優質高息,376521.0,6522320.0,17.23,17.4,17.23,17.39,0.17,239.0
00731,FH富時高息低波,1264242.0,69052390.0,54.2,54.75,54.2,54.75,0.9,429.0
00732,國泰RMB短期報酬,101000.0,4183200.0,41.2,41.42,41.2,41.42,0.13,5.0
00733,富邦臺灣中小,447818.0,15525946.0,34.09,34.92,34.09,34.92,0.93,428.0
00735,國泰臺韓科技,164271.0,4142309.0,25.0,25.41,25.0,25.41,0.7,597.0
00736,國泰新興市場,112763.0,2259490.0,20.0,20.06,20.0,20.05,0.19,408.0
00737,國泰AI+Robo,118860.0,2892141.0,24.38,24.38,24.31,24.37,0.18,437.0
00738U,期元大道瓊白銀,962757.0,23139026.0,23.93,24.1,23.93,24.01,0.6,175.0
00739,元大MSCI A股,51361.0,1229585.0,23.9,24.03,23.88,24.0,0.24,865.0
00752,中信中國50,2823865.0,56814047.0,19.9,20.25,19.9,20.09,0.31,937.0
00753L,中信中國50正2,16168670.0,214182887.0,13.14,13.37,13.11,13.25,0.49,2543.0
00757,統一FANG+,515691.0,17004730.0,33.2,33.2,32.9,32.95,0.49,552.0
00762,元大全球AI,67875.0,2057976.0,30.38,30.4,30.27,30.33,0.58,280.0
00763U,期街口道瓊銅,73116.0,1842441.0,25.11,25.29,25.06,25.29,0.6,38.0
00770,國泰北美科技,1600301.0,43853279.0,27.47,27.48,27.3,27.42,0.68,1265.0
00771,元大US高息特別股,58836.0,974461.0,16.61,16.65,16.52,16.52,0.08,997.0
00774B,新光中國政金綠債,5196.0,214874.0,41.54,41.54,41.34,41.45,0.04,1005.0
00774C,新光中政金綠債+R,,,,,,,0.0,
00775B,新光投等債15+,51583.0,1760769.0,34.03,34.15,34.03,34.15,0.42,586.0
00783,富邦中証500,105930.0,2215180.0,20.74,20.95,20.74,20.88,0.14,914.0
00830,國泰費城半導體,8394799.0,197101794.0,23.45,23.54,23.43,23.54,0.8,2837.0
00850,元大臺灣ESG永續,793190.0,23068424.0,28.91,29.28,28.91,29.28,0.72,874.0
00851,台新全球AI,3227.0,72134.0,22.49,22.49,22.49,22.49,0.3,990.0
00852L,國泰美國道瓊正2,1154761.0,22733049.0,19.71,19.71,19.64,19.71,0.76,302.0
00861,元大全球未來通訊,685717.0,18341937.0,26.53,26.85,26.53,26.85,0.8,319.0
00865B,國泰US短期公債,102109.0,4091411.0,40.08,40.08,40.07,40.08,-0.2,115.0
00875,國泰網路資安,220541.0,5298908.0,24.01,24.07,24.0,24.07,0.08,129.0
00876,元大全球5G,494190.0,12331981.0,24.7,25.02,24.7,25.02,0.62,309.0
00878,國泰永續高股息,68223833.0,1132226721.0,16.56,16.66,16.51,16.66,0.25,25115.0
00881,國泰台灣5G+,11551188.0,163315046.0,14.03,14.24,14.02,14.23,0.4,4721.0
00882,中信中國高股息,9843489.0,123868855.0,12.57,12.62,12.55,12.59,0.09,3049.0
00885,富邦越南,27453760.0,318802391.0,11.67,11.68,11.56,11.59,-0.02,5454.0
00891,中信關鍵半導體,9920451.0,115947300.0,11.6,11.79,11.6,11.79,0.41,3487.0
00892,富邦台灣半導體,8316242.0,88850482.0,10.59,10.79,10.59,10.79,0.42,2266.0
00893,國泰智能電動車,11618844.0,126638240.0,10.95,10.95,10.88,10.9,0.14,3238.0
00894,中信小資高價30,1133316.0,13649366.0,11.94,12.15,11.94,12.15,0.38,486.0
00895,富邦未來車,3381318.0,39471388.0,11.69,11.71,11.64,11.71,0.28,1091.0
00896,中信綠能及電動車,1878331.0,25026491.0,13.27,13.38,13.25,13.38,0.25,679.0
00897,富邦基因免疫生技,867870.0,7234874.0,8.35,8.35,8.33,8.34,0.0,233.0
00898,國泰基因免疫革命,320757.0,2337493.0,7.28,7.3,7.28,7.3,0.0,215.0
00899,FT潔淨能源,56075.0,1234069.0,22.02,22.03,21.99,21.99,0.34,154.0
00900,富邦特選高股息30,9866944.0,105890413.0,10.72,10.78,10.66,10.78,0.18,3194.0
00901,永豐智能車供應鏈,711909.0,8432284.0,11.78,11.94,11.76,11.94,0.33,330.0
00902,中信電池及儲能,9070335.0,114593886.0,12.68,12.69,12.58,12.66,0.22,1485.0
00903,富邦元宇宙,3903036.0,31456216.0,8.05,8.08,8.04,8.07,0.14,855.0
00904,新光臺灣半導體30,968881.0,10693429.0,10.95,11.13,10.94,11.13,0.41,462.0
00905,FT臺灣Smart,3166457.0,27381172.0,8.59,8.69,8.59,8.68,0.21,773.0
00906,大華元宇宙科技50,34300.0,309310.0,9.02,9.05,9.01,9.05,0.08,9.0
00907,永豐優息存股,1867214.0,27358888.0,14.56,14.7,14.56,14.69,0.21,682.0
00908,富邦入息REITs+,933096.0,12523341.0,13.48,13.48,13.41,13.43,0.03,317.0
00909,國泰數位支付服務,1230582.0,18475179.0,15.01,15.05,14.99,15.02,0.26,300.0
00910,第一金太空衛星,471053.0,7212788.0,15.31,15.33,15.27,15.31,0.4,168.0
00911,兆豐洲際半導體,110333.0,1653154.0,14.96,14.99,14.9,14.99,0.52,13.0
00912,中信臺灣智慧50,1279043.0,18129119.0,14.03,14.29,14.03,14.29,0.41,459.0
00913,兆豐台灣晶圓製造,80128.0,1200889.0,14.92,15.11,14.88,15.11,0.57,48.0
00915,凱基優選高股息30,1360484.0,20907652.0,15.3,15.42,15.3,15.39,0.21,410.0
00916,國泰全球品牌50,637686.0,9024507.0,14.2,14.2,14.12,14.15,0.21,518.0
00917,中信特選金融,1145549.0,17445063.0,15.11,15.25,15.11,15.24,0.23,342.0
00918,大華優利高填息30,319429.0,4903706.0,15.25,15.41,15.25,15.41,0.16,108.0
00919,群益台灣精選高息,2367624.0,39882689.0,16.84,16.94,16.75,16.89,0.17,1078.0
00920,富邦ESG綠色電力,830874.0,13311517.0,16.05,16.05,16.0,16.05,0.21,301.0
01001T,土銀富邦R1,53000.0,831950.0,15.7,15.7,15.69,15.7,-0.04,17.0
01002T,土銀國泰R1,773000.0,13893380.0,17.99,18.04,17.97,18.04,-0.01,52.0
01003T,兆豐新光R1,7304000.0,141083190.0,20.56,20.56,20.51,20.51,-0.06,5.0
01004T,土銀富邦R2,20000.0,308000.0,15.4,15.4,15.4,15.4,-0.09,1.0
01007T,兆豐國泰R2,108000.0,1941890.0,18.0,18.0,17.97,17.97,-0.03,10.0
01009T,王道圓滿R1,1000.0,8370.0,8.37,8.37,8.37,8.37,0.1,1.0
01010T,京城樂富R1,10557.0,106620.0,10.1,10.1,10.1,10.1,0.0,3.0
020000,富邦特選蘋果N,,,,,,,0.0,
020002,元富新中國N,,,,,,,0.0,
020007,凱基臺灣500N,,,,,,,0.0,
020011,統一微波高息20N,,,,,,,0.0,
020012,富邦行動通訊N,,,,,,,0.0,
020015,統一MSCI美低波N,,,,,,,0.0,
020016,統一MSCI美科技N,3000.0,46070.0,15.3,15.47,15.3,15.47,0.0,2.0
020018,統一價值成長30N,3000.0,43820.0,14.6,14.61,14.6,14.61,0.16,3.0
020019,統一特選台灣5GN,10000.0,118730.0,11.8,11.91,11.8,11.91,0.0,10.0
02001L,富邦蘋果正二N,123000.0,1093170.0,8.73,8.96,8.73,8.96,0.52,10.0
02001R,富邦蘋果反一N,1102000.0,3328080.0,3.02,3.03,3.02,3.03,-0.05,8.0
02001S,策元大加權策略N,107000.0,525830.0,4.88,4.93,4.88,4.93,0.09,45.0
020020,元大台股領航N,124000.0,783910.0,6.24,6.37,6.24,6.37,0.15,42.0
020022,元大電動車N,258000.0,1328850.0,5.09,5.17,5.09,5.16,0.07,69.0
020028,元大特選電動車N,39000.0,193800.0,4.97,4.98,4.96,4.98,0.05,24.0
