證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,13446289.0,1495479453.0,112.15,112.5,110.05,110.3,-2.05,24270.0
0051,元大中型100,42824.0,2210056.0,52.1,52.1,51.0,51.0,-1.05,237.0
0052,富邦科技,576552.0,54687174.0,95.7,95.9,93.75,93.8,-2.05,808.0
0053,元大電子,5142.0,273274.0,53.4,53.5,52.75,52.75,-1.05,1002.0
0055,元大MSCI金融,128427.0,2764336.0,21.57,21.63,21.4,21.46,-0.19,326.0
0056,元大高股息,31412889.0,800143252.0,25.69,25.72,25.29,25.3,-0.43,22604.0
0057,富邦摩台,6614.0,526491.0,80.25,80.25,78.8,78.8,-1.4,508.0
0061,元大寶滬深,244643.0,4473229.0,18.34,18.45,18.18,18.18,-0.31,931.0
006203,元大MSCI台灣,3972.0,214690.0,54.4,54.4,53.7,53.7,-0.85,676.0
006204,永豐臺灣加權,32614.0,2316355.0,72.15,72.15,70.9,70.9,-1.35,582.0
006205,富邦上証,954324.0,29421611.0,31.16,31.16,30.63,30.63,-0.55,204.0
006206,元大上證50,71189.0,2109798.0,30.0,30.0,29.33,29.33,-0.72,1023.0
006207,FH滬深,339949.0,8199085.0,24.35,24.35,23.89,23.89,-0.58,1005.0
006208,富邦台50,4337861.0,273295618.0,63.6,63.7,62.5,62.5,-1.1,11123.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,13217476.0,1243846877.0,95.7,96.5,92.4,92.5,-3.55,4610.0
00632R,元大台灣50反1,265733118.0,1565922674.0,5.84,5.95,5.82,5.94,0.1,13235.0
00633L,富邦上証正2,13855632.0,534641338.0,39.57,39.58,37.61,37.61,-2.24,3088.0
00634R,富邦上証反1,2364195.0,10834297.0,4.52,4.62,4.52,4.62,0.12,163.0
00635U,期元大S&P黃金,193823.0,4484633.0,23.09,23.2,23.06,23.14,-0.04,78.0
00636,國泰中國A50,510252.0,10690234.0,21.3,21.3,20.78,20.78,-0.61,366.0
00636K,國泰中國A50+U,200.0,1362.0,6.81,6.81,6.81,6.81,-0.14,2.0
00637L,元大滬深300正2,106010981.0,1610530867.0,15.6,15.6,14.81,14.81,-0.88,14244.0
00638R,元大滬深300反1,1670210.0,16072768.0,9.51,9.73,9.51,9.73,0.26,274.0
00639,富邦深100,738427.0,9139195.0,12.54,12.54,12.33,12.33,-0.25,620.0
00640L,富邦日本正2,2201420.0,60038199.0,28.25,28.34,26.55,26.95,-1.14,215.0
00641R,富邦日本反1,1978352.0,19502879.0,9.69,10.05,9.68,9.92,0.2,219.0
00642U,期元大S&P石油,1929820.0,31387024.0,16.24,16.35,16.13,16.13,0.03,677.0
00643,群益深証中小,246397.0,3579454.0,14.75,14.75,14.42,14.42,-0.33,1059.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,395926.0,10075326.0,25.93,25.93,25.23,25.38,-0.48,125.0
00646,元大S&P500,1157723.0,41977182.0,36.49,36.5,36.03,36.04,-0.7,1231.0
00647L,元大S&P500正2,486887.0,23710787.0,49.42,49.48,48.26,48.26,-1.89,234.0
00648R,元大S&P500反1,4701819.0,36058566.0,7.62,7.73,7.62,7.73,0.15,432.0
00650L,FH香港正2,12699525.0,164467345.0,13.17,13.2,12.66,12.66,-0.64,1983.0
00651R,FH香港反1,2032180.0,17950204.0,8.78,8.91,8.74,8.91,0.18,234.0
00652,富邦印度,99462.0,3015719.0,30.45,30.48,30.11,30.12,-0.27,169.0
00653L,富邦印度正2,96641.0,4496667.0,47.55,47.55,46.18,46.22,-0.81,57.0
00654R,富邦印度反1,821000.0,6437030.0,7.76,7.88,7.76,7.88,0.08,137.0
00655L,國泰中國A50正2,6369050.0,173784074.0,28.1,28.1,26.68,26.68,-1.64,1305.0
00656R,國泰中國A50反1,1580520.0,13583024.0,8.48,8.68,8.48,8.68,0.25,150.0
00657,國泰日經225,6140.0,193746.0,32.09,32.09,31.19,31.19,-0.9,668.0
00657K,國泰日經225+U,200.0,2040.0,10.2,10.2,10.2,10.2,-0.22,2.0
00660,元大歐洲50,2743.0,75691.0,27.94,27.94,27.6,27.6,-0.46,642.0
00661,元大日經225,41102.0,1385304.0,34.64,34.64,33.35,33.35,-1.19,875.0
00662,富邦NASDAQ,3397548.0,149067779.0,44.17,44.2,43.65,43.89,-0.76,1170.0
00663L,國泰臺灣加權正2,29479.0,2533895.0,88.15,88.5,85.15,85.4,-3.0,28.0
00664R,國泰臺灣加權反1,19855481.0,132075927.0,6.62,6.72,6.58,6.71,0.11,1084.0
00665L,富邦恒生國企正2,29569271.0,241534027.0,8.35,8.43,7.95,7.95,-0.5,3157.0
00666R,富邦恒生國企反1,266030.0,4084211.0,15.09,15.53,15.09,15.53,0.44,74.0
00668,國泰美國道瓊,45229.0,1651255.0,36.81,36.81,36.32,36.32,-0.49,335.0
00668K,國泰美國道瓊+U,300.0,3541.0,11.81,11.81,11.79,11.79,-0.17,3.0
00669R,國泰美國道瓊反1,24500839.0,199509839.0,8.12,8.2,8.11,8.2,0.08,1546.0
00670L,富邦NASDAQ正2,8902113.0,443354906.0,50.55,50.6,49.03,49.05,-2.7,3900.0
00671R,富邦NASDAQ反1,28689502.0,189270192.0,6.56,6.65,6.54,6.65,0.17,1180.0
00673R,期元大S&P原油反1,13861890.0,126236278.0,9.12,9.18,9.05,9.18,-0.03,1441.0
00674R,期元大S&P黃金反1,1254010.0,16490180.0,13.18,13.18,13.09,13.16,0.01,110.0
00675L,富邦臺灣加權正2,2009709.0,75915652.0,38.39,38.71,37.05,37.1,-1.47,955.0
00676R,富邦臺灣加權反1,19812862.0,72558308.0,3.63,3.69,3.61,3.69,0.07,777.0
00678,群益NBI生技,318688.0,8277281.0,26.04,26.06,25.85,25.85,-0.6,995.0
00680L,元大美債20正2,15917425.0,191349704.0,12.32,12.35,11.83,11.92,-0.69,2454.0
00681R,元大美債20反1,950000.0,17210820.0,17.95,18.26,17.91,18.23,0.48,165.0
00682U,期元大美元指數,300063.0,6230330.0,20.83,20.83,20.69,20.77,-0.07,90.0
00683L,期元大美元指正2,2977906.0,65458539.0,22.1,22.15,21.8,22.04,-0.06,642.0
00684R,期元大美元指反1,38000.0,607920.0,15.92,16.02,15.92,16.0,0.04,8.0
00685L,群益臺灣加權正2,122061.0,4068844.0,34.04,34.39,32.94,32.97,-1.24,95.0
00686R,群益臺灣加權反1,833010.0,3318830.0,3.95,4.01,3.93,4.01,0.06,81.0
