證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,12427863.0,1442160806.0,115.95,116.4,115.75,116.25,0.45,13729.0
0051,元大中型100,30061.0,1580085.0,52.5,52.7,52.35,52.6,0.1,181.0
0052,富邦科技,741233.0,73048471.0,98.4,98.9,98.3,98.7,0.75,640.0
0053,元大電子,3078.0,168531.0,55.0,55.2,55.0,55.2,0.8,969.0
0055,元大MSCI金融,202697.0,4502546.0,22.26,22.28,22.14,22.28,0.02,282.0
0056,元大高股息,24159176.0,628568686.0,25.98,26.07,25.97,26.06,0.12,12805.0
0057,富邦摩台,12156.0,1000560.0,82.35,82.5,82.35,82.5,0.8,984.0
0061,元大寶滬深,152657.0,2956975.0,19.41,19.41,19.28,19.33,-0.06,237.0
006203,元大MSCI台灣,6060.0,338466.0,55.7,56.25,55.7,56.25,0.85,751.0
006204,永豐臺灣加權,35751.0,2640766.0,74.05,74.05,73.85,73.95,0.35,959.0
006205,富邦上証,829969.0,27120441.0,32.72,32.79,32.6,32.69,0.04,184.0
006206,元大上證50,48162.0,1524903.0,31.77,31.8,31.64,31.64,-0.02,1010.0
006207,FH滬深,155426.0,3975490.0,25.56,25.65,25.35,25.6,0.04,970.0
006208,富邦台50,4288405.0,281455366.0,65.6,65.8,65.4,65.75,0.5,5428.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,7853591.0,798753049.0,101.7,102.35,101.1,102.3,1.1,2558.0
00632R,元大台灣50反1,212388298.0,1200564154.0,5.66,5.68,5.63,5.64,-0.02,8688.0
00633L,富邦上証正2,5887941.0,245915396.0,41.9,41.98,41.5,41.8,0.08,1222.0
00634R,富邦上証反1,318220.0,1376843.0,4.35,4.35,4.32,4.33,-0.01,48.0
00635U,期元大S&P黃金,624412.0,15052729.0,24.12,24.15,24.08,24.11,-0.08,180.0
00636,國泰中國A50,1136770.0,25530289.0,22.47,22.53,22.38,22.45,0.01,323.0
00636K,國泰中國A50+U,200.0,1472.0,7.36,7.36,7.36,7.36,0.01,2.0
00637L,元大滬深300正2,55412753.0,913247648.0,16.49,16.57,16.38,16.51,0.02,5414.0
00638R,元大滬深300反1,409429.0,3739931.0,9.17,9.17,9.12,9.14,-0.03,82.0
00639,富邦深100,724772.0,9641427.0,13.38,13.38,13.27,13.33,0.04,316.0
00640L,富邦日本正2,397863.0,10587696.0,26.68,26.72,26.5,26.58,-0.39,146.0
00641R,富邦日本反1,2093035.0,20787991.0,9.93,9.97,9.91,9.95,0.05,194.0
00642U,期元大S&P石油,2196443.0,34901200.0,15.97,15.97,15.85,15.88,-0.1,773.0
00643,群益深証中小,193193.0,2954893.0,15.28,15.35,15.25,15.35,0.08,616.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,111180.0,2795287.0,25.2,25.21,25.1,25.13,-0.27,582.0
00646,元大S&P500,630126.0,23095232.0,36.75,36.75,36.55,36.64,-0.26,540.0
00647L,元大S&P500正2,355538.0,17973685.0,50.65,50.7,50.35,50.55,-0.7,94.0
00648R,元大S&P500反1,2561540.0,19168287.0,7.48,7.49,7.46,7.49,0.06,192.0
00650L,FH香港正2,5537603.0,87300021.0,15.85,15.94,15.58,15.79,0.01,1100.0
00651R,FH香港反1,1881000.0,14850380.0,7.9,7.93,7.86,7.86,-0.04,159.0
00652,富邦印度,137635.0,4086975.0,29.88,29.88,29.6,29.62,-0.26,938.0
00653L,富邦印度正2,215005.0,9617199.0,45.1,45.15,44.4,44.51,-0.64,114.0
00654R,富邦印度反1,213000.0,1682040.0,7.87,7.93,7.87,7.91,0.06,37.0
00655L,國泰中國A50正2,1672000.0,49540780.0,29.62,29.8,29.44,29.7,0.08,438.0
00656R,國泰中國A50反1,819190.0,6693300.0,8.19,8.19,8.16,8.16,-0.03,32.0
00657,國泰日經225,104908.0,3260580.0,31.09,31.09,31.08,31.09,-0.13,912.0
00657K,國泰日經225+U,200.0,2042.0,10.21,10.21,10.21,10.21,0.01,2.0
00660,元大歐洲50,5554.0,163436.0,29.5,29.54,29.5,29.54,0.01,951.0
00661,元大日經225,1941.0,63510.0,33.33,33.33,33.33,33.33,0.05,942.0
00662,富邦NASDAQ,403536.0,17539077.0,43.55,43.58,43.38,43.45,-0.24,421.0
00663L,國泰臺灣加權正2,1342166.0,125463692.0,93.45,93.9,92.9,93.75,0.8,55.0
00664R,國泰臺灣加權反1,19279016.0,123204637.0,6.4,6.41,6.37,6.39,-0.02,767.0
00665L,富邦恒生國企正2,18128339.0,180062166.0,9.98,10.1,9.82,9.99,0.03,1911.0
00666R,富邦恒生國企反1,205024.0,2806029.0,13.71,13.78,13.61,13.64,-0.08,41.0
00668,國泰美國道瓊,24969.0,923428.0,37.08,37.08,36.92,37.0,-0.42,714.0
00668K,國泰美國道瓊+U,200.0,2426.0,12.13,12.13,12.13,12.13,-0.09,2.0
00669R,國泰美國道瓊反1,12016400.0,95463285.0,7.95,7.96,7.93,7.94,0.05,459.0
