證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4269800.0,477679306.0,111.4,112.25,111.4,111.6,0.5,5136.0
0051,元大中型100,8535.0,444084.0,51.9,51.9,51.75,51.75,0.2,132.0
0052,富邦科技,224473.0,21193596.0,94.45,94.95,94.1,94.2,0.45,321.0
0053,元大電子,4518.0,239621.0,53.3,53.3,53.0,53.0,0.2,518.0
0055,元大MSCI金融,191955.0,4160873.0,21.62,21.7,21.61,21.62,0.04,215.0
0056,元大高股息,8137307.0,208854311.0,25.6,25.7,25.6,25.63,0.05,6354.0
0057,富邦摩台,4407.0,350453.0,79.5,79.8,79.5,79.5,0.4,411.0
0061,元大寶滬深,232833.0,4287973.0,18.4,18.55,18.33,18.39,0.14,770.0
006203,元大MSCI台灣,2713.0,146303.0,54.35,54.35,54.15,54.15,0.3,701.0
006204,永豐臺灣加權,24348.0,1750033.0,71.95,72.1,71.9,71.9,0.4,250.0
006205,富邦上証,486039.0,15140905.0,31.1,31.36,31.05,31.08,0.34,194.0
006206,元大上證50,36152.0,1081998.0,29.8,30.1,29.8,29.85,0.19,221.0
006207,FH滬深,205535.0,5010370.0,24.4,24.57,24.27,24.36,0.33,957.0
006208,富邦台50,1653607.0,104614472.0,63.0,63.5,63.0,63.1,0.15,2030.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5832336.0,558143072.0,95.05,96.25,94.85,95.05,0.7,1664.0
00632R,元大台灣50反1,135614292.0,792180188.0,5.85,5.87,5.82,5.85,-0.04,5284.0
00633L,富邦上証正2,11935149.0,470196321.0,39.0,40.22,38.88,39.21,0.62,2203.0
00634R,富邦上証反1,1742087.0,7818674.0,4.51,4.52,4.47,4.51,-0.05,69.0
00635U,期元大S&P黃金,210514.0,4904345.0,23.3,23.33,23.25,23.31,-0.02,79.0
00636,國泰中國A50,666370.0,14241255.0,21.2,21.57,21.2,21.31,0.2,1049.0
00636K,國泰中國A50+U,200.0,1394.0,6.97,6.97,6.97,6.97,0.1,2.0
00637L,元大滬深300正2,98143318.0,1525670447.0,15.38,15.83,15.34,15.47,0.29,11000.0
00638R,元大滬深300反1,683000.0,6480730.0,9.61,9.61,9.41,9.51,-0.09,92.0
00639,富邦深100,265827.0,3354795.0,12.5,12.7,12.5,12.63,0.19,400.0
00640L,富邦日本正2,101402.0,2773291.0,27.23,27.4,27.23,27.32,0.22,25.0
00641R,富邦日本反1,344105.0,3389704.0,9.9,9.9,9.83,9.84,-0.05,82.0
00642U,期元大S&P石油,5209617.0,89430345.0,17.14,17.22,17.07,17.13,0.25,1174.0
00643,群益深証中小,141988.0,2091916.0,14.7,14.9,14.65,14.72,0.23,417.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,101657.0,2596286.0,25.52,25.58,25.5,25.55,0.12,880.0
00646,元大S&P500,83855.0,3085691.0,36.84,36.84,36.76,36.78,-0.06,210.0
00647L,元大S&P500正2,116794.0,5896993.0,50.45,50.6,50.4,50.45,0.57,53.0
00648R,元大S&P500反1,1439546.0,10851676.0,7.55,7.55,7.53,7.55,-0.05,145.0
00650L,FH香港正2,3294113.0,45193757.0,13.67,13.83,13.6,13.72,0.26,656.0
00651R,FH香港反1,367027.0,3130659.0,8.58,8.58,8.51,8.54,-0.04,61.0
00652,富邦印度,191296.0,5715564.0,29.8,30.0,29.72,29.83,0.03,402.0
00653L,富邦印度正2,225832.0,10233232.0,45.45,45.61,44.95,45.31,0.38,101.0
00654R,富邦印度反1,394250.0,3109921.0,7.9,7.93,7.86,7.89,-0.01,66.0
00655L,國泰中國A50正2,5790100.0,162242240.0,27.7,28.58,27.59,27.82,0.42,813.0
00656R,國泰中國A50反1,811000.0,6869670.0,8.43,8.52,8.37,8.47,-0.08,36.0
00657,國泰日經225,2751.0,85416.0,31.5,31.5,31.35,31.35,-0.02,752.0
00657K,國泰日經225+U,200.0,2046.0,10.23,10.23,10.23,10.23,0.01,2.0
00660,元大歐洲50,3619.0,101432.0,28.09,28.29,28.09,28.29,0.2,573.0
00661,元大日經225,2842.0,94809.0,33.6,33.6,33.6,33.6,0.06,856.0
00662,富邦NASDAQ,131921.0,5779693.0,43.75,43.86,43.7,43.82,0.27,241.0
00663L,國泰臺灣加權正2,676000.0,59773350.0,88.5,88.6,87.55,87.55,0.75,18.0
00664R,國泰臺灣加權反1,6851489.0,45127452.0,6.61,6.63,6.57,6.61,-0.03,409.0
00665L,富邦恒生國企正2,10783666.0,92934528.0,8.57,8.72,8.5,8.6,0.13,1160.0
00666R,富邦恒生國企反1,223000.0,3313520.0,14.8,14.93,14.8,14.83,-0.16,31.0
00668,國泰美國道瓊,13839.0,514536.0,37.21,37.23,37.2,37.2,0.02,284.0
00668K,國泰美國道瓊+U,200.0,2422.0,12.11,12.11,12.11,12.11,0.12,2.0
00669R,國泰美國道瓊反1,7826150.0,62546630.0,8.01,8.01,7.98,7.99,-0.05,450.0
00670L,富邦NASDAQ正2,1837836.0,91664906.0,49.73,50.05,49.71,49.9,0.72,698.0
00671R,富邦NASDAQ反1,12335050.0,81118988.0,6.59,6.59,6.56,6.58,-0.06,464.0
00673R,期元大S&P原油反1,23465688.0,201974618.0,8.62,8.66,8.57,8.63,-0.15,2316.0
00674R,期元大S&P黃金反1,308137.0,4014177.0,13.04,13.06,13.0,13.03,-0.02,70.0
00675L,富邦臺灣加權正2,504036.0,19324859.0,38.14,38.55,38.01,38.16,0.32,295.0
00676R,富邦臺灣加權反1,4309353.0,15642180.0,3.64,3.65,3.61,3.63,-0.02,277.0
00678,群益NBI生技,325284.0,8554808.0,26.36,26.36,26.28,26.33,-0.1,728.0
00680L,元大美債20正2,5896898.0,68860655.0,11.73,11.73,11.65,11.66,-0.15,984.0
00681R,元大美債20反1,145003.0,2661837.0,18.37,18.39,18.33,18.39,0.0,39.0
00682U,期元大美元指數,40023.0,827596.0,20.67,20.7,20.67,20.68,-0.06,24.0
00683L,期元大美元指正2,840116.0,18321440.0,21.89,21.89,21.77,21.82,-0.11,168.0
00684R,期元大美元指反1,2000.0,31940.0,15.97,15.97,15.97,15.97,0.0,1.0
00685L,群益臺灣加權正2,97002.0,3307028.0,34.04,34.21,33.82,33.87,0.34,29.0
00686R,群益臺灣加權反1,193085.0,760036.0,3.94,3.95,3.92,3.95,-0.01,23.0
00688L,國泰20年美債正2,932000.0,10779030.0,11.56,11.59,11.55,11.56,-0.12,199.0
00689R,國泰20年美債反1,69000.0,1318220.0,19.11,19.11,19.08,19.1,-0.04,6.0
00690,兆豐藍籌30,171736.0,4319023.0,25.13,25.19,25.1,25.12,0.12,508.0
00692,富邦公司治理,974134.0,26554677.0,27.15,27.35,27.15,27.2,0.08,827.0
00693U,期街口S&P黃豆,12171.0,322904.0,26.54,26.56,26.5,26.55,0.05,15.0
00700,富邦恒生國企,239190.0,3100179.0,12.93,13.0,12.93,13.0,0.09,925.0
00701,國泰股利精選30,966138.0,21676802.0,22.43,22.47,22.39,22.42,0.04,613.0
00702,國泰標普低波高息,106419.0,2317557.0,21.76,21.81,21.75,21.75,0.11,173.0
00703,台新MSCI中國,85228.0,1351018.0,16.08,16.08,15.76,15.9,0.35,829.0
00706L,期元大S&P日圓正2,3291284.0,33621585.0,10.21,10.24,10.2,10.22,-0.19,457.0
00707R,期元大S&P日圓反1,24000.0,568690.0,23.68,23.71,23.68,23.69,0.0,9.0
00708L,期元大S&P黃金正2,554176.0,13510750.0,24.33,24.44,24.3,24.4,0.15,124.0
00709,富邦歐洲,75359.0,1710462.0,22.7,22.76,22.7,22.71,0.06,886.0
00710B,FH彭博非投等債,415956.0,7391452.0,17.77,17.78,17.76,17.76,-0.02,129.0
00711B,FH彭博新興債,155115.0,2487760.0,16.05,16.06,16.02,16.02,-0.08,1005.0
00712,FH富時不動產,1972051.0,19849490.0,10.05,10.08,10.05,10.08,0.03,935.0
00713,元大台灣高息低波,3469734.0,128814166.0,37.18,37.24,37.04,37.13,-0.02,2402.0
00714,群益道瓊美國地產,255200.0,4751923.0,18.63,18.64,18.61,18.62,0.02,154.0
00715L,期街口布蘭特正2,31123228.0,483414875.0,15.49,15.61,15.42,15.54,0.42,4057.0
00717,富邦美國特別股,239762.0,3482954.0,14.53,14.54,14.52,14.54,-0.01,811.0
00728,第一金工業30,552680.0,12260817.0,21.98,22.25,21.98,22.15,0.2,405.0
00730,富邦臺灣優質高息,57945.0,985130.0,17.02,17.07,16.94,16.98,-0.03,133.0
00731,FH富時高息低波,557086.0,29913368.0,53.7,53.75,53.65,53.7,0.05,187.0
00732,國泰RMB短期報酬,100000.0,4055000.0,40.55,40.55,40.55,40.55,0.08,2.0
00733,富邦臺灣中小,131413.0,4537580.0,34.46,34.73,34.45,34.45,-0.01,199.0
00735,國泰臺韓科技,104571.0,2571769.0,24.48,24.6,24.48,24.57,0.17,539.0
00736,國泰新興市場,92108.0,1780715.0,19.31,19.34,19.31,19.33,0.06,114.0
00737,國泰AI+Robo,27600.0,663769.0,24.05,24.11,24.05,24.08,0.07,829.0
00738U,期元大道瓊白銀,337610.0,8097496.0,23.91,24.07,23.9,24.01,0.11,80.0
00739,元大MSCI A股,23727.0,540786.0,23.0,23.1,22.74,22.76,0.21,520.0
00752,中信中國50,514060.0,9389653.0,18.2,18.39,18.2,18.24,0.21,315.0
00753L,中信中國50正2,9974100.0,111586799.0,11.1,11.35,11.08,11.13,0.28,1709.0
00757,統一FANG+,190276.0,6381015.0,33.59,33.62,33.48,33.62,0.01,350.0
00762,元大全球AI,42283.0,1261255.0,29.75,29.86,29.75,29.77,0.13,49.0
00763U,期街口道瓊銅,21000.0,517740.0,24.63,24.68,24.63,24.65,0.18,14.0
00770,國泰北美科技,13651.0,371839.0,27.27,27.27,27.21,27.21,0.23,611.0
00771,元大US高息特別股,26506.0,430838.0,16.25,16.3,16.23,16.27,-0.06,881.0
00774B,新光中國政金綠債,4210.0,170723.0,40.65,40.71,40.65,40.71,0.11,635.0
00774C,新光中政金綠債+R,,,,,,,0.0,
00775B,新光投等債15+,52829.0,1774057.0,33.59,33.62,33.58,33.62,-0.09,833.0
00783,富邦中証500,131352.0,2617263.0,20.05,20.05,19.86,19.89,0.13,922.0
00830,國泰費城半導體,1317482.0,30212328.0,22.91,22.95,22.91,22.92,0.1,849.0
00850,元大臺灣ESG永續,742048.0,21222869.0,28.62,28.68,28.5,28.51,0.05,456.0
00851,台新全球AI,56640.0,1250513.0,22.06,22.11,22.03,22.1,0.01,913.0
00852L,國泰美國道瓊正2,286028.0,5543979.0,19.34,19.42,19.34,19.39,0.18,79.0
00861,元大全球未來通訊,65227.0,1699044.0,26.0,26.09,26.0,26.03,0.07,77.0
