證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6572526.0,794912205.0,120.9,121.1,120.6,121.0,0.1,9368.0
0051,元大中型100,54721.0,3018005.0,55.6,55.6,54.85,55.1,-0.5,233.0
0052,富邦科技,520968.0,56025623.0,107.6,107.95,107.3,107.7,0.25,635.0
0053,元大電子,4979.0,295346.0,59.35,59.55,59.35,59.55,0.3,1022.0
0055,元大MSCI金融,103646.0,2307071.0,22.27,22.31,22.2,22.31,0.06,272.0
0056,元大高股息,21079717.0,569756546.0,27.15,27.15,26.97,27.02,-0.13,16426.0
0057,富邦摩台,1885.0,164795.0,87.8,87.8,87.8,87.8,0.15,886.0
0061,元大寶滬深,55369.0,1086208.0,19.65,19.65,19.6,19.6,-0.1,881.0
006203,元大MSCI台灣,3251.0,189228.0,58.15,58.45,58.15,58.45,0.0,902.0
006204,永豐臺灣加權,33280.0,2598584.0,78.15,78.2,78.05,78.15,-0.1,884.0
006205,富邦上証,1690981.0,55202755.0,32.8,32.85,32.52,32.62,-0.18,905.0
006206,元大上證50,35361.0,1103276.0,31.33,31.4,31.02,31.19,-0.14,967.0
006207,FH滬深,41675.0,1070419.0,25.86,25.92,25.6,25.6,-0.12,939.0
006208,富邦台50,2609448.0,182483218.0,69.8,70.0,69.75,70.0,0.1,4718.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2381909.0,269442006.0,113.0,113.5,112.45,113.15,-0.35,1369.0
00632R,元大台灣50反1,106925115.0,572262149.0,5.36,5.37,5.34,5.35,0.01,5365.0
00633L,富邦上証正2,4406635.0,183275799.0,42.07,42.07,41.23,41.4,-0.73,1392.0
00634R,富邦上証反1,421000.0,1805800.0,4.28,4.32,4.27,4.3,0.03,47.0
00635U,期元大S&P黃金,531038.0,12619858.0,23.79,23.84,23.69,23.71,-0.33,295.0
00636,國泰中國A50,2019926.0,45210811.0,22.51,22.51,22.3,22.39,-0.12,1361.0
00636K,國泰中國A50+U,200.0,1484.0,7.42,7.42,7.42,7.42,-0.05,2.0
00637L,元大滬深300正2,46587006.0,764950355.0,16.6,16.6,16.26,16.35,-0.25,5564.0
00638R,元大滬深300反1,238000.0,2148290.0,9.0,9.07,9.0,9.04,0.07,53.0
00639,富邦深100,407017.0,5509157.0,13.7,13.7,13.52,13.54,-0.1,296.0
00640L,富邦日本正2,214010.0,6349208.0,29.55,29.85,29.42,29.43,0.02,72.0
00641R,富邦日本反1,455047.0,4295972.0,9.43,9.47,9.4,9.47,0.04,109.0
00642U,期元大S&P石油,3464160.0,56874103.0,16.44,16.46,16.39,16.42,-0.15,761.0
00643,群益深証中小,53908.0,847643.0,15.82,15.83,15.63,15.65,-0.17,524.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,21293.0,564964.0,26.49,26.65,26.49,26.53,0.12,803.0
00646,元大S&P500,494230.0,18768210.0,37.99,38.0,37.94,37.99,-0.37,497.0
00647L,元大S&P500正2,301818.0,16561598.0,54.9,55.0,54.7,54.75,-1.6,110.0
00648R,元大S&P500反1,2881621.0,20452871.0,7.09,7.12,7.09,7.11,0.09,205.0
00650L,FH香港正2,6992242.0,107890737.0,15.63,15.73,15.13,15.15,-0.45,1318.0
00651R,FH香港反1,936000.0,7360010.0,7.83,7.93,7.79,7.93,0.09,116.0
00652,富邦印度,278817.0,8042390.0,28.95,28.95,28.81,28.88,-0.02,188.0
00653L,富邦印度正2,393616.0,16921637.0,43.27,43.27,42.86,43.12,-0.18,194.0
00654R,富邦印度反1,201000.0,1611650.0,8.0,8.02,8.0,8.01,0.04,19.0
00655L,國泰中國A50正2,1375330.0,40604253.0,29.9,29.9,29.27,29.41,-0.48,438.0
00656R,國泰中國A50反1,49000.0,395410.0,8.05,8.11,8.05,8.09,0.06,10.0
00657,國泰日經225,102958.0,3381357.0,32.92,32.92,32.78,32.78,0.04,961.0
00657K,國泰日經225+U,200.0,2178.0,10.89,10.89,10.89,10.89,0.02,2.0
00660,元大歐洲50,4058.0,124460.0,30.96,30.96,30.78,30.9,-0.06,976.0
00661,元大日經225,4158.0,144955.0,35.17,35.17,35.11,35.11,0.11,1005.0
00662,富邦NASDAQ,583011.0,27896802.0,47.93,47.93,47.8,47.85,-0.61,452.0
00663L,國泰臺灣加權正2,12010.0,1245142.0,103.85,103.85,103.45,103.7,-0.5,10.0
00664R,國泰臺灣加權反1,7906646.0,47830761.0,6.05,6.06,6.03,6.05,0.01,290.0
00665L,富邦恒生國企正2,24716530.0,234867353.0,9.75,9.75,9.32,9.33,-0.33,2838.0
00666R,富邦恒生國企反1,222025.0,3061348.0,13.52,13.86,13.52,13.86,0.23,46.0
00668,國泰美國道瓊,15027.0,553156.0,36.87,36.87,36.81,36.83,-0.38,866.0
00668K,國泰美國道瓊+U,200.0,2444.0,12.22,12.22,12.22,12.22,-0.14,2.0
00669R,國泰美國道瓊反1,15186365.0,119908082.0,7.88,7.91,7.88,7.91,0.11,759.0
00670L,富邦NASDAQ正2,4032591.0,244671010.0,60.8,60.95,60.45,60.5,-2.1,1709.0
00671R,富邦NASDAQ反1,24074293.0,141757546.0,5.87,5.9,5.87,5.9,0.09,991.0
00673R,期元大S&P原油反1,16421121.0,144061217.0,8.77,8.79,8.76,8.78,0.08,1181.0
00674R,期元大S&P黃金反1,1715439.0,21794734.0,12.65,12.74,12.65,12.73,0.18,245.0
00675L,富邦臺灣加權正2,2242975.0,101228494.0,45.22,45.3,44.93,45.16,-0.19,512.0
00676R,富邦臺灣加權反1,6242100.0,20774544.0,3.33,3.34,3.32,3.32,0.0,328.0
00678,群益NBI生技,359958.0,9207072.0,25.57,25.59,25.57,25.59,-0.07,619.0
00680L,元大美債20正2,10476931.0,124947740.0,11.93,11.96,11.9,11.96,-0.14,1909.0
00681R,元大美債20反1,463000.0,8309740.0,17.97,17.97,17.93,17.95,0.13,46.0
00682U,期元大美元指數,184299.0,3787302.0,20.55,20.57,20.52,20.57,0.02,70.0
