證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,5032245.0,607543546.0,120.5,121.0,120.3,120.9,0.05,7141.0
0051,元大中型100,16917.0,939971.0,55.4,55.65,55.35,55.6,0.2,133.0
0052,富邦科技,223940.0,24035206.0,107.5,107.55,107.0,107.45,-0.1,356.0
0053,元大電子,18149.0,1076425.0,59.35,59.45,59.2,59.25,-0.4,1018.0
0055,元大MSCI金融,71072.0,1581194.0,22.26,22.28,22.19,22.25,-0.01,175.0
0056,元大高股息,11851284.0,321705376.0,27.14,27.17,27.04,27.15,0.0,8023.0
0057,富邦摩台,4186.0,365637.0,87.35,87.65,87.35,87.65,-0.2,889.0
0061,元大寶滬深,167103.0,3281472.0,19.48,19.7,19.48,19.7,0.22,460.0
006203,元大MSCI台灣,3183.0,185253.0,58.3,58.45,58.3,58.45,0.1,839.0
006204,永豐臺灣加權,33823.0,2643981.0,78.25,78.3,78.15,78.25,-0.15,847.0
006205,富邦上証,1437780.0,47087130.0,32.4,32.87,32.3,32.8,0.27,488.0
006206,元大上證50,207211.0,6485781.0,31.21,31.5,31.0,31.33,0.12,1062.0
006207,FH滬深,24250.0,620424.0,25.59,25.72,25.37,25.72,0.17,25.0
006208,富邦台50,1850953.0,129082620.0,69.7,69.9,69.55,69.9,0.05,2487.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2373588.0,268655652.0,112.8,113.55,112.65,113.5,-0.15,1115.0
00632R,元大台灣50反1,77211275.0,412716462.0,5.36,5.36,5.33,5.34,0.0,4063.0
00633L,富邦上証正2,6630254.0,276743840.0,40.92,42.24,40.65,42.13,0.99,1781.0
00634R,富邦上証反1,636000.0,2735110.0,4.32,4.35,4.27,4.27,-0.04,53.0
00635U,期元大S&P黃金,167864.0,4030290.0,23.98,24.05,23.94,24.04,0.04,88.0
00636,國泰中國A50,1150967.0,25857429.0,22.24,22.58,22.13,22.51,0.23,795.0
00636K,國泰中國A50+U,200.0,1494.0,7.47,7.47,7.47,7.47,0.05,2.0
00637L,元大滬深300正2,55760763.0,917070191.0,16.13,16.66,16.03,16.6,0.41,8801.0
00638R,元大滬深300反1,1219000.0,10950060.0,9.1,9.11,8.95,8.97,-0.08,103.0
00639,富邦深100,747510.0,10157654.0,13.45,13.64,13.4,13.64,0.12,1147.0
00640L,富邦日本正2,320674.0,9413055.0,29.32,29.41,29.24,29.41,0.0,36.0
00641R,富邦日本反1,229000.0,2167640.0,9.48,9.49,9.43,9.43,-0.04,57.0
00642U,期元大S&P石油,6205719.0,102764746.0,16.53,16.59,16.53,16.57,0.22,1491.0
00643,群益深証中小,274546.0,4319506.0,15.66,15.82,15.64,15.82,0.09,1063.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,27568.0,727151.0,26.4,26.42,26.32,26.41,-0.04,846.0
00646,元大S&P500,253224.0,9711316.0,38.37,38.39,38.33,38.36,-0.21,327.0
00647L,元大S&P500正2,205357.0,11541209.0,56.2,56.35,56.1,56.35,-0.75,54.0
00648R,元大S&P500反1,1009000.0,7074750.0,7.01,7.02,7.0,7.02,0.07,106.0
00650L,FH香港正2,4362245.0,67041967.0,15.17,15.6,15.1,15.6,0.27,708.0
00651R,FH香港反1,2400000.0,18857510.0,7.9,7.96,7.82,7.84,-0.06,137.0
00652,富邦印度,501730.0,14494951.0,28.9,28.93,28.78,28.9,0.05,353.0
00653L,富邦印度正2,553294.0,23935939.0,43.38,43.39,42.9,43.3,0.2,249.0
00654R,富邦印度反1,145000.0,1156590.0,7.96,7.99,7.96,7.97,-0.04,30.0
00655L,國泰中國A50正2,2059260.0,61023636.0,29.09,30.02,28.9,29.89,0.67,590.0
00656R,國泰中國A50反1,1377000.0,11094440.0,8.16,8.17,8.01,8.03,-0.09,43.0
00657,國泰日經225,101979.0,3335068.0,32.71,32.74,32.71,32.74,-0.04,982.0
00657K,國泰日經225+U,200.0,2174.0,10.87,10.87,10.87,10.87,-0.02,2.0
00660,元大歐洲50,3991.0,122510.0,30.91,30.96,30.91,30.96,-0.14,994.0
00661,元大日經225,1992.0,68765.0,35.0,35.0,35.0,35.0,-0.11,944.0
00662,富邦NASDAQ,932461.0,45193913.0,48.55,48.55,48.3,48.46,-0.65,504.0
00663L,國泰臺灣加權正2,27000.0,2799350.0,103.55,104.2,103.5,104.2,-0.1,10.0
00664R,國泰臺灣加權反1,4329001.0,26140086.0,6.05,6.05,6.02,6.04,0.02,205.0
00665L,富邦恒生國企正2,14996730.0,142645540.0,9.4,9.66,9.33,9.66,0.18,1754.0
00666R,富邦恒生國企反1,298000.0,4084680.0,13.84,13.85,13.63,13.63,-0.11,34.0
00668,國泰美國道瓊,22021.0,817988.0,37.19,37.21,37.15,37.21,-0.05,848.0
00668K,國泰美國道瓊+U,200.0,2472.0,12.36,12.36,12.36,12.36,-0.03,2.0
00669R,國泰美國道瓊反1,5439340.0,42477646.0,7.81,7.82,7.8,7.8,0.02,240.0
00670L,富邦NASDAQ正2,2320171.0,144855199.0,62.4,62.6,62.25,62.6,-1.85,1163.0
00671R,富邦NASDAQ反1,22394790.0,130033567.0,5.8,5.81,5.79,5.81,0.1,654.0
00673R,期元大S&P原油反1,31501736.0,273960849.0,8.7,8.71,8.68,8.7,-0.12,2522.0
00674R,期元大S&P黃金反1,1435001.0,18024712.0,12.57,12.61,12.54,12.55,-0.02,92.0
00675L,富邦臺灣加權正2,883317.0,39927592.0,45.07,45.35,45.01,45.35,-0.04,332.0
00676R,富邦臺灣加權反1,6946000.0,23072700.0,3.33,3.34,3.31,3.32,-0.01,367.0
00678,群益NBI生技,376645.0,9672451.0,25.83,25.83,25.66,25.66,-0.54,717.0
00680L,元大美債20正2,7722370.0,93549360.0,12.15,12.15,12.09,12.1,-0.04,1343.0
00681R,元大美債20反1,76000.0,1353960.0,17.8,17.83,17.8,17.82,0.02,24.0
00682U,期元大美元指數,109000.0,2240710.0,20.58,20.59,20.54,20.55,-0.01,37.0
00683L,期元大美元指正2,2659596.0,57380292.0,21.61,21.64,21.55,21.57,0.0,306.0
00684R,期元大美元指反1,2000.0,32040.0,16.0,16.04,16.0,16.04,0.04,2.0
00685L,群益臺灣加權正2,78086.0,3127119.0,39.85,40.2,39.85,40.18,0.03,60.0
00686R,群益臺灣加權反1,500000.0,1799710.0,3.61,3.61,3.59,3.59,-0.01,15.0
00688L,國泰20年美債正2,1238059.0,14847380.0,12.02,12.02,11.97,11.98,-0.03,211.0
00689R,國泰20年美債反1,490000.0,9022450.0,18.41,18.44,18.4,18.44,0.02,13.0
00690,兆豐藍籌30,259645.0,7125630.0,27.45,27.59,27.35,27.57,0.02,569.0
00692,富邦公司治理,1127598.0,33452784.0,29.66,29.72,29.58,29.7,-0.02,991.0
00693U,期街口S&P黃豆,28000.0,751890.0,26.83,26.95,26.79,26.79,-0.1,13.0
00700,富邦恒生國企,29424.0,401083.0,13.55,13.72,13.55,13.72,0.11,969.0
00701,國泰股利精選30,690821.0,15295593.0,22.12,22.19,22.09,22.17,0.02,631.0
00702,國泰標普低波高息,106254.0,2290371.0,21.58,21.58,21.56,21.57,-0.13,1002.0
00703,台新MSCI中國,73000.0,1248640.0,17.08,17.2,17.07,17.2,0.15,10.0
00706L,期元大S&P日圓正2,1104749.0,11290891.0,10.25,10.25,10.19,10.23,-0.05,167.0
00707R,期元大S&P日圓反1,17000.0,401450.0,23.55,23.64,23.55,23.55,0.02,5.0
00708L,期元大S&P黃金正2,246660.0,6375941.0,25.79,25.91,25.69,25.89,0.09,81.0
00709,富邦歐洲,34056.0,813459.0,23.93,23.93,23.91,23.93,-0.09,962.0
00710B,FH彭博非投等債,150588.0,2675277.0,17.8,17.8,17.75,17.79,0.03,67.0
00711B,FH彭博新興債,122873.0,1991893.0,16.25,16.25,16.21,16.22,0.02,705.0
00712,FH富時不動產,3548904.0,38571007.0,10.9,10.9,10.85,10.89,-0.08,1886.0
00713,元大台灣高息低波,2831166.0,109300069.0,38.59,38.63,38.5,38.61,-0.03,1576.0
00714,群益道瓊美國地產,127085.0,2492163.0,19.63,19.63,19.59,19.61,-0.05,142.0
00715L,期街口布蘭特正2,47357862.0,707502801.0,14.89,15.01,14.87,14.97,0.45,5481.0
00717,富邦美國特別股,167638.0,2548815.0,15.17,15.25,15.17,15.2,0.03,627.0
00728,第一金工業30,695834.0,16395530.0,23.51,23.61,23.49,23.56,-0.04,590.0
00730,富邦臺灣優質高息,62003.0,1142178.0,18.41,18.44,18.38,18.43,-0.02,147.0
00731,FH富時高息低波,1034516.0,57208513.0,55.3,55.3,55.25,55.3,0.0,154.0
00732,國泰RMB短期報酬,100000.0,4063000.0,40.63,40.63,40.63,40.63,0.04,4.0
00733,富邦臺灣中小,186946.0,6667260.0,35.61,35.83,35.54,35.54,-0.2,212.0
00735,國泰臺韓科技,102023.0,2743651.0,26.9,26.93,26.9,26.93,0.0,890.0
