證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,14211742.0,1569704151.0,110.3,110.8,110.1,110.5,-0.25,11908.0
0051,元大中型100,15921.0,822051.0,51.7,51.75,51.4,51.7,0.3,106.0
0052,富邦科技,301918.0,28125497.0,93.2,93.5,92.85,92.9,-0.4,361.0
0053,元大電子,16970.0,890265.0,52.5,52.7,52.3,52.3,-0.05,905.0
0055,元大MSCI金融,74895.0,1612403.0,21.49,21.62,21.44,21.61,0.12,222.0
0056,元大高股息,11096326.0,282618723.0,25.49,25.55,25.41,25.45,-0.04,8143.0
0057,富邦摩台,3897.0,305966.0,78.5,78.9,78.5,78.6,-0.05,900.0
0061,元大寶滬深,160160.0,2982526.0,18.55,18.66,18.55,18.6,0.06,523.0
006203,元大MSCI台灣,5767.0,307741.0,53.55,53.55,53.3,53.45,0.2,231.0
006204,永豐臺灣加權,23602.0,1680089.0,71.2,71.4,71.2,71.3,0.1,816.0
006205,富邦上証,936942.0,29531217.0,31.6,31.64,31.4,31.41,-0.09,153.0
006206,元大上證50,77705.0,2357269.0,30.45,30.51,30.25,30.33,-0.13,856.0
006207,FH滬深,126137.0,3096727.0,24.56,24.61,24.49,24.52,-0.08,892.0
006208,富邦台50,3264730.0,204174055.0,62.4,62.7,62.25,62.35,-0.25,4612.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,4292914.0,403421702.0,93.4,94.5,93.4,93.8,-0.25,1524.0
00632R,元大台灣50反1,98957573.0,582500743.0,5.9,5.91,5.86,5.9,0.02,4587.0
00633L,富邦上証正2,5834430.0,227032981.0,38.87,39.26,38.47,38.65,0.0,1352.0
00634R,富邦上証反1,2812032.0,12667104.0,4.53,4.53,4.5,4.51,-0.03,50.0
00635U,期元大S&P黃金,403017.0,9583081.0,23.75,23.84,23.71,23.82,0.07,191.0
00636,國泰中國A50,437172.0,9363439.0,21.49,21.52,21.29,21.41,0.01,684.0
00636K,國泰中國A50+U,200.0,1400.0,7.0,7.0,7.0,7.0,0.04,2.0
00637L,元大滬深300正2,61967942.0,953354791.0,15.36,15.51,15.2,15.28,0.02,6569.0
00638R,元大滬深300反1,677000.0,6450590.0,9.53,9.56,9.49,9.56,0.01,51.0
00639,富邦深100,805615.0,10192247.0,12.68,12.7,12.58,12.6,-0.05,1003.0
00640L,富邦日本正2,896000.0,23588000.0,26.23,26.5,26.23,26.35,0.08,104.0
00641R,富邦日本反1,1404006.0,14106460.0,10.06,10.07,10.0,10.06,0.01,169.0
00642U,期元大S&P石油,3949739.0,64929848.0,16.52,16.55,16.39,16.4,-0.64,1418.0
00643,群益深証中小,270726.0,3980552.0,14.75,14.78,14.62,14.64,-0.1,859.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,65460.0,1634876.0,24.98,25.09,24.95,24.95,-0.03,506.0
00646,元大S&P500,110953.0,4039961.0,36.35,36.44,36.35,36.42,-0.13,244.0
00647L,元大S&P500正2,98419.0,4845740.0,49.19,49.41,49.19,49.33,-0.43,47.0
00648R,元大S&P500反1,2163200.0,16493184.0,7.63,7.64,7.61,7.63,0.03,109.0
00650L,FH香港正2,17934602.0,261807013.0,14.2,14.85,14.2,14.66,0.6,2257.0
00651R,FH香港反1,3174009.0,26195882.0,8.36,8.4,8.18,8.23,-0.17,475.0
00652,富邦印度,139003.0,4162073.0,30.0,30.02,29.87,29.92,-0.13,746.0
00653L,富邦印度正2,109450.0,4955403.0,45.58,45.78,45.16,45.27,-0.55,42.0
00654R,富邦印度反1,623000.0,4902890.0,7.86,7.91,7.85,7.91,0.07,51.0
00655L,國泰中國A50正2,3215150.0,88770011.0,27.6,27.84,27.26,27.41,-0.03,448.0
00656R,國泰中國A50反1,509000.0,4324100.0,8.5,8.54,8.48,8.51,-0.01,22.0
00657,國泰日經225,104907.0,3215661.0,30.66,30.71,30.6,30.6,-0.03,914.0
00657K,國泰日經225+U,200.0,1998.0,9.99,9.99,9.99,9.99,0.02,2.0
00660,元大歐洲50,5081.0,144139.0,28.39,28.54,28.39,28.54,0.37,651.0
00661,元大日經225,969.0,30959.0,,,,,0.0,880.0
00662,富邦NASDAQ,193095.0,8320132.0,43.01,43.14,43.0,43.12,-0.19,279.0
00663L,國泰臺灣加權正2,53000.0,4589100.0,86.45,86.7,86.35,86.6,0.05,6.0
00664R,國泰臺灣加權反1,2172330.0,14438471.0,6.66,6.66,6.62,6.65,0.0,273.0
00665L,富邦恒生國企正2,27636204.0,253521918.0,8.92,9.35,8.92,9.23,0.41,2792.0
00666R,富邦恒生國企反1,875000.0,12573970.0,14.62,14.62,14.24,14.35,-0.33,181.0
00668,國泰美國道瓊,7232.0,267286.0,37.0,37.02,36.98,36.99,-0.04,464.0
00668K,國泰美國道瓊+U,200.0,2406.0,12.03,12.03,12.03,12.03,-0.02,2.0
00669R,國泰美國道瓊反1,10259000.0,82549070.0,8.05,8.06,8.04,8.04,0.0,328.0
00670L,富邦NASDAQ正2,2586580.0,124452520.0,47.91,48.27,47.91,48.19,-0.49,1011.0
00671R,富邦NASDAQ反1,12457524.0,83235836.0,6.69,6.7,6.67,6.68,0.04,425.0
00673R,期元大S&P原油反1,23395510.0,209350797.0,8.9,8.98,8.9,8.98,0.32,2166.0
00674R,期元大S&P黃金反1,1400361.0,17878670.0,12.78,12.8,12.73,12.74,-0.05,186.0
00675L,富邦臺灣加權正2,652266.0,24605475.0,37.56,37.93,37.5,37.71,0.0,330.0
00676R,富邦臺灣加權反1,2408298.0,8806666.0,3.66,3.67,3.64,3.66,0.01,212.0
00678,群益NBI生技,368456.0,9538536.0,25.88,25.9,25.87,25.9,-0.3,1043.0
00680L,元大美債20正2,12541781.0,144258765.0,11.41,11.57,11.41,11.54,0.37,1265.0
00681R,元大美債20反1,520000.0,9605570.0,18.55,18.55,18.44,18.45,-0.35,69.0
00682U,期元大美元指數,78237.0,1625834.0,20.78,20.8,20.76,20.78,0.18,41.0
00683L,期元大美元指正2,1458162.0,32112814.0,22.01,22.06,22.0,22.04,0.41,403.0
00684R,期元大美元指反1,8145.0,129606.0,15.9,15.95,15.89,15.95,-0.18,7.0
00685L,群益臺灣加權正2,72044.0,2411943.0,33.37,33.61,33.28,33.49,-0.02,35.0
00686R,群益臺灣加權反1,209000.0,827100.0,3.97,3.97,3.95,3.96,0.0,27.0
00688L,國泰20年美債正2,873000.0,9934720.0,11.35,11.46,11.3,11.46,0.41,206.0
00689R,國泰20年美債反1,427000.0,8221270.0,19.32,19.32,19.18,19.18,-0.37,25.0
00690,兆豐藍籌30,271992.0,6795359.0,25.02,25.08,24.9,25.01,-0.01,632.0
00692,富邦公司治理,1002949.0,27030353.0,26.96,27.04,26.89,26.95,-0.05,1053.0
00693U,期街口S&P黃豆,97300.0,2597520.0,26.86,26.86,26.66,26.72,-0.41,47.0
00700,富邦恒生國企,568869.0,7674310.0,13.25,13.62,13.25,13.53,0.28,638.0
00701,國泰股利精選30,1658246.0,36906396.0,22.2,22.31,22.2,22.29,-0.05,930.0
00702,國泰標普低波高息,117904.0,2554918.0,21.66,21.69,21.64,21.69,0.07,927.0
00703,台新MSCI中國,360000.0,5956086.0,16.12,16.66,16.12,16.6,0.51,686.0
00706L,期元大S&P日圓正2,3782053.0,39765604.0,10.52,10.57,10.47,10.52,-0.16,565.0
00707R,期元大S&P日圓反1,147010.0,3436324.0,23.33,23.41,23.31,23.39,0.31,31.0
00708L,期元大S&P黃金正2,977789.0,24811309.0,25.27,25.47,25.24,25.43,0.19,255.0
00709,富邦歐洲,54711.0,1244450.0,22.75,22.79,22.75,22.79,0.0,437.0
00710B,FH彭博非投等債,544906.0,9609344.0,17.63,17.65,17.62,17.62,0.0,121.0
00711B,FH彭博新興債,125690.0,2002078.0,15.94,15.94,15.91,15.93,0.03,380.0
00712,FH富時不動產,2066524.0,20443180.0,9.9,9.91,9.86,9.89,0.07,1274.0
00713,元大台灣高息低波,2647634.0,97664807.0,36.8,36.98,36.8,36.93,-0.01,2204.0
00714,群益道瓊美國地產,168706.0,3120049.0,18.46,18.51,18.46,18.49,0.01,159.0
00715L,期街口布蘭特正2,37119269.0,539075930.0,14.7,14.71,14.4,14.41,-1.2,6055.0
00717,富邦美國特別股,163547.0,2362465.0,14.41,14.47,14.41,14.45,0.12,771.0
00728,第一金工業30,2160820.0,47579472.0,22.0,22.08,21.95,22.02,0.0,701.0
00730,富邦臺灣優質高息,221099.0,3766191.0,16.97,17.07,16.97,17.07,0.1,218.0
00731,FH富時高息低波,1048639.0,56157952.0,53.55,53.65,53.55,53.6,0.05,132.0
00732,國泰RMB短期報酬,100000.0,4105000.0,41.05,41.05,41.05,41.05,0.01,4.0
00733,富邦臺灣中小,121718.0,4239385.0,34.8,34.94,34.71,34.9,0.1,176.0
00735,國泰臺韓科技,116239.0,2814232.0,24.1,24.26,24.1,24.26,0.2,817.0
00736,國泰新興市場,113358.0,2214383.0,19.42,19.56,19.42,19.47,0.03,889.0
00737,國泰AI+Robo,108503.0,2628630.0,24.16,24.25,24.16,24.24,0.07,113.0
00738U,期元大道瓊白銀,276042.0,6655384.0,24.17,24.18,24.02,24.14,-0.29,90.0
00739,元大MSCI A股,102109.0,2360271.0,23.12,23.18,23.02,23.04,-0.04,273.0
00752,中信中國50,3413256.0,64939682.0,18.66,19.2,18.66,19.06,0.55,1181.0
00753L,中信中國50正2,26105797.0,309898009.0,11.51,12.1,11.5,12.01,0.65,3935.0
00757,統一FANG+,301049.0,9913984.0,32.96,32.97,32.88,32.95,-0.32,559.0
00762,元大全球AI,31255.0,925139.0,29.62,29.68,29.6,29.67,0.03,98.0
00763U,期街口道瓊銅,31010.0,750743.0,24.22,24.25,24.18,24.2,-0.54,18.0
00770,國泰北美科技,1325097.0,35815583.0,26.99,27.05,26.98,27.04,0.05,1392.0
00771,元大US高息特別股,15666.0,252193.0,16.13,16.13,16.09,16.12,0.19,171.0
00774B,新光中國政金綠債,4070.0,166171.0,41.17,41.17,41.1,41.1,0.0,974.0
00774C,新光中政金綠債+R,,,,,,,0.0,
00775B,新光投等債15+,51689.0,1731726.0,33.53,33.53,33.51,33.51,0.36,522.0
00783,富邦中証500,143953.0,2941435.0,20.4,20.46,20.4,20.41,0.03,961.0
00830,國泰費城半導體,3536854.0,79456025.0,22.48,22.51,22.42,22.49,-0.22,1653.0
00850,元大臺灣ESG永續,408608.0,11540900.0,28.28,28.34,28.18,28.22,-0.06,492.0
00851,台新全球AI,23363.0,514026.0,21.97,22.02,21.97,22.02,0.05,325.0
00852L,國泰美國道瓊正2,640010.0,12211161.0,19.03,19.11,19.03,19.09,-0.06,59.0
00861,元大全球未來通訊,179984.0,4648921.0,25.76,25.85,25.76,25.85,0.07,119.0
00865B,國泰US短期公債,101931.0,4095389.0,40.18,40.19,40.18,40.19,0.0,936.0
00875,國泰網路資安,192861.0,4709903.0,24.42,24.44,24.4,24.42,0.05,87.0
00876,元大全球5G,134108.0,3214134.0,23.99,24.01,23.9,23.93,-0.15,123.0
00878,國泰永續高股息,21230742.0,344292416.0,16.18,16.26,16.17,16.23,0.05,9145.0
00881,國泰台灣5G+,5701753.0,77817975.0,13.65,13.69,13.6,13.65,-0.02,2374.0
00882,中信中國高股息,10092360.0,123662131.0,12.08,12.32,12.07,12.29,0.23,2989.0
00885,富邦越南,35560656.0,407019700.0,11.39,11.51,11.36,11.49,0.31,5821.0
00891,中信關鍵半導體,2171537.0,24071357.0,11.06,11.13,11.03,11.07,0.0,1007.0
00892,富邦台灣半導體,1599714.0,16071643.0,10.02,10.08,9.99,10.04,0.0,506.0
00893,國泰智能電動車,14415129.0,152700617.0,10.6,10.62,10.57,10.59,-0.19,4972.0
00894,中信小資高價30,573762.0,6661459.0,11.6,11.65,11.58,11.6,0.0,161.0
00895,富邦未來車,3202381.0,36213947.0,11.27,11.33,11.27,11.32,-0.22,1344.0
00896,中信綠能及電動車,1035880.0,13475883.0,12.97,13.05,12.96,13.02,0.05,361.0
00897,富邦基因免疫生技,673167.0,5498695.0,8.14,8.19,8.14,8.18,-0.03,164.0
00898,國泰基因免疫革命,270596.0,1951704.0,7.24,7.24,7.21,7.23,-0.03,182.0
00899,FT潔淨能源,60454.0,1336343.0,22.22,22.22,22.06,22.11,-0.19,136.0
00900,富邦特選高股息30,3188991.0,33272343.0,10.46,10.48,10.4,10.42,-0.04,1873.0
00901,永豐智能車供應鏈,239609.0,2751650.0,11.47,11.51,11.46,11.46,-0.04,182.0
00902,中信電池及儲能,8357563.0,100921531.0,12.19,12.19,12.04,12.04,-0.22,2845.0
00903,富邦元宇宙,2052171.0,16251066.0,7.88,7.94,7.88,7.93,0.02,382.0
00904,新光臺灣半導體30,989268.0,10338676.0,10.44,10.49,10.39,10.44,0.0,221.0
00905,FT臺灣Smart,544858.0,4553679.0,8.39,8.39,8.34,8.36,0.0,338.0
00906,大華元宇宙科技50,77170.0,683251.0,8.77,8.87,8.77,8.87,0.22,22.0
00907,永豐優息存股,645308.0,9264624.0,14.32,14.38,14.32,14.37,0.04,265.0
00908,富邦入息REITs+,899634.0,11991037.0,13.32,13.34,13.32,13.33,0.01,114.0
00909,國泰數位支付服務,457273.0,6667055.0,14.57,14.6,14.56,14.59,-0.01,118.0
00910,第一金太空衛星,104361.0,1548569.0,14.81,14.84,14.81,14.83,0.06,74.0
00911,兆豐洲際半導體,102025.0,1458916.0,14.28,14.3,14.28,14.3,-0.11,6.0
00912,中信臺灣智慧50,854162.0,11628697.0,13.6,13.67,13.58,13.6,-0.04,282.0
00913,兆豐台灣晶圓製造,83581.0,1181781.0,14.13,14.17,14.13,14.14,0.01,25.0
00915,凱基優選高股息30,364550.0,5495655.0,15.12,15.12,15.06,15.1,-0.02,218.0
00916,國泰全球品牌50,779495.0,10917151.0,14.03,14.04,13.99,14.01,-0.03,565.0
00917,中信特選金融,1014659.0,15099020.0,14.85,14.91,14.85,14.89,0.1,166.0
00918,大華優利高填息30,97396.0,1473264.0,15.11,15.16,15.05,15.06,-0.05,70.0
00919,群益台灣精選高息,1427953.0,23583596.0,16.53,16.6,16.46,16.5,-0.03,760.0
00920,富邦ESG綠色電力,837654.0,13516609.0,16.18,16.18,16.1,16.13,-0.15,146.0
01001T,土銀富邦R1,3070.0,48630.0,15.8,15.82,15.8,15.82,0.0,4.0
01002T,土銀國泰R1,81000.0,1455960.0,18.0,18.04,17.92,18.04,0.0,21.0
01003T,兆豐新光R1,,,,,,,0.0,
01004T,土銀富邦R2,86.0,1296.0,,,,,0.0,3.0
01007T,兆豐國泰R2,11000.0,195170.0,17.77,17.77,17.73,17.73,-0.07,10.0
01009T,王道圓滿R1,2000.0,16720.0,8.36,8.36,8.36,8.36,0.07,1.0
01010T,京城樂富R1,7000.0,72030.0,10.29,10.29,10.29,10.29,-0.06,3.0
020000,富邦特選蘋果N,2000.0,12720.0,6.36,6.36,6.36,6.36,0.0,1.0
020002,元富新中國N,1000.0,13550.0,13.55,13.55,13.55,13.55,0.3,1.0
020007,凱基臺灣500N,1000.0,29310.0,29.31,29.31,29.31,29.31,0.0,1.0
020011,統一微波高息20N,,,,,,,0.0,
020012,富邦行動通訊N,,,,,,,0.0,
020015,統一MSCI美低波N,,,,,,,0.0,
020016,統一MSCI美科技N,,,,,,,0.0,
020018,統一價值成長30N,,,,,,,0.0,
020019,統一特選台灣5GN,,,,,,,0.0,
02001L,富邦蘋果正二N,43000.0,356470.0,8.3,8.3,8.25,8.25,-0.04,5.0
02001R,富邦蘋果反一N,22000.0,68640.0,3.12,3.12,3.12,3.12,0.0,3.0
02001S,策元大加權策略N,30000.0,143930.0,4.79,4.8,4.79,4.8,0.01,10.0
020020,元大台股領航N,25000.0,154190.0,6.17,6.17,6.15,6.16,-0.02,11.0
020022,元大電動車N,174000.0,881950.0,5.06,5.09,5.06,5.07,0.01,21.0
020028,元大特選電動車N,24000.0,117340.0,4.86,4.9,4.86,4.9,0.02,11.0
020029,元大ESG高股息N,85000.0,369800.0,4.4,4.4,4.34,4.35,0.0,16.0
020030,統一智慧電動車N,25000.0,93250.0,3.73,3.73,3.73,3.73,0.01,1.0
020031,統一IC設計臺灣N,96000.0,322470.0,3.33,3.38,3.33,3.36,0.02,14.0
020032,元大綠能N,36000.0,175520.0,4.89,4.89,4.87,4.88,0.04,9.0
020034,元大IC設計N,52000.0,208650.0,4.01,4.05,3.99,4.05,0.04,7.0
1101,台泥,10493097.0,352240731.0,33.65,33.75,33.5,33.5,0.0,4256.0
1101B,台泥乙特,19020.0,907360.0,47.55,47.95,47.55,47.95,0.0,15.0
1102,亞泥,3829421.0,156167808.0,40.6,40.95,40.6,40.75,0.15,2074.0
1103,嘉泥,53241.0,926458.0,17.35,17.5,17.35,17.5,0.15,40.0
1104,環泥,232931.0,5185701.0,22.2,22.3,22.1,22.3,0.1,154.0
1108,幸福,64295.0,694416.0,10.75,10.85,10.75,10.8,0.05,43.0
1109,信大,57275.0,893788.0,15.6,15.7,15.55,15.65,0.05,54.0
1110,東泥,56013.0,1031036.0,18.35,18.45,18.3,18.45,0.0,29.0
1201,味全,168174.0,3185148.0,18.95,19.0,18.9,18.9,-0.1,245.0
1203,味王,12617.0,436185.0,34.7,34.7,34.4,34.7,0.0,38.0
1210,大成,983037.0,44410152.0,45.45,45.6,45.0,45.35,-0.1,836.0
1213,大飲,14511.0,99445.0,6.83,6.91,6.83,6.91,0.0,12.0
1215,卜蜂,257932.0,20191363.0,78.5,78.6,78.0,78.3,0.0,333.0
1216,統一,6485156.0,431162403.0,66.1,66.8,66.1,66.5,-0.1,2408.0
1217,愛之味,9488818.0,103900376.0,10.8,11.05,10.75,10.85,0.05,1800.0
1218,泰山,1879038.0,61393300.0,32.9,33.05,32.5,32.6,-0.25,999.0
1219,福壽,341938.0,6454665.0,18.9,18.95,18.8,18.85,0.05,173.0
1220,台榮,137043.0,2095653.0,15.45,15.45,15.2,15.35,0.05,69.0
1225,福懋油,4130.0,237461.0,57.5,57.5,57.5,57.5,0.5,6.0
1227,佳格,268533.0,10708280.0,39.8,40.0,39.7,40.0,0.25,224.0
1229,聯華,704022.0,35225418.0,50.0,50.2,49.8,50.1,0.1,766.0
1231,聯華食,89378.0,6630904.0,74.5,74.5,73.8,74.0,-0.5,251.0
1232,大統益,90956.0,12769365.0,141.0,141.0,140.0,141.0,0.0,284.0
1233,天仁,3051.0,98702.0,32.35,32.4,32.3,32.4,0.0,5.0
1234,黑松,508813.0,16573703.0,32.7,32.75,32.55,32.75,0.1,298.0
1235,興泰,4050.0,275696.0,68.0,68.2,68.0,68.2,0.0,7.0
1236,宏亞,102496.0,2271037.0,22.35,22.45,22.0,22.2,-0.15,108.0
1256,鮮活果汁-KY,2776.0,755100.0,272.0,272.0,271.5,271.5,0.0,30.0
1301,台塑,3223446.0,279224517.0,86.8,87.0,86.4,86.6,-0.4,2242.0
1303,南亞,2502972.0,178861341.0,71.9,71.9,71.2,71.5,-0.4,1533.0
1304,台聚,1017072.0,22532296.0,22.15,22.35,22.05,22.05,-0.05,813.0
1305,華夏,2453058.0,65339518.0,26.55,26.85,26.35,26.75,0.05,1457.0
1307,三芳,43137.0,888517.0,20.75,20.75,20.5,20.55,0.0,34.0
1308,亞聚,875168.0,24907152.0,28.35,28.7,28.25,28.25,0.0,569.0
1309,台達化,546999.0,12137939.0,21.95,22.4,21.95,22.1,-0.1,619.0
1310,台苯,202258.0,2700242.0,13.35,13.4,13.3,13.35,0.0,231.0
1312,國喬,3347365.0,64625597.0,19.25,19.4,19.2,19.3,0.1,1162.0
1312A,國喬特,5000.0,136100.0,27.25,27.25,27.2,27.2,-0.25,2.0
1313,聯成,717449.0,9795971.0,13.6,13.75,13.55,13.7,0.15,294.0
1314,中石化,4712123.0,46926836.0,9.91,10.05,9.91,9.93,0.03,1953.0
1315,達新,13224.0,932008.0,70.2,70.9,69.8,70.9,0.9,20.0
1316,上曜,708363.0,8504546.0,11.85,12.1,11.8,12.0,0.2,383.0
1319,東陽,3699978.0,159813207.0,43.1,43.45,42.95,43.15,0.3,2292.0
1321,大洋,116004.0,3818032.0,32.9,33.25,32.7,32.85,-0.05,55.0
1323,永裕,42112.0,1382433.0,33.0,33.0,32.7,32.8,0.0,40.0
1324,地球,14267.0,155348.0,10.9,10.9,10.85,10.9,-0.05,96.0
1325,恆大,477029.0,12746226.0,26.65,27.0,26.45,26.55,0.1,311.0
1326,台化,2054843.0,144744674.0,70.1,71.0,69.8,70.6,0.1,1208.0
1337,再生-KY,180746.0,1269240.0,7.03,7.07,7.0,7.0,-0.02,175.0
1338,廣華-KY,163279.0,7023392.0,42.4,43.45,42.4,43.0,0.65,142.0
1339,昭輝,138033.0,5735481.0,41.7,41.8,41.4,41.8,0.35,130.0
1340,勝悅-KY,74148.0,728079.0,9.82,9.85,9.8,9.8,-0.05,228.0
1341,富林-KY,11003.0,730998.0,66.7,66.7,66.3,66.5,-0.2,11.0
1342,八貫,3627452.0,460828938.0,127.0,131.0,124.5,125.0,-3.0,3472.0
1402,遠東新,3862693.0,123156678.0,31.75,32.1,31.75,31.9,0.2,1883.0
1409,新纖,1218348.0,21294258.0,17.4,17.6,17.35,17.5,0.05,658.0
1410,南染,33229.0,1337372.0,40.3,40.7,40.05,40.25,-0.2,45.0
1413,宏洲,26073.0,245636.0,9.54,9.54,9.39,9.52,-0.02,19.0
1414,東和,266123.0,4698984.0,17.75,17.75,17.55,17.7,-0.05,174.0
1416,廣豐,1624002.0,16711968.0,10.15,10.6,10.0,10.35,0.2,519.0
1417,嘉裕,24357303.0,360957808.0,14.6,15.1,14.45,14.5,-0.05,5282.0
1418,東華,4105.0,63601.0,,,,,0.0,15.0
1419,新紡,9201.0,367679.0,39.8,40.1,39.8,40.1,0.15,10.0
1423,利華,45005.0,906000.0,20.1,20.15,20.1,20.15,0.1,24.0
1432,大魯閣,411894.0,5121458.0,12.45,12.6,12.3,12.35,-0.1,295.0
1434,福懋,410601.0,10912812.0,26.6,26.65,26.5,26.65,-0.05,360.0
1436,華友聯,82560.0,4630679.0,56.1,56.6,55.7,56.0,-0.3,169.0
1437,勤益控,252008.0,6464501.0,25.65,25.75,25.6,25.7,0.05,97.0
1438,三地開發,10430.0,327719.0,31.8,31.8,31.3,31.3,-0.1,17.0
1439,雋揚,37180.0,777333.0,20.75,21.25,20.75,21.2,0.3,35.0
1440,南紡,576355.0,9647287.0,16.7,16.8,16.65,16.65,0.0,277.0
1441,大東,48572.0,385637.0,7.9,8.05,7.9,8.05,0.15,85.0
1442,名軒,354422.0,12695734.0,35.75,36.0,35.6,35.85,0.1,192.0
1443,立益物流,19011.0,399435.0,21.0,21.15,20.95,20.95,0.05,24.0
1444,力麗,16458219.0,174730321.0,10.2,10.8,10.2,10.65,0.5,3174.0
1445,大宇,112000.0,1810500.0,16.15,16.3,16.1,16.1,-0.05,24.0
1446,宏和,117291.0,3703872.0,31.5,31.7,31.5,31.5,0.15,63.0
1447,力鵬,1211924.0,9392265.0,7.62,7.81,7.62,7.74,0.12,503.0
1449,佳和,84029.0,1362473.0,16.25,16.35,16.1,16.25,0.0,75.0
1451,年興,265893.0,5619604.0,21.0,21.2,20.95,21.2,0.2,196.0
1452,宏益,69007.0,1202724.0,17.45,17.5,17.4,17.45,0.0,49.0
1453,大將,351873.0,5335188.0,14.85,15.45,14.85,15.25,0.4,203.0
1454,台富,89033.0,1190838.0,13.45,13.5,13.1,13.35,0.1,28.0
1455,集盛,375289.0,3947571.0,10.4,10.6,10.4,10.5,0.1,180.0
1456,怡華,9230.0,141195.0,15.2,15.4,15.2,15.3,-0.05,12.0
1457,宜進,346136.0,6432532.0,18.6,18.7,18.55,18.55,-0.1,67.0
1459,聯發,54754.0,452340.0,8.2,8.33,8.2,8.3,0.1,50.0
1460,宏遠,240778.0,1708989.0,7.06,7.12,7.06,7.1,0.05,105.0
1463,強盛,101846.0,1451116.0,14.25,14.25,14.25,14.25,0.0,58.0
1464,得力,49008.0,686388.0,14.0,14.05,13.95,14.0,-0.05,123.0
1465,偉全,11499.0,159306.0,13.7,13.95,13.7,13.9,-0.05,26.0
1466,聚隆,40070.0,475233.0,11.95,12.0,11.75,11.85,-0.1,40.0
1467,南緯,5949021.0,66701807.0,11.05,11.35,11.05,11.3,0.15,736.0
1468,昶和,39000.0,522100.0,13.4,13.45,13.3,13.45,0.0,34.0
1470,大統新創,47083.0,865298.0,18.6,18.6,17.95,18.1,-0.35,47.0
1471,首利,97534.0,744585.0,7.62,7.69,7.6,7.66,0.0,66.0
1472,三洋實業,13176.0,299673.0,22.45,22.85,22.45,22.85,0.4,16.0
1473,台南,188591.0,3994050.0,21.0,21.35,20.95,21.25,0.05,80.0
1474,弘裕,61735.0,740523.0,12.0,12.05,11.95,12.05,0.05,35.0
1475,業旺,16469.0,1052581.0,63.8,64.9,63.6,64.1,0.1,18.0
1476,儒鴻,390790.0,188369197.0,488.0,488.0,478.5,482.5,-1.0,993.0
1477,聚陽,2041736.0,459295447.0,227.5,228.5,223.0,224.5,-1.0,2934.0
1503,士電,1061632.0,66876706.0,61.3,64.4,61.2,62.7,1.7,984.0
1504,東元,3438804.0,95512418.0,27.4,27.95,27.4,27.9,0.55,1820.0
1506,正道,121010.0,2100870.0,17.35,17.45,17.3,17.4,0.05,65.0
1512,瑞利,130060.0,624099.0,4.68,4.99,4.68,4.8,0.1,66.0
1513,中興電,93120649.0,6958479545.0,72.6,77.4,72.5,74.0,1.9,52123.0
1514,亞力,16121609.0,510527395.0,30.3,32.45,30.3,31.3,0.8,9021.0
1515,力山,355194.0,10604124.0,29.9,30.25,29.7,30.0,0.1,256.0
1516,川飛,82023.0,1626007.0,19.8,19.95,19.75,19.9,0.1,64.0
1517,利奇,685378.0,14231835.0,20.7,20.9,20.6,20.75,0.15,527.0
1519,華城,34258125.0,1901506559.0,53.1,57.6,52.9,57.6,5.2,18131.0
1521,大億,15022.0,516720.0,34.7,34.7,34.2,34.7,0.25,15.0
1522,堤維西,2385273.0,66771164.0,27.65,28.2,27.65,28.2,0.25,1250.0
1522A,堤維西甲特,2609.0,115286.0,44.2,44.2,44.2,44.2,0.05,4.0
1524,耿鼎,2718535.0,67503043.0,24.9,25.05,24.65,24.65,-0.05,1573.0
1525,江申,3000.0,169600.0,56.5,56.6,56.5,56.6,-0.2,3.0
1526,日馳,145534.0,5968488.0,40.85,41.35,40.65,40.95,0.1,162.0
