證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,8890361.0,982130895.0,110.6,110.75,110.2,110.2,0.7,7376.0
0051,元大中型100,12168.0,625986.0,51.55,51.55,51.25,51.25,0.15,133.0
0052,富邦科技,112421.0,10464172.0,93.5,93.6,92.5,92.5,0.5,286.0
0053,元大電子,7129.0,371280.0,52.35,52.4,51.4,51.4,-0.35,1010.0
0055,元大MSCI金融,239362.0,5142321.0,21.45,21.58,21.44,21.5,0.15,236.0
0056,元大高股息,8002875.0,203546134.0,25.46,25.5,25.4,25.4,0.11,5957.0
0057,富邦摩台,4000.0,313946.0,78.75,78.75,78.6,78.6,0.95,1002.0
0061,元大寶滬深,69201.0,1274402.0,18.36,18.45,18.36,18.42,0.08,865.0
006203,元大MSCI台灣,4183.0,221973.0,53.2,53.35,53.2,53.2,0.35,987.0
006204,永豐臺灣加權,25963.0,1846444.0,71.05,71.3,71.05,71.2,0.55,1009.0
006205,富邦上証,563336.0,17594734.0,31.2,31.29,31.1,31.17,0.21,113.0
006206,元大上證50,56364.0,1694169.0,30.21,30.21,30.0,30.04,0.27,32.0
006207,FH滬深,161490.0,3923267.0,24.28,24.35,24.27,24.32,0.27,9.0
006208,富邦台50,2115281.0,131921561.0,62.4,62.6,62.1,62.1,0.25,2813.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,4962213.0,463516036.0,93.45,93.75,92.8,92.8,1.1,1951.0
00632R,元大台灣50反1,128617709.0,759073387.0,5.9,5.92,5.89,5.91,-0.05,5437.0
00633L,富邦上証正2,5864994.0,230017492.0,39.0,39.5,38.92,39.15,0.71,1287.0
00634R,富邦上証反1,310261.0,1395842.0,4.52,4.52,4.49,4.51,-0.04,56.0
00635U,期元大S&P黃金,518666.0,12168882.0,23.43,23.48,23.42,23.47,0.11,167.0
00636,國泰中國A50,859689.0,18357574.0,21.23,21.41,21.23,21.38,0.25,589.0
00636K,國泰中國A50+U,200.0,1392.0,6.96,6.96,6.96,6.96,0.1,2.0
00637L,元大滬深300正2,54619130.0,845782173.0,15.42,15.59,15.36,15.47,0.28,5861.0
00638R,元大滬深300反1,283000.0,2689340.0,9.54,9.55,9.48,9.5,-0.1,56.0
00639,富邦深100,147042.0,1849523.0,12.54,12.6,12.54,12.55,0.04,38.0
00640L,富邦日本正2,119215.0,3223912.0,27.12,27.12,26.95,26.97,0.09,42.0
00641R,富邦日本反1,635100.0,6288450.0,9.92,9.92,9.89,9.92,-0.03,87.0
00642U,期元大S&P石油,3062345.0,51467471.0,16.8,16.85,16.71,16.81,0.01,365.0
00643,群益深証中小,41020.0,598706.0,14.61,14.65,14.59,14.6,0.0,335.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,91329.0,2322053.0,25.37,25.46,25.37,25.4,0.08,512.0
00646,元大S&P500,95554.0,3491240.0,36.55,36.6,36.46,36.56,0.49,221.0
00647L,元大S&P500正2,175671.0,8734855.0,49.66,49.8,49.6,49.64,1.3,79.0
00648R,元大S&P500反1,3526100.0,26795710.0,7.6,7.61,7.59,7.61,-0.1,271.0
00650L,FH香港正2,5707516.0,79511070.0,13.98,14.13,13.75,13.81,0.19,1334.0
00651R,FH香港反1,958000.0,8102010.0,8.5,8.52,8.41,8.52,-0.08,198.0
00652,富邦印度,95642.0,2880178.0,30.13,30.16,30.04,30.04,0.27,291.0
00653L,富邦印度正2,234870.0,10822944.0,46.02,46.24,46.01,46.06,1.06,97.0
00654R,富邦印度反1,538189.0,4209732.0,7.83,7.85,7.81,7.82,-0.1,77.0
00655L,國泰中國A50正2,1911100.0,53131000.0,27.65,28.0,27.54,27.8,0.55,464.0
00656R,國泰中國A50反1,364000.0,3091660.0,8.49,8.51,8.46,8.46,-0.1,20.0
00657,國泰日經225,7000.0,217340.0,31.03,31.06,31.02,31.06,0.22,7.0
00657K,國泰日經225+U,200.0,2018.0,10.09,10.09,10.09,10.09,0.06,2.0
00660,元大歐洲50,2012.0,55519.0,28.18,28.18,28.18,28.18,0.25,998.0
00661,元大日經225,3000.0,99990.0,33.39,33.39,33.3,33.3,0.22,2.0
00662,富邦NASDAQ,322072.0,13942234.0,43.21,43.36,43.15,43.32,0.88,456.0
00663L,國泰臺灣加權正2,167000.0,14378750.0,86.25,86.25,85.7,85.7,1.25,12.0
00664R,國泰臺灣加權反1,6251515.0,41661202.0,6.66,6.68,6.65,6.68,-0.04,403.0
00665L,富邦恒生國企正2,23885260.0,208966766.0,8.76,8.9,8.63,8.64,0.09,2150.0
00666R,富邦恒生國企反1,284000.0,4178770.0,14.74,14.84,14.61,14.82,-0.14,57.0
00668,國泰美國道瓊,26739.0,988036.0,36.88,37.07,36.88,37.06,0.38,899.0
00668K,國泰美國道瓊+U,200.0,2412.0,12.06,12.06,12.06,12.06,0.13,2.0
00669R,國泰美國道瓊反1,7998154.0,64297383.0,8.03,8.05,8.03,8.05,-0.07,742.0
00670L,富邦NASDAQ正2,3897797.0,188967147.0,48.5,48.58,48.36,48.45,1.76,1522.0
00671R,富邦NASDAQ反1,21177300.0,140900332.0,6.65,6.67,6.64,6.65,-0.14,900.0
00673R,期元大S&P原油反1,7142407.0,62728615.0,8.76,8.84,8.75,8.8,0.0,761.0
00674R,期元大S&P黃金反1,2175010.0,28163113.0,12.95,12.96,12.93,12.95,-0.05,137.0
00675L,富邦臺灣加權正2,843956.0,31605535.0,37.53,37.63,37.29,37.32,0.5,415.0
00676R,富邦臺灣加權反1,4094251.0,15018134.0,3.66,3.68,3.66,3.68,-0.02,309.0
00678,群益NBI生技,322149.0,8374760.0,25.94,26.02,25.94,26.02,0.44,748.0
00680L,元大美債20正2,3763870.0,42298631.0,11.25,11.27,11.2,11.2,0.1,591.0
00681R,元大美債20反1,158000.0,2955790.0,18.7,18.75,18.69,18.75,-0.11,35.0
00682U,期元大美元指數,118376.0,2449850.0,20.7,20.71,20.65,20.7,-0.06,37.0
00683L,期元大美元指正2,877000.0,19118600.0,21.8,21.84,21.77,21.83,-0.16,281.0
00684R,期元大美元指反1,2000.0,32060.0,16.02,16.04,16.02,16.04,0.04,2.0
00685L,群益臺灣加權正2,72000.0,2396480.0,33.3,33.38,33.11,33.11,0.48,32.0
00686R,群益臺灣加權反1,1090050.0,4338701.0,3.98,3.99,3.97,3.98,-0.03,41.0
00688L,國泰20年美債正2,1125000.0,12534030.0,11.16,11.17,11.11,11.11,0.11,131.0
00689R,國泰20年美債反1,84000.0,1633790.0,19.43,19.49,19.43,19.48,-0.12,16.0
00690,兆豐藍籌30,210137.0,5227923.0,24.88,24.91,24.86,24.86,0.23,873.0
00692,富邦公司治理,1292253.0,34820495.0,26.92,26.99,26.9,26.9,0.19,901.0
00693U,期街口S&P黃豆,119499.0,3245126.0,26.91,27.24,26.91,27.22,0.23,62.0
00700,富邦恒生國企,128932.0,1700148.0,13.26,13.26,13.1,13.13,0.06,865.0
00701,國泰股利精選30,1305775.0,29170060.0,22.31,22.37,22.29,22.31,0.09,507.0
00702,國泰標普低波高息,156123.0,3384269.0,21.7,21.7,21.65,21.67,0.13,1009.0
00703,台新MSCI中國,42717.0,682817.0,16.01,16.03,15.96,15.96,0.04,997.0
00706L,期元大S&P日圓正2,2105357.0,21601998.0,10.23,10.28,10.23,10.28,0.19,318.0
00707R,期元大S&P日圓反1,24003.0,567281.0,23.61,23.69,23.61,23.69,-0.13,8.0
00708L,期元大S&P黃金正2,1555033.0,38391084.0,24.66,24.72,24.63,24.67,0.2,161.0
00709,富邦歐洲,86097.0,1952678.0,22.66,22.69,22.65,22.65,0.19,557.0
00710B,FH彭博非投等債,200587.0,3540012.0,17.67,17.67,17.62,17.65,-0.03,143.0
00711B,FH彭博新興債,11389.0,180670.0,15.94,15.96,15.94,15.96,0.0,1007.0
00712,FH富時不動產,5946758.0,58683635.0,9.89,9.89,9.85,9.89,0.04,2348.0
00713,元大台灣高息低波,2141579.0,78995547.0,36.8,36.95,36.8,36.81,0.09,1548.0
00714,群益道瓊美國地產,204564.0,3804349.0,18.58,18.61,18.58,18.61,0.33,149.0
00715L,期街口布蘭特正2,12427571.0,186498818.0,15.01,15.1,14.86,15.05,0.04,1707.0
00717,富邦美國特別股,239025.0,3429219.0,14.35,14.36,14.34,14.35,-0.01,1154.0
00728,第一金工業30,708611.0,15471522.0,21.83,21.9,21.79,21.79,0.16,473.0
00730,富邦臺灣優質高息,129338.0,2183418.0,16.87,16.95,16.85,16.95,0.15,119.0
00731,FH富時高息低波,1049743.0,56178104.0,53.5,53.6,53.4,53.6,0.35,139.0
00732,國泰RMB短期報酬,100000.0,4065000.0,40.65,40.65,40.65,40.65,0.07,4.0
00733,富邦臺灣中小,291966.0,10011997.0,34.3,34.49,34.16,34.22,0.23,203.0
00735,國泰臺韓科技,103082.0,2472930.0,24.0,24.0,23.97,23.97,0.01,1002.0
00736,國泰新興市場,101995.0,1968349.0,19.31,19.39,19.31,19.39,0.09,997.0
00737,國泰AI+Robo,158004.0,3793393.0,23.96,24.04,23.95,24.03,0.47,400.0
00738U,期元大道瓊白銀,317009.0,7623834.0,24.0,24.09,24.0,24.04,0.27,103.0
00739,元大MSCI A股,9933.0,226849.0,22.88,22.88,22.84,22.84,0.09,10.0
