證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6556232.0,725974713.0,110.7,111.05,110.4,110.7,-1.9,13445.0
0051,元大中型100,11515.0,592702.0,51.35,51.55,51.15,51.3,-0.45,131.0
0052,富邦科技,258240.0,24175584.0,94.0,94.0,93.35,93.65,-1.7,508.0
0053,元大電子,4190.0,220121.0,52.5,52.8,52.5,52.75,-0.85,1003.0
0055,元大MSCI金融,80988.0,1742615.0,21.45,21.59,21.44,21.55,0.0,184.0
0056,元大高股息,8332974.0,212783451.0,25.49,25.61,25.41,25.6,-0.07,7562.0
0057,富邦摩台,2924.0,230011.0,78.8,79.05,78.8,79.05,-1.2,879.0
0061,元大寶滬深,18932.0,344279.0,18.26,18.26,18.08,18.15,-0.11,371.0
006203,元大MSCI台灣,3092.0,165681.0,53.6,53.9,53.6,53.9,-0.65,892.0
006204,永豐臺灣加權,35425.0,2527355.0,71.2,71.5,71.2,71.35,-0.75,814.0
006205,富邦上証,513059.0,15698523.0,30.62,30.75,30.4,30.61,-0.21,135.0
006206,元大上證50,22406.0,661057.0,29.57,29.72,29.42,29.44,-0.29,29.0
006207,FH滬深,39168.0,932768.0,23.72,23.98,23.72,23.89,-0.21,9.0
006208,富邦台50,2831221.0,177770543.0,62.85,62.95,62.6,62.8,-0.9,6047.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,6657624.0,622843891.0,93.3,94.2,92.85,93.7,-2.7,3045.0
00632R,元大台灣50反1,180292043.0,1064361061.0,5.91,5.93,5.88,5.89,0.06,5996.0
00633L,富邦上証正2,3987078.0,153730015.0,38.29,39.09,38.01,38.44,-0.39,1188.0
00634R,富邦上証反1,1487000.0,6778110.0,4.55,4.59,4.52,4.56,0.03,70.0
00635U,期元大S&P黃金,271472.0,6289142.0,23.16,23.21,23.14,23.21,-0.31,148.0
00636,國泰中國A50,414216.0,8689016.0,21.11,21.15,20.84,21.02,-0.09,679.0
00636K,國泰中國A50+U,200.0,1372.0,6.86,6.86,6.86,6.86,0.0,2.0
00637L,元大滬深300正2,62317405.0,946850208.0,15.08,15.38,14.94,15.13,-0.15,6323.0
00638R,元大滬深300反1,731000.0,7032630.0,9.62,9.67,9.53,9.62,0.04,116.0
00639,富邦深100,401093.0,4935072.0,12.3,12.37,12.24,12.3,-0.09,976.0
00640L,富邦日本正2,144020.0,3862526.0,26.72,26.93,26.66,26.93,-0.24,44.0
00641R,富邦日本反1,564001.0,5603319.0,9.97,9.97,9.89,9.92,0.06,132.0
00642U,期元大S&P石油,3279913.0,54917476.0,16.73,16.83,16.7,16.73,-0.09,617.0
00643,群益深証中小,302984.0,4325339.0,14.52,14.52,14.23,14.29,-0.22,938.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,74378.0,1881858.0,25.24,25.36,25.24,25.31,-0.14,1032.0
00646,元大S&P500,720930.0,26266714.0,36.35,36.51,36.3,36.44,-0.47,731.0
00647L,元大S&P500正2,146723.0,7242125.0,49.14,49.55,49.06,49.45,-1.55,67.0
00648R,元大S&P500反1,3434435.0,26206157.0,7.65,7.66,7.61,7.62,0.12,242.0
00650L,FH香港正2,9190930.0,123343361.0,13.25,13.63,13.15,13.49,-0.12,1208.0
00651R,FH香港反1,1417000.0,12209310.0,8.65,8.74,8.57,8.6,0.03,193.0
00652,富邦印度,88258.0,2625621.0,29.96,29.96,29.7,29.7,-0.26,432.0
00653L,富邦印度正2,215600.0,9761782.0,45.79,45.79,44.94,45.0,-0.88,130.0
00654R,富邦印度反1,1752000.0,13837430.0,7.89,7.93,7.87,7.89,0.04,174.0
00655L,國泰中國A50正2,1460445.0,39864376.0,27.15,27.73,26.95,27.29,-0.28,462.0
00656R,國泰中國A50反1,293000.0,2505610.0,8.6,8.61,8.51,8.55,0.02,36.0
00657,國泰日經225,33046.0,1028644.0,31.05,31.21,31.05,31.21,-0.3,5.0
00657K,國泰日經225+U,200.0,2030.0,10.15,10.15,10.15,10.15,-0.12,2.0
00660,元大歐洲50,5847.0,163415.0,28.09,28.23,28.09,28.23,-0.22,1003.0
00661,元大日經225,2000.0,66380.0,33.16,33.22,33.16,33.22,-0.2,2.0
00662,富邦NASDAQ,3209094.0,139270169.0,43.52,43.52,43.2,43.45,-1.06,891.0
00663L,國泰臺灣加權正2,6153.0,529921.0,85.8,86.35,85.75,86.3,-2.25,9.0
00664R,國泰臺灣加權反1,7388109.0,49333758.0,6.68,6.7,6.65,6.66,0.07,450.0
00665L,富邦恒生國企正2,17035025.0,144692307.0,8.38,8.64,8.33,8.5,-0.16,1722.0
00666R,富邦恒生國企反1,622000.0,9342910.0,14.96,15.1,14.86,15.0,0.15,72.0
00668,國泰美國道瓊,11407.0,419744.0,36.84,36.9,36.8,36.88,-0.38,967.0
00668K,國泰美國道瓊+U,300.0,3598.0,11.98,12.0,11.98,12.0,-0.12,3.0
00669R,國泰美國道瓊反1,13278300.0,107189341.0,8.1,8.1,8.05,8.07,0.11,755.0
00670L,富邦NASDAQ正2,5850319.0,285877654.0,48.65,49.14,48.55,49.11,-2.54,2552.0
00671R,富邦NASDAQ反1,17802238.0,118123753.0,6.65,6.66,6.62,6.62,0.16,1296.0
00673R,期元大S&P原油反1,13279480.0,117088713.0,8.82,8.86,8.77,8.82,0.04,945.0
00674R,期元大S&P黃金反1,998001.0,13077013.0,13.12,13.13,13.09,13.1,0.19,119.0
00675L,富邦臺灣加權正2,718056.0,26916084.0,37.37,37.76,37.22,37.58,-1.0,540.0
