證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,12395862.0,1379134974.0,111.25,111.7,110.95,111.3,0.8,10075.0
0051,元大中型100,12403.0,642989.0,51.7,51.8,51.65,51.75,0.05,137.0
0052,富邦科技,268634.0,25138909.0,93.85,94.15,93.3,93.65,0.75,358.0
0053,元大電子,2342.0,122693.0,52.7,52.7,52.7,52.7,0.4,1008.0
0055,元大MSCI金融,281929.0,6115765.0,21.7,21.73,21.62,21.69,0.08,299.0
0056,元大高股息,11847142.0,302252011.0,25.55,25.6,25.43,25.46,0.01,9142.0
0057,富邦摩台,3872.0,305877.0,79.4,79.4,79.05,79.05,0.45,864.0
0061,元大寶滬深,349304.0,6598923.0,18.7,19.0,18.7,18.95,0.35,953.0
006203,元大MSCI台灣,4178.0,224520.0,53.9,53.9,53.9,53.9,0.45,897.0
006204,永豐臺灣加權,26252.0,1879465.0,71.8,71.8,71.6,71.6,0.3,996.0
006205,富邦上証,1253207.0,40080600.0,31.6,32.12,31.6,32.02,0.61,326.0
006206,元大上證50,52251.0,1614459.0,30.69,31.05,30.69,30.97,0.64,1053.0
006207,FH滬深,119174.0,2966380.0,24.79,25.08,24.77,25.08,0.56,946.0
006208,富邦台50,2068209.0,130020467.0,62.7,63.15,62.6,62.8,0.45,3600.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5580104.0,530253194.0,95.15,95.85,94.25,94.5,0.7,2305.0
00632R,元大台灣50反1,143100580.0,837089299.0,5.84,5.88,5.82,5.87,-0.03,6022.0
00633L,富邦上証正2,15057624.0,607683495.0,39.85,40.98,39.71,40.7,2.05,2911.0
00634R,富邦上証反1,1251079.0,5528348.0,4.46,4.46,4.4,4.41,-0.1,150.0
00635U,期元大S&P黃金,519337.0,12427103.0,23.92,23.97,23.87,23.89,0.07,228.0
00636,國泰中國A50,1221197.0,26708659.0,21.66,22.06,21.66,21.96,0.55,954.0
00636K,國泰中國A50+U,200.0,1428.0,7.14,7.14,7.14,7.14,0.14,2.0
00637L,元大滬深300正2,120374926.0,1915950311.0,15.74,16.18,15.66,16.11,0.83,14421.0
00638R,元大滬深300反1,1242155.0,11602395.0,9.46,9.46,9.28,9.32,-0.24,271.0
00639,富邦深100,1112133.0,14421440.0,12.72,13.03,12.72,13.02,0.42,1224.0
00640L,富邦日本正2,666168.0,17446008.0,26.25,26.34,26.04,26.18,-0.17,167.0
00641R,富邦日本反1,2630198.0,26601346.0,10.06,10.18,10.06,10.13,0.07,405.0
00642U,期元大S&P石油,8063243.0,127148049.0,15.74,15.82,15.7,15.82,-0.58,2311.0
00643,群益深証中小,353560.0,5283432.0,14.85,15.07,14.75,15.01,0.37,88.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,83360.0,2080708.0,24.98,25.01,24.95,24.96,0.01,1035.0
00646,元大S&P500,279204.0,10214998.0,36.59,36.61,36.47,36.59,0.17,317.0
00647L,元大S&P500正2,91614.0,4559434.0,49.77,49.85,49.5,49.82,0.49,49.0
00648R,元大S&P500反1,4613050.0,34969909.0,7.59,7.6,7.57,7.59,-0.04,171.0
00650L,FH香港正2,21426595.0,334522952.0,15.47,15.92,15.33,15.4,0.74,2350.0
00651R,FH香港反1,4162000.0,33231540.0,8.07,8.08,7.9,8.01,-0.22,593.0
00652,富邦印度,126208.0,3771652.0,29.92,29.92,29.84,29.86,-0.06,121.0
00653L,富邦印度正2,294175.0,13262258.0,45.45,45.45,44.86,44.91,-0.36,115.0
00654R,富邦印度反1,550000.0,4349090.0,7.91,7.95,7.89,7.95,0.04,62.0
00655L,國泰中國A50正2,5777793.0,165280604.0,28.26,29.04,28.15,28.84,1.43,1129.0
00656R,國泰中國A50反1,1104100.0,9221974.0,8.43,8.43,8.3,8.33,-0.18,153.0
00657,國泰日經225,164936.0,5077346.0,30.82,30.83,30.73,30.73,0.13,944.0
00657K,國泰日經225+U,200.0,2004.0,10.02,10.02,10.02,10.02,0.03,2.0
00660,元大歐洲50,8269.0,238665.0,29.0,29.06,28.95,28.95,0.41,1004.0
00661,元大日經225,4250.0,139915.0,32.93,32.93,32.85,32.85,0.0,6.0
00662,富邦NASDAQ,722213.0,31116975.0,43.15,43.2,42.99,43.16,0.04,438.0
00663L,國泰臺灣加權正2,415000.0,36414850.0,87.95,88.35,86.85,87.05,0.45,35.0
00664R,國泰臺灣加權反1,20663617.0,136427358.0,6.61,6.63,6.58,6.62,-0.03,442.0
00665L,富邦恒生國企正2,30255357.0,298759122.0,9.86,10.07,9.7,9.75,0.52,3096.0
00666R,富邦恒生國企反1,640000.0,8868980.0,14.22,14.22,13.69,13.91,-0.44,184.0
00668,國泰美國道瓊,141583.0,5243828.0,37.04,37.11,37.04,37.11,0.12,970.0
00668K,國泰美國道瓊+U,200.0,2410.0,12.05,12.05,12.05,12.05,0.02,2.0
00669R,國泰美國道瓊反1,6793799.0,54553471.0,8.03,8.05,8.02,8.03,-0.01,542.0
00670L,富邦NASDAQ正2,4163448.0,200411336.0,48.25,48.35,47.84,48.18,-0.01,1150.0
00671R,富邦NASDAQ反1,13399091.0,89468979.0,6.67,6.7,6.66,6.67,-0.01,388.0
00673R,期元大S&P原油反1,56321529.0,524643572.0,9.32,9.34,9.29,9.29,0.31,3129.0
00674R,期元大S&P黃金反1,2425090.0,30734411.0,12.67,12.71,12.65,12.71,-0.03,242.0
00675L,富邦臺灣加權正2,2057233.0,78532269.0,38.17,38.48,37.79,37.91,0.2,532.0
00676R,富邦臺灣加權反1,13682431.0,49605788.0,3.64,3.65,3.61,3.64,-0.02,363.0
00678,群益NBI生技,493515.0,12878521.0,26.06,26.13,26.06,26.1,0.2,1032.0
00680L,元大美債20正2,6269575.0,72930526.0,11.64,11.66,11.58,11.59,0.05,863.0
00681R,元大美債20反1,215000.0,3950010.0,18.36,18.4,18.34,18.4,-0.05,37.0
