證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,13852368.0,1653181275.0,119.95,120.25,118.8,118.85,-2.8,33160.0
0051,元大中型100,24494.0,1352016.0,55.35,55.4,54.75,54.85,-0.55,190.0
0052,富邦科技,553652.0,58373466.0,105.75,106.25,105.0,105.05,-2.8,1003.0
0053,元大電子,6357.0,370600.0,58.25,58.55,58.25,58.3,-1.45,1003.0
0055,元大MSCI金融,165462.0,3722725.0,22.54,22.6,22.4,22.41,-0.13,324.0
0056,元大高股息,16108083.0,436387753.0,27.13,27.16,27.03,27.05,-0.08,14125.0
0057,富邦摩台,4035.0,349232.0,87.2,87.2,86.4,86.5,-1.85,892.0
0061,元大寶滬深,81561.0,1603006.0,19.79,19.84,19.62,19.65,-0.04,973.0
006203,元大MSCI台灣,4556.0,262208.0,57.95,57.95,57.65,57.65,-1.1,1017.0
006204,永豐臺灣加權,34264.0,2655372.0,77.85,77.85,77.35,77.35,-1.1,931.0
006205,富邦上証,3252458.0,106811415.0,32.95,33.05,32.74,32.8,-0.07,491.0
006206,元大上證50,98219.0,3083674.0,31.47,31.62,31.32,31.39,-0.08,1118.0
006207,FH滬深,253372.0,6554774.0,26.03,26.03,25.76,25.77,0.01,1004.0
006208,富邦台50,5895664.0,407275617.0,69.5,69.5,68.8,68.85,-1.4,14611.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5906090.0,656466945.0,112.05,112.75,110.2,110.2,-4.3,4867.0
00632R,元大台灣50反1,254869102.0,1373998653.0,5.38,5.41,5.35,5.41,0.09,8879.0
00633L,富邦上証正2,5654800.0,238654525.0,42.45,42.8,41.8,41.89,-0.26,1529.0
00634R,富邦上証反1,333000.0,1428620.0,4.28,4.3,4.27,4.29,0.0,31.0
00635U,期元大S&P黃金,399375.0,9451145.0,23.74,23.77,23.6,23.6,-0.16,226.0
00636,國泰中國A50,2354338.0,52967355.0,22.6,22.69,22.44,22.49,-0.07,1156.0
00636K,國泰中國A50+U,200.0,1478.0,7.39,7.39,7.39,7.39,-0.07,2.0
00637L,元大滬深300正2,47332277.0,788248462.0,16.68,16.87,16.49,16.52,-0.09,6326.0
00638R,元大滬深300反1,450000.0,4036440.0,8.95,9.03,8.93,9.0,0.02,50.0
00639,富邦深100,2113685.0,28877419.0,13.76,13.76,13.61,13.66,0.0,313.0
00640L,富邦日本正2,40200.0,1185372.0,29.58,29.58,29.38,29.44,-0.24,15.0
00641R,富邦日本反1,348000.0,3279720.0,9.42,9.46,9.4,9.46,0.04,81.0
00642U,期元大S&P石油,3134381.0,52148363.0,16.64,16.7,16.57,16.57,-0.15,623.0
00643,群益深証中小,255945.0,4034211.0,15.94,15.94,15.7,15.78,0.01,102.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,34702.0,916487.0,26.54,26.54,26.37,26.4,-0.15,1006.0
00646,元大S&P500,422920.0,16315936.0,38.56,38.61,38.54,38.6,0.04,483.0
00647L,元大S&P500正2,150518.0,8453466.0,56.2,56.3,56.0,56.05,-0.35,63.0
00648R,元大S&P500反1,2272294.0,16014259.0,7.04,7.07,7.04,7.07,0.04,128.0
00650L,FH香港正2,9995624.0,147536251.0,15.14,15.15,14.59,14.69,-0.42,1574.0
00651R,FH香港反1,2138990.0,17214240.0,7.94,8.1,7.93,8.06,0.1,193.0
00652,富邦印度,136023.0,3942668.0,28.91,29.09,28.91,29.09,0.18,259.0
00653L,富邦印度正2,735296.0,31894434.0,43.22,43.6,43.14,43.56,0.49,269.0
00654R,富邦印度反1,601000.0,4799530.0,7.99,8.02,7.95,7.98,-0.04,59.0
00655L,國泰中國A50正2,2626472.0,78438839.0,29.96,30.36,29.64,29.71,-0.18,490.0
00656R,國泰中國A50反1,262000.0,2109390.0,8.02,8.09,8.01,8.09,0.05,15.0
00657,國泰日經225,103970.0,3390765.0,32.64,32.64,32.54,32.62,-0.15,964.0
00657K,國泰日經225+U,200.0,2148.0,10.74,10.74,10.74,10.74,-0.08,2.0
