證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,44330389.0,5335880299.0,120.8,121.0,120.0,120.7,0.0,31199.0
0051,元大中型100,61870.0,3317665.0,54.15,54.15,53.25,53.85,1.35,199.0
0052,富邦科技,797993.0,84334845.0,106.3,106.4,105.2,106.2,5.8,1096.0
0053,元大電子,5813.0,339085.0,58.55,58.6,58.3,58.6,2.8,1019.0
0055,元大MSCI金融,433483.0,9795019.0,22.65,22.89,22.37,22.68,0.32,487.0
0056,元大高股息,36670683.0,970858095.0,26.47,26.55,26.4,26.53,0.47,23765.0
0057,富邦摩台,4759.0,414088.0,87.2,87.45,87.2,87.45,3.5,1025.0
0061,元大寶滬深,442154.0,8973924.0,20.0,20.52,20.0,20.11,0.23,1127.0
006203,元大MSCI台灣,18949.0,1093500.0,57.5,58.5,57.5,57.8,0.0,828.0
006204,永豐臺灣加權,44535.0,3417725.0,77.3,77.3,76.6,76.75,2.05,1020.0
006205,富邦上証,3385045.0,115434534.0,33.52,34.83,33.52,33.98,0.46,1519.0
006206,元大上證50,352775.0,11670662.0,32.9,33.45,32.8,32.93,0.39,1138.0
006207,FH滬深,988574.0,26594348.0,26.72,27.14,26.59,26.65,0.45,94.0
006208,富邦台50,8668336.0,602833136.0,69.3,70.0,69.3,69.75,3.0,10305.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,7548785.0,842293262.0,112.1,112.65,110.4,111.55,7.55,3470.0
00632R,元大台灣50反1,280063792.0,1511902969.0,5.39,5.43,5.35,5.4,-0.18,15757.0
00633L,富邦上証正2,14380412.0,660022103.0,46.4,46.66,44.97,45.14,1.09,2603.0
00634R,富邦上証反1,915021.0,3772745.0,4.17,4.18,4.08,4.14,-0.07,97.0
00635U,期元大S&P黃金,751804.0,18570908.0,24.72,24.77,24.65,24.75,0.16,235.0
00636,國泰中國A50,2610731.0,61622285.0,23.43,23.9,23.43,23.46,0.03,1193.0
00636K,國泰中國A50+U,200.0,1558.0,7.79,7.79,7.79,7.79,0.16,2.0
00637L,元大滬深300正2,114404083.0,2071098127.0,18.14,18.39,17.74,17.8,0.38,11482.0
00638R,元大滬深300反1,3031636.0,26090239.0,8.7,8.7,8.56,8.69,-0.15,169.0
00639,富邦深100,1381246.0,19569195.0,14.22,14.4,14.06,14.08,0.32,579.0
00640L,富邦日本正2,1958328.0,57428195.0,29.1,29.47,29.1,29.29,2.12,369.0
00641R,富邦日本反1,1649370.0,15631258.0,9.51,9.51,9.45,9.49,-0.39,309.0
00642U,期元大S&P石油,2392652.0,40444522.0,16.98,17.03,16.77,16.77,-0.09,718.0
00643,群益深証中小,511275.0,8248382.0,15.88,16.26,15.88,16.01,0.38,142.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,249071.0,6573833.0,26.07,26.47,26.07,26.4,1.0,1160.0
00646,元大S&P500,788648.0,29845267.0,37.88,37.95,37.77,37.82,0.47,817.0
00647L,元大S&P500正2,302377.0,16519455.0,54.95,54.95,54.4,54.4,1.55,117.0
00648R,元大S&P500反1,3534484.0,25279151.0,7.15,7.17,7.14,7.17,-0.12,288.0
00650L,FH香港正2,11945343.0,205743353.0,17.36,17.42,16.92,16.95,1.08,1394.0
