證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,14600817.0,1723846104.0,118.35,118.35,117.8,118.1,0.0,16373.0
0051,元大中型100,18759.0,987045.0,52.5,52.7,52.4,52.5,0.1,157.0
0052,富邦科技,247508.0,24862236.0,100.7,100.7,100.15,100.4,-0.3,433.0
0053,元大電子,11693.0,650468.0,55.85,55.85,55.6,55.8,-0.05,532.0
0055,元大MSCI金融,256179.0,5724177.0,22.2,22.37,22.2,22.36,0.12,367.0
0056,元大高股息,11517923.0,300012330.0,26.04,26.07,26.01,26.06,0.04,8639.0
0057,富邦摩台,115875.0,9714727.0,83.75,84.05,83.7,83.95,0.1,888.0
0061,元大寶滬深,323125.0,6452996.0,20.18,20.18,19.87,19.88,-0.31,416.0
006203,元大MSCI台灣,7284.0,414565.0,57.0,57.0,56.7,57.0,0.0,24.0
006204,永豐臺灣加權,22934.0,1712778.0,74.7,74.8,74.7,74.7,0.0,692.0
006205,富邦上証,2843235.0,95522581.0,33.68,33.86,33.52,33.52,-0.49,980.0
006206,元大上證50,242569.0,7917559.0,33.0,33.02,32.48,32.54,-0.64,700.0
006207,FH滬深,373276.0,9834475.0,26.45,26.45,26.2,26.2,-0.35,577.0
006208,富邦台50,2773117.0,185000398.0,66.8,66.85,66.55,66.75,-0.1,4702.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,4149660.0,432005893.0,104.0,104.45,103.75,104.0,0.0,1530.0
00632R,元大台灣50反1,116332210.0,649468423.0,5.59,5.6,5.57,5.58,-0.01,6891.0
00633L,富邦上証正2,10334949.0,459270777.0,44.95,45.1,44.05,44.05,-1.25,2115.0
00634R,富邦上証反1,725000.0,3038570.0,4.15,4.21,4.15,4.21,0.07,109.0
00635U,期元大S&P黃金,888128.0,21840080.0,24.69,24.69,24.53,24.59,-0.11,260.0
00636,國泰中國A50,3793979.0,88384495.0,23.5,23.58,23.17,23.43,-0.13,1700.0
00636K,國泰中國A50+U,200.0,1526.0,7.63,7.63,7.63,7.63,-0.14,2.0
00637L,元大滬深300正2,72182549.0,1268663262.0,17.74,17.78,17.41,17.42,-0.43,8009.0
00638R,元大滬深300反1,994259.0,8755019.0,8.78,8.84,8.74,8.84,0.11,110.0
00639,富邦深100,866249.0,11954417.0,13.95,13.95,13.76,13.76,-0.2,427.0
00640L,富邦日本正2,477507.0,12972879.0,27.09,27.25,27.09,27.17,0.36,153.0
00641R,富邦日本反1,989060.0,9759974.0,9.89,9.89,9.85,9.88,-0.06,146.0
00642U,期元大S&P石油,3321144.0,55867600.0,16.76,16.89,16.74,16.86,0.01,631.0
