證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,12128000.0,1332118750.0,110.5,110.5,109.4,110.0,-1.6,5581.0
0051,元大中型100,23000.0,1180900.0,51.5,51.5,51.05,51.45,-0.3,14.0
0052,富邦科技,414000.0,38216550.0,93.1,93.1,91.85,92.6,-1.6,271.0
0053,元大電子,3000.0,156200.0,52.1,52.1,52.0,52.0,-1.0,3.0
0055,元大MSCI金融,97000.0,2089200.0,21.69,21.69,21.5,21.53,-0.09,49.0
0056,元大高股息,26350000.0,669141940.0,25.55,25.55,25.3,25.38,-0.25,12194.0
0057,富邦摩台,2000.0,156300.0,78.2,78.2,78.1,78.1,-1.4,2.0
0061,元大寶滬深,75000.0,1383150.0,18.42,18.5,18.33,18.5,0.11,38.0
006203,元大MSCI台灣,6000.0,320100.0,53.25,53.4,53.25,53.3,-0.85,6.0
006204,永豐臺灣加權,22000.0,1557800.0,70.8,71.0,70.8,70.8,-1.1,4.0
006205,富邦上証,157000.0,4878770.0,30.85,31.15,30.85,31.15,0.07,47.0
006206,元大上證50,180000.0,5394580.0,29.85,30.02,29.75,30.02,0.17,26.0
006207,FH滬深,45000.0,1089230.0,24.36,24.36,24.14,24.24,-0.12,10.0
006208,富邦台50,3611000.0,224499800.0,62.6,62.6,61.9,62.1,-1.0,1964.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,7632000.0,707138550.0,93.15,93.5,92.0,92.4,-2.65,2434.0
00632R,元大台灣50反1,163972000.0,972215190.0,5.91,5.95,5.9,5.94,0.09,7012.0
00633L,富邦上証正2,7810000.0,305505300.0,39.73,39.73,38.6,39.25,0.04,1781.0
00634R,富邦上証反1,460000.0,2081110.0,4.5,4.54,4.49,4.51,0.0,34.0
00635U,期元大S&P黃金,263000.0,6155000.0,23.39,23.42,23.38,23.39,0.08,108.0
00636,國泰中國A50,486000.0,10327960.0,21.32,21.36,21.14,21.3,-0.01,141.0
00636K,國泰中國A50+U,200.0,1386.0,6.93,6.93,6.93,6.93,-0.04,2.0
00637L,元大滬深300正2,70232000.0,1084856980.0,15.63,15.66,15.24,15.49,0.02,8218.0
00638R,元大滬深300反1,328000.0,3121520.0,9.49,9.57,9.47,9.51,0.0,37.0
00639,富邦深100,215000.0,2686870.0,12.61,12.61,12.44,12.54,-0.09,57.0
00640L,富邦日本正2,102000.0,2769590.0,27.08,27.22,26.96,27.22,-0.1,26.0
00641R,富邦日本反1,554000.0,5482400.0,9.89,9.91,9.87,9.87,0.03,95.0
00642U,期元大S&P石油,2683000.0,45661530.0,17.03,17.06,16.98,17.0,-0.13,512.0
00643,群益深証中小,126000.0,1844470.0,14.69,14.71,14.55,14.62,-0.1,32.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,59000.0,1500800.0,25.4,25.49,25.4,25.49,-0.06,23.0
00646,元大S&P500,227000.0,8273050.0,36.45,36.5,36.37,36.46,-0.32,120.0
00647L,元大S&P500正2,130000.0,6431450.0,49.4,49.56,49.35,49.52,-0.93,51.0
00648R,元大S&P500反1,848000.0,6456620.0,7.62,7.63,7.6,7.62,0.07,117.0
00650L,FH香港正2,15565000.0,218229810.0,13.91,14.22,13.74,13.99,0.27,1779.0
00651R,FH香港反1,1460000.0,12323540.0,8.53,8.53,8.38,8.47,-0.07,249.0
00652,富邦印度,53000.0,1581340.0,29.83,29.95,29.8,29.95,0.12,26.0
00653L,富邦印度正2,124000.0,5646090.0,45.39,45.73,45.28,45.64,0.33,66.0
00654R,富邦印度反1,266000.0,2097360.0,7.89,7.91,7.85,7.88,-0.01,62.0
00655L,國泰中國A50正2,2476000.0,68693480.0,28.1,28.16,27.38,27.83,0.01,617.0
00656R,國泰中國A50反1,93000.0,789500.0,8.51,8.54,8.47,8.48,0.01,18.0
00657,國泰日經225,4000.0,124830.0,31.17,31.24,31.17,31.24,-0.11,4.0
