證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,11889000.0,1315632850.0,110.8,111.4,110.3,110.75,0.45,7672.0
0051,元大中型100,45000.0,2308650.0,50.7,51.4,50.7,51.4,0.4,17.0
0052,富邦科技,306000.0,28717150.0,94.7,94.7,93.55,93.8,0.0,207.0
0053,元大電子,6000.0,317650.0,53.0,53.0,52.8,52.85,0.1,5.0
0055,元大MSCI金融,70000.0,1504070.0,21.46,21.55,21.45,21.51,0.05,53.0
0056,元大高股息,11814000.0,299478510.0,25.35,25.4,25.31,25.34,0.04,5502.0
0057,富邦摩台,2000.0,158300.0,79.35,79.35,78.95,78.95,0.15,2.0
0061,元大寶滬深,134000.0,2427490.0,18.17,18.24,18.0,18.02,-0.16,94.0
006203,元大MSCI台灣,2000.0,107850.0,54.0,54.0,53.85,53.85,0.15,2.0
006204,永豐臺灣加權,22000.0,1566550.0,71.35,71.35,71.2,71.2,0.3,4.0
006205,富邦上証,815000.0,24997050.0,30.68,30.84,30.6,30.66,0.03,442.0
006206,元大上證50,124000.0,3668560.0,29.6,29.75,29.4,29.75,0.42,31.0
006207,FH滬深,217000.0,5189340.0,23.89,24.07,23.84,23.89,0.0,47.0
006208,富邦台50,1501000.0,94214850.0,62.9,63.05,62.55,62.65,0.15,774.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,4175000.0,391152700.0,93.5,94.2,92.9,93.2,0.7,1216.0
00632R,元大台灣50反1,191937000.0,1133680510.0,5.91,5.94,5.88,5.93,-0.01,7241.0
00633L,富邦上証正2,4885000.0,186281710.0,37.85,38.45,37.83,38.11,0.5,900.0
00634R,富邦上証反1,461000.0,2109420.0,4.62,4.62,4.55,4.57,-0.05,64.0
00635U,期元大S&P黃金,354000.0,8314380.0,23.52,23.53,23.44,23.44,0.3,157.0
00636,國泰中國A50,590000.0,12356580.0,20.78,21.04,20.78,20.96,0.18,414.0
00636K,國泰中國A50+U,200.0,1360.0,6.8,6.8,6.8,6.8,-0.01,2.0
00637L,元大滬深300正2,44452000.0,667743560.0,14.88,15.15,14.87,15.01,0.2,4643.0
00638R,元大滬深300反1,907000.0,8741020.0,9.72,9.72,9.62,9.67,-0.06,60.0
00639,富邦深100,342000.0,4226020.0,12.37,12.42,12.3,12.32,-0.01,86.0
00640L,富邦日本正2,919000.0,24858560.0,26.86,27.3,26.75,26.82,-0.13,134.0
00641R,富邦日本反1,703000.0,6961980.0,9.97,9.97,9.84,9.94,0.02,117.0
00642U,期元大S&P石油,1171000.0,19104330.0,16.28,16.35,16.26,16.26,0.13,358.0
00643,群益深証中小,266000.0,3844930.0,14.51,14.51,14.4,14.44,0.02,128.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,121000.0,3065010.0,25.26,25.45,25.23,25.24,-0.14,44.0
00646,元大S&P500,968000.0,35325720.0,36.44,36.58,36.42,36.48,0.44,466.0
00647L,元大S&P500正2,446000.0,22236320.0,49.61,49.93,49.61,49.8,1.54,75.0
00648R,元大S&P500反1,4238000.0,32183050.0,7.6,7.62,7.58,7.6,-0.13,340.0
00650L,FH香港正2,5622000.0,72852190.0,12.88,13.08,12.84,12.87,0.21,724.0
00651R,FH香港反1,1140000.0,10034900.0,8.91,8.91,8.76,8.83,-0.08,116.0
00652,富邦印度,64000.0,1950450.0,30.13,30.55,30.13,30.35,0.23,48.0
00653L,富邦印度正2,120000.0,5682730.0,47.0,47.55,46.92,46.94,0.72,70.0
00654R,富邦印度反1,598000.0,4649910.0,7.85,7.85,7.74,7.81,-0.07,66.0
00655L,國泰中國A50正2,1499000.0,40584130.0,26.84,27.28,26.84,27.05,0.37,292.0
00656R,國泰中國A50反1,580000.0,5010240.0,8.7,8.7,8.59,8.61,-0.07,55.0
00657,國泰日經225,7000.0,219080.0,31.42,31.42,31.27,31.27,0.08,7.0
00657K,國泰日經225+U,200.0,2036.0,10.18,10.18,10.18,10.18,-0.02,2.0
00660,元大歐洲50,4000.0,112210.0,28.08,28.11,28.01,28.11,0.51,3.0
00661,元大日經225,3000.0,100970.0,33.74,33.74,33.49,33.49,0.14,2.0
00662,富邦NASDAQ,715000.0,31499530.0,44.0,44.14,43.95,44.02,0.13,344.0
00663L,國泰臺灣加權正2,23000.0,1974250.0,86.55,86.55,85.8,85.85,0.45,4.0
00664R,國泰臺灣加權反1,10327000.0,68929400.0,6.67,6.7,6.65,6.68,-0.03,621.0
00665L,富邦恒生國企正2,13996000.0,114044480.0,8.13,8.22,8.07,8.1,0.15,1447.0
00666R,富邦恒生國企反1,174000.0,2667040.0,15.26,15.38,15.26,15.37,-0.16,39.0
00668,國泰美國道瓊,24000.0,883130.0,36.76,36.82,36.76,36.8,0.48,12.0
00668K,國泰美國道瓊+U,300.0,3592.0,11.98,11.98,11.96,11.96,0.17,3.0
00669R,國泰美國道瓊反1,11847000.0,95611810.0,8.08,8.09,8.05,8.08,-0.12,1190.0
00670L,富邦NASDAQ正2,3327000.0,168196150.0,50.45,50.75,50.35,50.55,1.5,998.0
00671R,富邦NASDAQ反1,9566000.0,62612770.0,6.54,6.57,6.53,6.56,-0.09,739.0
00673R,期元大S&P原油反1,7956000.0,72064540.0,9.08,9.09,9.04,9.09,-0.09,789.0
