證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,14297030.0,1709758781.0,120.1,120.1,119.25,119.25,-1.75,25811.0
0051,元大中型100,39450.0,2164370.0,54.7,55.0,54.7,54.85,-0.1,184.0
0052,富邦科技,429584.0,45515904.0,106.2,106.2,105.6,105.6,-1.6,607.0
0053,元大電子,7807.0,456026.0,58.6,58.6,58.4,58.6,-0.8,978.0
0055,元大MSCI金融,280492.0,6251093.0,22.37,22.37,22.2,22.3,-0.11,486.0
0056,元大高股息,29012613.0,780421418.0,26.98,26.98,26.85,26.92,-0.08,25009.0
0057,富邦摩台,5018.0,434330.0,86.75,86.8,86.4,86.4,-1.5,839.0
0061,元大寶滬深,169585.0,3301207.0,19.53,19.58,19.37,19.45,-0.13,828.0
006203,元大MSCI台灣,8300.0,476565.0,57.4,57.75,57.25,57.75,-0.1,495.0
006204,永豐臺灣加權,36659.0,2837075.0,77.75,77.75,77.3,77.45,-0.55,746.0
006205,富邦上証,1089299.0,35242576.0,32.66,32.66,32.24,32.27,-0.39,398.0
006206,元大上證50,191739.0,5951280.0,31.3,31.75,30.9,30.99,-0.44,1103.0
006207,FH滬深,70255.0,1792838.0,25.75,25.82,25.37,25.4,-0.22,892.0
006208,富邦台50,6273271.0,433638020.0,69.45,69.5,68.9,69.0,-0.95,11882.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2591650.0,288381018.0,111.8,111.95,110.7,110.7,-2.85,2625.0
00632R,元大台灣50反1,100556871.0,542055007.0,5.38,5.4,5.37,5.4,0.06,5872.0
00633L,富邦上証正2,10838295.0,443342837.0,41.7,41.7,40.56,40.63,-1.29,2708.0
00634R,富邦上証反1,1374000.0,5919750.0,4.27,4.34,4.27,4.33,0.08,122.0
00635U,期元大S&P黃金,917764.0,21966698.0,23.9,24.02,23.84,24.01,-0.49,294.0
00636,國泰中國A50,1997637.0,44260497.0,22.39,22.39,22.05,22.16,-0.33,788.0
00636K,國泰中國A50+U,200.0,1476.0,7.38,7.38,7.38,7.38,-0.17,2.0
00637L,元大滬深300正2,78382423.0,1264566091.0,16.43,16.44,15.98,16.01,-0.5,11941.0
00638R,元大滬深300反1,2622243.0,23663617.0,8.93,9.07,8.93,9.07,0.18,237.0
00639,富邦深100,1169751.0,15727658.0,13.41,13.58,13.4,13.43,-0.07,629.0
00640L,富邦日本正2,92310.0,2704259.0,29.22,29.35,29.22,29.23,0.37,54.0
00641R,富邦日本反1,594136.0,5621182.0,9.49,9.5,9.45,9.47,-0.02,94.0
00642U,期元大S&P石油,12745893.0,198734167.0,15.76,15.76,15.54,15.58,-0.42,3323.0
00643,群益深証中小,427610.0,6696786.0,15.87,15.87,15.63,15.67,-0.08,944.0
