證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,15272877.0,1673263794.0,109.6,110.9,108.45,110.75,0.55,13899.0
0051,元大中型100,59406.0,3033756.0,51.25,51.5,50.8,51.4,0.15,148.0
0052,富邦科技,284445.0,26319413.0,92.0,93.5,91.4,93.3,0.8,403.0
0053,元大電子,7014.0,361840.0,51.7,52.35,51.4,52.35,0.95,1006.0
0055,元大MSCI金融,92843.0,1984374.0,21.46,21.52,21.23,21.49,-0.01,307.0
0056,元大高股息,14697328.0,372787005.0,25.28,25.5,25.19,25.49,0.09,11364.0
0057,富邦摩台,22999.0,1800503.0,78.6,78.65,78.3,78.65,0.05,1001.0
0061,元大寶滬深,135943.0,2516354.0,18.42,18.65,18.4,18.54,0.12,953.0
006203,元大MSCI台灣,4673.0,247323.0,52.6,53.5,52.6,53.25,0.05,910.0
006204,永豐臺灣加權,35658.0,2537288.0,70.7,71.2,70.7,71.2,0.0,980.0
006205,富邦上証,907151.0,28471417.0,31.17,31.59,31.03,31.5,0.33,195.0
006206,元大上證50,42306.0,1274133.0,30.04,30.46,29.9,30.46,0.42,926.0
006207,FH滬深,71811.0,1764244.0,24.47,24.73,24.24,24.6,0.28,13.0
006208,富邦台50,3480749.0,215902000.0,61.8,62.7,61.35,62.6,0.5,5762.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,10188672.0,938576250.0,91.5,94.3,90.4,94.05,1.25,3759.0
00632R,元大台灣50反1,197420151.0,1172489755.0,5.96,6.0,5.88,5.88,-0.03,9013.0
00633L,富邦上証正2,9994032.0,383965000.0,38.9,39.01,37.81,38.65,-0.5,2288.0
00634R,富邦上証反1,1240000.0,5648400.0,4.53,4.59,4.52,4.54,0.03,94.0
00635U,期元大S&P黃金,994164.0,23560091.0,23.63,23.79,23.59,23.75,0.28,373.0
00636,國泰中國A50,443193.0,9438898.0,21.42,21.44,21.07,21.4,0.02,693.0
00636K,國泰中國A50+U,200.0,1392.0,6.96,6.96,6.96,6.96,0.0,2.0
00637L,元大滬深300正2,90188258.0,1368904042.0,15.39,15.41,14.94,15.26,-0.21,10748.0
00638R,元大滬深300反1,1315001.0,12664729.0,9.55,9.69,9.55,9.55,0.05,119.0
00639,富邦深100,807423.0,10199342.0,12.6,12.67,12.45,12.65,0.1,706.0
00640L,富邦日本正2,374821.0,9820388.0,26.21,26.29,26.01,26.27,-0.7,194.0
00641R,富邦日本反1,1328200.0,13357225.0,10.05,10.11,10.02,10.05,0.13,205.0
00642U,期元大S&P石油,3688079.0,62967505.0,17.12,17.17,16.97,17.04,0.23,603.0
00643,群益深証中小,536393.0,7883223.0,14.73,14.74,14.48,14.74,0.14,910.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,101335.0,2530052.0,25.0,25.0,24.89,24.98,-0.42,485.0
00646,元大S&P500,258409.0,9426212.0,36.49,36.57,36.36,36.55,-0.01,367.0
00647L,元大S&P500正2,81230.0,4024410.0,49.47,49.76,49.14,49.76,0.12,38.0
00648R,元大S&P500反1,1335128.0,10157525.0,7.62,7.64,7.59,7.6,-0.01,161.0
00650L,FH香港正2,18340304.0,249644921.0,13.7,14.13,13.06,14.06,0.25,2689.0
00651R,FH香港反1,2304010.0,19647893.0,8.55,8.71,8.38,8.4,-0.12,438.0
00652,富邦印度,74857.0,2240203.0,29.98,30.05,29.82,30.05,0.01,983.0
00653L,富邦印度正2,93045.0,4240515.0,46.01,46.01,45.17,45.82,-0.24,52.0
00654R,富邦印度反1,395051.0,3112080.0,7.86,7.91,7.84,7.84,0.02,45.0
00655L,國泰中國A50正2,2784620.0,75768479.0,27.63,27.65,26.76,27.44,-0.36,761.0
00656R,國泰中國A50反1,972000.0,8311290.0,8.52,8.64,8.51,8.52,0.06,45.0
00657,國泰日經225,38029.0,1163349.0,30.6,30.63,30.47,30.63,-0.43,10.0
00657K,國泰日經225+U,200.0,1994.0,9.97,9.97,9.97,9.97,-0.12,2.0
00660,元大歐洲50,4158.0,115822.0,27.99,28.17,27.99,28.17,-0.01,1003.0
00661,元大日經225,6979.0,227805.0,32.77,32.77,32.68,32.77,-0.53,977.0
00662,富邦NASDAQ,251243.0,10861407.0,43.22,43.34,43.03,43.31,-0.01,302.0
00663L,國泰臺灣加權正2,12151.0,1048856.0,85.35,86.7,85.35,86.55,0.85,13.0
00664R,國泰臺灣加權反1,5607670.0,37561419.0,6.73,6.77,6.64,6.65,-0.03,599.0
00665L,富邦恒生國企正2,42450642.0,361087202.0,8.56,8.85,8.17,8.82,0.18,4032.0
00666R,富邦恒生國企反1,383500.0,5700616.0,14.99,15.22,14.64,14.68,-0.14,97.0
00668,國泰美國道瓊,48262.0,1786042.0,37.0,37.05,37.0,37.03,-0.03,351.0
00668K,國泰美國道瓊+U,200.0,2410.0,12.05,12.05,12.05,12.05,-0.01,2.0
00669R,國泰美國道瓊反1,10431369.0,84018145.0,8.06,8.08,8.03,8.04,-0.01,535.0
00670L,富邦NASDAQ正2,3165838.0,153447173.0,48.37,48.75,48.0,48.68,0.23,952.0
00671R,富邦NASDAQ反1,11999021.0,79973699.0,6.67,6.7,6.64,6.64,-0.01,472.0
00673R,期元大S&P原油反1,15754931.0,136272440.0,8.63,8.7,8.6,8.66,-0.14,1794.0
00674R,期元大S&P黃金反1,2685038.0,34367260.0,12.86,12.88,12.76,12.79,-0.16,309.0
