證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,14342647.0,1562777609.0,109.2,109.6,108.4,109.5,-0.5,15143.0
0051,元大中型100,10613.0,539996.0,50.75,51.1,50.65,51.1,-0.35,118.0
0052,富邦科技,359940.0,32986799.0,91.5,92.3,91.2,92.0,-0.6,542.0
0053,元大電子,3119.0,160283.0,51.55,51.75,51.55,51.75,-0.25,1004.0
0055,元大MSCI金融,95786.0,2042210.0,21.5,21.5,21.24,21.35,-0.18,268.0
0056,元大高股息,19445546.0,489725913.0,25.22,25.36,25.09,25.29,-0.09,14088.0
0057,富邦摩台,42871.0,3322967.0,77.55,77.65,77.45,77.65,-0.45,875.0
0061,元大寶滬深,24404.0,447854.0,18.44,18.44,18.3,18.34,-0.16,366.0
006203,元大MSCI台灣,6544.0,343896.0,53.0,53.0,52.4,52.85,-0.45,1008.0
006204,永豐臺灣加權,24076.0,1700011.0,70.5,70.65,70.5,70.65,-0.15,831.0
006205,富邦上証,420681.0,13020611.0,31.14,31.14,30.8,30.96,-0.19,125.0
006206,元大上證50,8195.0,243237.0,29.78,29.85,29.7,29.77,-0.25,976.0
006207,FH滬深,242960.0,5829901.0,24.07,24.14,23.96,24.05,-0.19,967.0
006208,富邦台50,3358138.0,206949075.0,61.9,61.9,61.4,61.85,-0.25,6110.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5766857.0,524676609.0,91.0,91.9,90.3,91.7,-0.7,3211.0
00632R,元大台灣50反1,207035930.0,1238423517.0,5.98,6.01,5.95,5.96,0.02,8520.0
00633L,富邦上証正2,6937817.0,267208214.0,38.9,38.95,38.07,38.44,-0.81,1755.0
00634R,富邦上証反1,406197.0,1847740.0,4.54,4.57,4.53,4.55,0.04,70.0
00635U,期元大S&P黃金,262168.0,6116659.0,23.34,23.36,23.31,23.36,-0.03,72.0
00636,國泰中國A50,209014.0,4416888.0,21.18,21.24,21.0,21.13,-0.17,1022.0
00636K,國泰中國A50+U,200.0,1372.0,6.86,6.86,6.86,6.86,-0.07,2.0
00637L,元大滬深300正2,61774236.0,939922266.0,15.38,15.38,15.04,15.19,-0.3,7055.0
00638R,元大滬深300反1,372059.0,3577347.0,9.52,9.68,9.52,9.6,0.09,82.0
00639,富邦深100,271963.0,3389510.0,12.53,12.53,12.43,12.51,-0.03,899.0
00640L,富邦日本正2,191349.0,5126079.0,26.76,26.91,26.69,26.88,-0.34,64.0
00641R,富邦日本反1,875000.0,8712890.0,9.97,9.97,9.94,9.95,0.08,114.0
00642U,期元大S&P石油,1990202.0,33419661.0,16.81,16.85,16.76,16.8,-0.2,535.0
00643,群益深証中小,93044.0,1348987.0,14.46,14.61,14.46,14.6,-0.02,950.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,87007.0,2198348.0,25.23,25.34,25.21,25.32,-0.17,1027.0
00646,元大S&P500,274953.0,9917499.0,36.05,36.1,36.03,36.07,-0.39,500.0
00647L,元大S&P500正2,156554.0,7566946.0,48.39,48.42,48.25,48.34,-1.18,91.0
00648R,元大S&P500反1,2954435.0,22777997.0,7.71,7.72,7.7,7.71,0.09,376.0
00650L,FH香港正2,7371885.0,99987851.0,13.68,13.74,13.43,13.62,-0.37,1075.0
00651R,FH香港反1,2416140.0,20752709.0,8.54,8.63,8.54,8.6,0.13,239.0
00652,富邦印度,170938.0,5100522.0,29.96,29.97,29.76,29.77,-0.18,395.0
00653L,富邦印度正2,100300.0,4522643.0,45.5,45.5,44.93,45.0,-0.64,51.0
