證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4258430.0,472402011.0,110.8,111.2,110.7,111.1,0.4,8121.0
0051,元大中型100,21986.0,1135654.0,51.3,51.6,51.2,51.55,0.25,137.0
0052,富邦科技,118674.0,11119054.0,93.65,93.95,93.5,93.75,0.1,320.0
0053,元大電子,7026.0,369177.0,52.6,52.8,52.5,52.8,0.05,988.0
0055,元大MSCI金融,191687.0,4137112.0,21.6,21.62,21.5,21.58,0.03,330.0
0056,元大高股息,12787131.0,326824544.0,25.6,25.63,25.52,25.58,-0.02,12128.0
0057,富邦摩台,24861.0,1957408.0,78.75,79.1,78.7,79.1,0.05,866.0
0061,元大寶滬深,50733.0,925904.0,18.15,18.4,18.07,18.25,0.1,652.0
006203,元大MSCI台灣,5748.0,307953.0,53.55,53.85,53.5,53.85,-0.05,624.0
006204,永豐臺灣加權,24927.0,1782124.0,71.45,71.65,71.45,71.5,0.15,760.0
006205,富邦上証,585195.0,17978597.0,30.54,30.82,30.53,30.74,0.13,279.0
006206,元大上證50,87819.0,2604088.0,29.6,29.71,29.48,29.66,0.22,1022.0
006207,FH滬深,37000.0,887240.0,24.01,24.06,23.89,24.03,0.14,11.0
006208,富邦台50,2846028.0,179137494.0,62.95,63.05,62.75,62.95,0.15,4790.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2364051.0,222254641.0,94.05,94.4,93.65,94.35,0.65,982.0
00632R,元大台灣50反1,74735698.0,440169929.0,5.88,5.91,5.87,5.89,0.0,2782.0
00633L,富邦上証正2,2908662.0,112233469.0,38.58,38.85,38.2,38.59,0.15,582.0
00634R,富邦上証反1,616010.0,2804705.0,4.56,4.57,4.54,4.56,0.0,35.0
00635U,期元大S&P黃金,398616.0,9293994.0,23.43,23.43,23.26,23.33,0.12,95.0
00636,國泰中國A50,146635.0,3089055.0,21.07,21.14,20.91,21.11,0.09,824.0
00636K,國泰中國A50+U,200.0,1374.0,6.87,6.87,6.87,6.87,0.01,2.0
00637L,元大滬深300正2,37515302.0,570583172.0,15.2,15.29,15.03,15.18,0.05,3167.0
00638R,元大滬深300反1,463039.0,4435364.0,9.61,9.63,9.56,9.6,-0.02,30.0
00639,富邦深100,386381.0,4790493.0,12.34,12.45,12.3,12.44,0.14,841.0
00640L,富邦日本正2,85512.0,2309850.0,26.94,27.11,26.91,27.1,0.17,25.0
00641R,富邦日本反1,329038.0,3257788.0,9.93,9.94,9.88,9.89,-0.03,59.0
00642U,期元大S&P石油,1726317.0,29135273.0,16.87,16.95,16.81,16.88,0.15,564.0
00643,群益深証中小,56882.0,822917.0,14.4,14.52,14.32,14.49,0.2,756.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,102457.0,2600097.0,25.34,25.43,25.31,25.43,0.12,756.0
00646,元大S&P500,366242.0,13471204.0,36.49,36.88,36.49,36.84,0.4,542.0
00647L,元大S&P500正2,24307.0,1210201.0,49.51,49.93,49.51,49.88,0.43,13.0
00648R,元大S&P500反1,576100.0,4377989.0,7.56,7.63,7.56,7.6,-0.02,88.0
00650L,FH香港正2,1280502.0,17197056.0,13.34,13.47,13.34,13.46,-0.03,274.0
00651R,FH香港反1,141010.0,1210785.0,8.6,8.64,8.56,8.58,-0.02,34.0
00652,富邦印度,157264.0,4666663.0,29.6,29.8,29.55,29.8,0.1,509.0
00653L,富邦印度正2,194665.0,8680828.0,44.7,44.95,44.31,44.93,-0.07,138.0
00654R,富邦印度反1,1159150.0,9198866.0,7.99,7.99,7.9,7.9,0.01,165.0
00655L,國泰中國A50正2,1845000.0,50534060.0,27.5,27.56,27.1,27.4,0.11,225.0
00656R,國泰中國A50反1,636020.0,5436071.0,8.54,8.58,8.52,8.55,0.0,24.0
00657,國泰日經225,2000.0,62630.0,31.26,31.37,31.26,31.37,0.16,2.0
00657K,國泰日經225+U,200.0,2044.0,10.22,10.22,10.22,10.22,0.07,2.0
00660,元大歐洲50,2786.0,77182.0,27.87,28.09,27.87,28.09,-0.14,788.0
00661,元大日經225,1280.0,42935.0,33.54,33.54,33.54,33.54,0.32,3.0
00662,富邦NASDAQ,240908.0,10521946.0,43.51,43.87,43.49,43.55,0.1,364.0
00663L,國泰臺灣加權正2,15000.0,1299850.0,86.5,86.9,86.5,86.8,0.5,6.0
00664R,國泰臺灣加權反1,2169343.0,14434655.0,6.65,6.67,6.64,6.64,-0.02,254.0
00665L,富邦恒生國企正2,3610549.0,30495182.0,8.45,8.5,8.35,8.47,-0.03,572.0
00666R,富邦恒生國企反1,124000.0,1860770.0,15.01,15.05,14.99,14.99,-0.01,15.0
00668,國泰美國道瓊,6253.0,231807.0,37.21,37.21,37.18,37.18,0.3,582.0
00668K,國泰美國道瓊+U,300.0,3603.0,12.02,12.02,11.99,11.99,-0.01,3.0
00669R,國泰美國道瓊反1,4443205.0,35767593.0,8.03,8.06,8.03,8.04,-0.03,479.0
00670L,富邦NASDAQ正2,1211131.0,59542326.0,49.25,49.26,49.07,49.18,0.07,479.0
00671R,富邦NASDAQ反1,4517720.0,29930872.0,6.62,6.64,6.59,6.64,0.02,283.0
00673R,期元大S&P原油反1,5502495.0,48226307.0,8.72,8.79,8.72,8.78,-0.04,770.0
00674R,期元大S&P黃金反1,220001.0,2869623.0,13.09,13.09,12.99,13.05,-0.05,40.0
00675L,富邦臺灣加權正2,120074.0,4526284.0,37.72,37.84,37.55,37.84,0.26,121.0
00676R,富邦臺灣加權反1,4102545.0,15015505.0,3.66,3.67,3.65,3.65,-0.02,178.0
00678,群益NBI生技,354896.0,9380440.0,26.44,26.49,26.39,26.43,-0.18,85.0
00680L,元大美債20正2,2856646.0,33665675.0,11.78,11.81,11.73,11.81,-0.08,527.0
00681R,元大美債20反1,212000.0,3886340.0,18.36,18.4,18.3,18.39,0.14,52.0
00682U,期元大美元指數,19230.0,398827.0,20.74,20.74,20.74,20.74,0.0,9.0
00683L,期元大美元指正2,627000.0,13726370.0,22.0,22.0,21.85,21.93,-0.04,171.0
00684R,期元大美元指反1,,,,,,,0.0,
00685L,群益臺灣加權正2,34029.0,1138542.0,33.41,33.62,33.38,33.53,0.12,15.0
00686R,群益臺灣加權反1,620009.0,2454546.0,3.96,3.97,3.95,3.96,-0.02,20.0
00688L,國泰20年美債正2,543000.0,6304070.0,11.52,11.69,11.52,11.68,-0.09,99.0
00689R,國泰20年美債反1,109000.0,2078080.0,19.18,19.18,19.05,19.14,0.18,11.0
00690,兆豐藍籌30,185184.0,4629927.0,25.02,25.05,24.96,25.0,0.0,450.0
00692,富邦公司治理,1832739.0,49644081.0,27.06,27.15,27.02,27.12,0.1,1988.0
00693U,期街口S&P黃豆,24588.0,651318.0,26.5,26.5,26.46,26.5,0.18,14.0
00700,富邦恒生國企,217993.0,2810491.0,12.86,12.92,12.84,12.91,-0.05,926.0
00701,國泰股利精選30,1287994.0,28808390.0,22.3,22.4,22.3,22.38,0.09,734.0
00702,國泰標普低波高息,139584.0,3018232.0,21.61,21.67,21.6,21.64,0.04,324.0
00703,台新MSCI中國,5636.0,87641.0,15.88,15.88,15.55,15.55,-0.21,880.0
00706L,期元大S&P日圓正2,2713510.0,28166274.0,10.28,10.42,10.28,10.41,0.13,336.0
00707R,期元大S&P日圓反1,,,,,,,0.0,
00708L,期元大S&P黃金正2,237000.0,5746570.0,24.11,24.26,24.11,24.25,0.09,44.0
00709,富邦歐洲,73915.0,1672573.0,22.57,22.66,22.4,22.65,0.05,1003.0
00710B,FH彭博非投等債,116923.0,2080678.0,17.79,17.8,17.78,17.78,-0.02,83.0
00711B,FH彭博新興債,143821.0,2318005.0,16.18,16.18,16.06,16.1,-0.07,903.0
00712,FH富時不動產,1857151.0,18667555.0,10.04,10.06,10.03,10.05,0.01,1251.0
00713,元大台灣高息低波,4711974.0,174615509.0,37.1,37.15,37.02,37.15,0.05,2137.0
00714,群益道瓊美國地產,148432.0,2761528.0,18.56,18.62,18.56,18.6,0.12,127.0
00715L,期街口布蘭特正2,17593226.0,266349812.0,15.31,15.32,15.03,15.12,0.6,2777.0
00717,富邦美國特別股,338586.0,4922857.0,14.55,14.55,14.53,14.55,-0.01,651.0
00728,第一金工業30,290668.0,6381611.0,21.98,22.0,21.91,21.95,0.0,696.0
00730,富邦臺灣優質高息,230120.0,3917439.0,16.96,17.05,16.96,17.01,0.06,323.0
00731,FH富時高息低波,1028182.0,55136382.0,53.7,53.7,53.5,53.65,0.15,211.0
00732,國泰RMB短期報酬,100010.0,4047392.0,40.47,40.47,40.47,40.47,0.02,3.0
00733,富邦臺灣中小,96193.0,3316038.0,34.65,34.65,34.3,34.46,-0.11,242.0
00735,國泰臺韓科技,102019.0,2483965.0,24.35,24.4,24.35,24.4,0.05,838.0
00736,國泰新興市場,103044.0,1982413.0,19.31,19.31,19.24,19.27,-0.03,947.0
00737,國泰AI+Robo,29275.0,703670.0,24.15,24.15,24.0,24.01,-0.01,48.0
00738U,期元大道瓊白銀,48150.0,1149020.0,23.98,23.98,23.78,23.9,0.12,40.0
00739,元大MSCI A股,38105.0,857016.0,22.53,22.63,22.36,22.55,0.11,752.0
00752,中信中國50,451380.0,8161436.0,18.3,18.3,18.01,18.03,-0.11,277.0
00753L,中信中國50正2,4017126.0,43793067.0,10.81,10.98,10.81,10.85,-0.1,785.0
00757,統一FANG+,175264.0,5890097.0,33.55,33.7,33.5,33.61,0.06,397.0
00762,元大全球AI,156934.0,4643288.0,29.81,29.81,29.5,29.64,0.04,187.0
00763U,期街口道瓊銅,17000.0,414080.0,24.25,24.47,24.25,24.47,0.22,8.0
00770,國泰北美科技,106613.0,2876415.0,26.98,27.03,26.98,26.98,0.02,186.0
00771,元大US高息特別股,32956.0,537193.0,16.28,16.33,16.28,16.33,0.02,987.0
00774B,新光中國政金綠債,4330.0,175290.0,41.06,41.06,40.6,40.6,0.1,1003.0
00774C,新光中政金綠債+R,,,,,,,0.0,
00775B,新光投等債15+,52641.0,1773580.0,33.74,33.74,33.71,33.71,0.07,645.0
00783,富邦中証500,89408.0,1764541.0,19.5,19.79,19.5,19.76,0.14,717.0
00830,國泰費城半導體,2197900.0,50149385.0,22.8,22.87,22.79,22.82,0.02,1109.0
00850,元大臺灣ESG永續,1051807.0,29864482.0,28.45,28.46,28.32,28.46,0.14,779.0
00851,台新全球AI,25364.0,555282.0,22.11,22.11,21.87,22.09,0.16,418.0
00852L,國泰美國道瓊正2,159025.0,3052121.0,19.11,19.22,19.1,19.21,0.1,62.0
00861,元大全球未來通訊,175180.0,4537293.0,25.71,25.96,25.71,25.96,0.14,203.0
00865B,國泰US短期公債,103464.0,4157001.0,40.16,40.2,40.16,40.2,-0.07,469.0
00875,國泰網路資安,73973.0,1791358.0,24.12,24.28,24.12,24.23,-0.06,169.0
00876,元大全球5G,164655.0,3980660.0,23.98,24.28,23.85,24.18,0.2,270.0
00878,國泰永續高股息,19305402.0,313412855.0,16.22,16.25,16.2,16.23,0.04,13602.0
00881,國泰台灣5G+,4062011.0,55526542.0,13.68,13.7,13.64,13.68,0.01,2390.0
00882,中信中國高股息,1962848.0,23245400.0,11.84,11.88,11.81,11.86,0.02,1001.0
00885,富邦越南,26167422.0,289333588.0,11.08,11.23,10.98,10.99,-0.06,6454.0
00891,中信關鍵半導體,2491067.0,27506329.0,11.08,11.1,11.02,11.04,-0.03,1871.0
00892,富邦台灣半導體,2334945.0,23230812.0,10.0,10.02,9.91,9.95,-0.02,1033.0
00893,國泰智能電動車,13162884.0,143797081.0,10.95,10.95,10.9,10.92,-0.03,4843.0
00894,中信小資高價30,615837.0,7089905.0,11.54,11.55,11.49,11.54,0.0,211.0
00895,富邦未來車,3460507.0,40447364.0,11.7,11.71,11.66,11.67,-0.06,1741.0
00896,中信綠能及電動車,741057.0,9558022.0,12.87,12.94,12.87,12.91,0.02,462.0
00897,富邦基因免疫生技,1188801.0,9891480.0,8.35,8.35,8.31,8.32,-0.1,334.0
00898,國泰基因免疫革命,556307.0,4018596.0,7.26,7.26,7.21,7.23,-0.11,316.0
00899,FT潔淨能源,37799.0,861047.0,22.71,22.89,22.71,22.74,0.03,142.0
00900,富邦特選高股息30,4183545.0,44067031.0,10.58,10.58,10.51,10.52,-0.06,3055.0
00901,永豐智能車供應鏈,395479.0,4548821.0,11.5,11.52,11.48,11.52,0.02,217.0
00902,中信電池及儲能,3561275.0,43927333.0,12.24,12.44,12.2,12.44,0.19,1151.0
00903,富邦元宇宙,1009369.0,8017276.0,7.95,7.95,7.93,7.94,-0.01,539.0
00904,新光臺灣半導體30,1119026.0,11671615.0,10.46,10.47,10.41,10.41,-0.06,227.0
00905,FT臺灣Smart,110375.0,927895.0,8.41,8.41,8.39,8.4,-0.01,135.0
00906,大華元宇宙科技50,3158.0,27542.0,8.72,8.72,8.72,8.72,0.05,5.0
00907,永豐優息存股,382509.0,5506478.0,14.42,14.42,14.37,14.4,0.06,216.0
00908,富邦入息REITs+,750846.0,9965390.0,13.27,13.29,13.27,13.29,0.03,169.0
00909,國泰數位支付服務,42092.0,609083.0,14.52,14.52,14.41,14.41,0.06,151.0
00910,第一金太空衛星,101269.0,1493718.0,14.75,14.75,14.7,14.7,-0.04,100.0
00911,兆豐洲際半導體,103000.0,1493440.0,14.48,14.5,14.47,14.47,0.04,6.0
00912,中信臺灣智慧50,669400.0,9136982.0,13.62,13.66,13.62,13.64,-0.01,231.0
00913,兆豐台灣晶圓製造,201139.0,2844122.0,14.15,14.15,14.14,14.14,-0.01,16.0
00915,凱基優選高股息30,337492.0,5132086.0,15.21,15.22,15.2,15.22,0.03,168.0
00916,國泰全球品牌50,224975.0,3164505.0,14.05,14.07,14.03,14.07,0.04,263.0
00917,中信特選金融,431536.0,6339272.0,14.68,14.69,14.68,14.69,0.03,108.0
00918,大華優利高填息30,50503.0,761418.0,15.05,15.12,15.05,15.12,0.02,19.0
